combo_id,k,features,pathogen,mcc,full10_mcc,win
9,1,dnds_proxy,H3N2,0.10100065263293784,0.13012617274960553,0
9,1,dnds_proxy,Norovirus,0.24386231229855965,0.28144431327384084,0
9,1,dnds_proxy,HIV-1,-0.027709600429466165,0.057180745225917574,0
9,1,dnds_proxy,Dengue,-0.014025319430287578,0.081950859734492,0
9,1,dnds_proxy,RSV,-0.06475239082381762,-0.06475239082381762,1
9,1,dnds_proxy,Influenza_B,0.0717672097484113,0.21857219780854706,0
9,1,dnds_proxy,MERS,0.01982721927834929,0.003057074917215283,1
9,1,dnds_proxy,HCV,0.33796318470968734,0.12338338489401283,1
9,1,dnds_proxy,Zika,-0.04079852511619191,-0.02308864363138913,0
9,1,dnds_proxy,Rabies,-0.04909864869034983,-0.04909864869034983,1
9,1,dnds_proxy,EV-A71,-0.05026243968319414,0.04985754985754986,0
10,1,semantic_change,SARS-CoV-2,-0.03297229652942045,0.028419332730392658,0
10,1,semantic_change,H3N2,0.042749612399602475,0.13012617274960553,0
10,1,semantic_change,Norovirus,0.05595230742215371,0.28144431327384084,0
10,1,semantic_change,HIV-1,0.1244522101975853,0.057180745225917574,1
10,1,semantic_change,Dengue,0.018911736861805844,0.081950859734492,0
10,1,semantic_change,RSV,-0.03237619541190881,-0.06475239082381762,1
10,1,semantic_change,Influenza_B,0.010408199895645098,0.21857219780854706,0
10,1,semantic_change,MERS,0.03362782408936811,0.003057074917215283,1
10,1,semantic_change,HCV,-0.09119641492166165,0.12338338489401283,0
10,1,semantic_change,Zika,-0.02308864363138913,-0.02308864363138913,1
10,1,semantic_change,Rabies,-0.04909864869034983,-0.04909864869034983,1
10,1,semantic_change,EV-A71,0.09116809116809117,0.04985754985754986,1
11,2,"freq,entropy",SARS-CoV-2,0.0,0.028419332730392658,0
11,2,"freq,entropy",H3N2,0.10100065263293784,0.13012617274960553,0
11,2,"freq,entropy",Norovirus,0.28144431327384084,0.28144431327384084,1
11,2,"freq,entropy",HIV-1,0.09081647771175144,0.057180745225917574,1
11,2,"freq,entropy",Dengue,0.018911736861805844,0.081950859734492,0
11,2,"freq,entropy",RSV,-0.06475239082381762,-0.06475239082381762,1
11,2,"freq,entropy",Influenza_B,0.18387819815639672,0.21857219780854706,0
11,2,"freq,entropy",MERS,0.003057074917215283,0.003057074917215283,1
11,2,"freq,entropy",HCV,0.3647856596866466,0.12338338489401283,1
11,2,"freq,entropy",Zika,0.013629076495030883,-0.02308864363138913,1
11,2,"freq,entropy",Rabies,-0.04909864869034983,-0.04909864869034983,1
11,2,"freq,entropy",EV-A71,-0.03276353276353276,0.04985754985754986,0
12,2,"freq,rare_freq",SARS-CoV-2,0.0,0.028419332730392658,0
12,2,"freq,rare_freq",H3N2,0.10100065263293784,0.13012617274960553,0
12,2,"freq,rare_freq",Norovirus,0.1686983103479973,0.28144431327384084,0
12,2,"freq,rare_freq",HIV-1,0.08084099950366691,0.057180745225917574,1
12,2,"freq,rare_freq",Dengue,0.018911736861805844,0.081950859734492,0
12,2,"freq,rare_freq",RSV,-0.06475239082381762,-0.06475239082381762,1
12,2,"freq,rare_freq",Influenza_B,0.18387819815639672,0.21857219780854706,0
12,2,"freq,rare_freq",MERS,0.03362782408936811,0.003057074917215283,1
12,2,"freq,rare_freq",HCV,0.20385080982489076,0.12338338489401283,1
12,2,"freq,rare_freq",Zika,0.013629076495030883,-0.02308864363138913,1
12,2,"freq,rare_freq",Rabies,-0.04909864869034983,-0.04909864869034983,1
12,2,"freq,rare_freq",EV-A71,-0.011904262030230192,0.04985754985754986,0
13,2,"freq,homoplasy",SARS-CoV-2,-0.011905235003879907,0.028419332730392658,0
13,2,"freq,homoplasy",H3N2,0.10100065263293784,0.13012617274960553,0
13,2,"freq,homoplasy",Norovirus,0.4317723171749656,0.28144431327384084,1
13,2,"freq,homoplasy",HIV-1,0.09081647771175144,0.057180745225917574,1
13,2,"freq,homoplasy",Dengue,0.14498998260717816,0.081950859734492,1
13,2,"freq,homoplasy",RSV,-0.06475239082381762,-0.06475239082381762,1
13,2,"freq,homoplasy",Influenza_B,0.2532661974606974,0.21857219780854706,1
13,2,"freq,homoplasy",MERS,-0.027857179120826258,0.003057074917215283,0
13,2,"freq,homoplasy",HCV,0.17702833484793146,0.12338338489401283,1
13,2,"freq,homoplasy",Zika,-0.03451578329414231,-0.02308864363138913,0
13,2,"freq,homoplasy",Rabies,-0.07400302524712851,-0.04909864869034983,0
13,2,"freq,homoplasy",EV-A71,0.09116809116809117,0.04985754985754986,1
14,2,"freq,esm2_llr",SARS-CoV-2,-0.02849467560613601,0.028419332730392658,0
14,2,"freq,esm2_llr",H3N2,0.07187513251627016,0.13012617274960553,0
14,2,"freq,esm2_llr",Norovirus,0.20628031132327845,0.28144431327384084,0
14,2,"freq,esm2_llr",HIV-1,-0.07736218471741789,0.057180745225917574,0
14,2,"freq,esm2_llr",Dengue,-0.01260782457453723,0.081950859734492,0
14,2,"freq,esm2_llr",RSV,-0.06475239082381762,-0.06475239082381762,1
14,2,"freq,esm2_llr",Influenza_B,0.07979619919994575,0.21857219780854706,0
14,2,"freq,esm2_llr",MERS,-0.027513674254937545,0.003057074917215283,0
14,2,"freq,esm2_llr",HCV,0.2574957597788094,0.12338338489401283,1
14,2,"freq,esm2_llr",Zika,-0.02308864363138913,-0.02308864363138913,1
14,2,"freq,esm2_llr",Rabies,-0.04909864869034983,-0.04909864869034983,1
14,2,"freq,esm2_llr",EV-A71,-0.03276353276353276,0.04985754985754986,0
15,2,"freq,plddt",SARS-CoV-2,-0.04788352421239243,0.028419332730392658,0
15,2,"freq,plddt",H3N2,0.042749612399602475,0.13012617274960553,0
15,2,"freq,plddt",Norovirus,0.28144431327384084,0.28144431327384084,1
15,2,"freq,plddt",HIV-1,-0.010090719745750161,0.057180745225917574,0
15,2,"freq,plddt",Dengue,-0.01260782457453723,0.081950859734492,0
15,2,"freq,plddt",RSV,-0.03237619541190881,-0.06475239082381762,1
15,2,"freq,plddt",Influenza_B,0.11449019885209608,0.21857219780854706,0
15,2,"freq,plddt",MERS,0.0028407370309013026,0.003057074917215283,0
15,2,"freq,plddt",HCV,0.12338338489401283,0.12338338489401283,1
15,2,"freq,plddt",Zika,0.020405609770150972,-0.02308864363138913,1
15,2,"freq,plddt",Rabies,-0.024194272133571143,-0.04909864869034983,1
15,2,"freq,plddt",EV-A71,-0.08296901158780237,0.04985754985754986,0
16,2,"freq,sasa",SARS-CoV-2,0.009447996618216435,0.028419332730392658,0
16,2,"freq,sasa",H3N2,0.042749612399602475,0.13012617274960553,0
16,2,"freq,sasa",Norovirus,0.24386231229855965,0.28144431327384084,0
16,2,"freq,sasa",HIV-1,0.057180745225917574,0.057180745225917574,1
16,2,"freq,sasa",Dengue,-0.01260782457453723,0.081950859734492,0
16,2,"freq,sasa",RSV,-0.06475239082381762,-0.06475239082381762,1
16,2,"freq,sasa",Influenza_B,0.11449019885209608,0.21857219780854706,0
16,2,"freq,sasa",MERS,0.03362782408936811,0.003057074917215283,1
16,2,"freq,sasa",HCV,0.20385080982489076,0.12338338489401283,1
16,2,"freq,sasa",Zika,-0.02308864363138913,-0.02308864363138913,1
16,2,"freq,sasa",Rabies,-0.04909864869034983,-0.04909864869034983,1
16,2,"freq,sasa",EV-A71,0.04985754985754986,0.04985754985754986,1
17,2,"freq,grantham",SARS-CoV-2,-0.03393188074466204,0.028419332730392658,0
17,2,"freq,grantham",H3N2,0.042749612399602475,0.13012617274960553,0
17,2,"freq,grantham",Norovirus,0.1311163093727161,0.28144431327384084,0
17,2,"freq,grantham",HIV-1,0.057180745225917574,0.057180745225917574,1
17,2,"freq,grantham",Dengue,0.081950859734492,0.081950859734492,1
17,2,"freq,grantham",RSV,-0.06475239082381762,-0.06475239082381762,1
17,2,"freq,grantham",Influenza_B,0.11449019885209608,0.21857219780854706,0
17,2,"freq,grantham",MERS,0.003057074917215283,0.003057074917215283,1
17,2,"freq,grantham",HCV,0.17702833484793146,0.12338338489401283,1
17,2,"freq,grantham",Zika,0.007787294005853139,-0.02308864363138913,1
17,2,"freq,grantham",Rabies,0.0007101044232075388,-0.04909864869034983,1
17,2,"freq,grantham",EV-A71,0.09116809116809117,0.04985754985754986,1
18,2,"freq,dnds_proxy",SARS-CoV-2,0.0,0.028419332730392658,0
18,2,"freq,dnds_proxy",H3N2,0.10100065263293784,0.13012617274960553,0
18,2,"freq,dnds_proxy",Norovirus,0.24386231229855965,0.28144431327384084,0
18,2,"freq,dnds_proxy",HIV-1,0.044352504580567186,0.057180745225917574,0
18,2,"freq,dnds_proxy",Dengue,-0.01260782457453723,0.081950859734492,0
18,2,"freq,dnds_proxy",RSV,-0.06475239082381762,-0.06475239082381762,1
18,2,"freq,dnds_proxy",Influenza_B,0.11064888753558338,0.21857219780854706,0
18,2,"freq,dnds_proxy",MERS,0.014363349306243863,0.003057074917215283,1
18,2,"freq,dnds_proxy",HCV,0.33796318470968734,0.12338338489401283,1
18,2,"freq,dnds_proxy",Zika,-0.05252280485170052,-0.02308864363138913,0
18,2,"freq,dnds_proxy",Rabies,-0.04909864869034983,-0.04909864869034983,1
18,2,"freq,dnds_proxy",EV-A71,-0.03276353276353276,0.04985754985754986,0
19,2,"freq,semantic_change",SARS-CoV-2,-0.03393188074466204,0.028419332730392658,0
19,2,"freq,semantic_change",H3N2,0.07187513251627016,0.13012617274960553,0
19,2,"freq,semantic_change",Norovirus,0.20628031132327845,0.28144431327384084,0
19,2,"freq,semantic_change",HIV-1,0.1244522101975853,0.057180745225917574,1
19,2,"freq,semantic_change",Dengue,0.05043129829814892,0.081950859734492,0
19,2,"freq,semantic_change",RSV,-0.06475239082381762,-0.06475239082381762,1
19,2,"freq,semantic_change",Influenza_B,0.1491841985042464,0.21857219780854706,0
19,2,"freq,semantic_change",MERS,0.003057074917215283,0.003057074917215283,1
19,2,"freq,semantic_change",HCV,0.17702833484793146,0.12338338489401283,1
19,2,"freq,semantic_change",Zika,-0.02308864363138913,-0.02308864363138913,1
19,2,"freq,semantic_change",Rabies,-0.04909864869034983,-0.04909864869034983,1
19,2,"freq,semantic_change",EV-A71,0.04985754985754986,0.04985754985754986,1
20,2,"entropy,rare_freq",SARS-CoV-2,0.0,0.028419332730392658,0
20,2,"entropy,rare_freq",H3N2,0.10100065263293784,0.13012617274960553,0
20,2,"entropy,rare_freq",Norovirus,0.24386231229855965,0.28144431327384084,0
20,2,"entropy,rare_freq",HIV-1,0.057180745225917574,0.057180745225917574,1
20,2,"entropy,rare_freq",Dengue,0.018911736861805844,0.081950859734492,0
20,2,"entropy,rare_freq",RSV,-0.06475239082381762,-0.06475239082381762,1
20,2,"entropy,rare_freq",Influenza_B,0.18387819815639672,0.21857219780854706,0
20,2,"entropy,rare_freq",MERS,0.03330993260427818,0.003057074917215283,1
20,2,"entropy,rare_freq",HCV,0.12338338489401283,0.12338338489401283,1
20,2,"entropy,rare_freq",Zika,0.013629076495030883,-0.02308864363138913,1
20,2,"entropy,rare_freq",Rabies,-0.07400302524712851,-0.04909864869034983,0
20,2,"entropy,rare_freq",EV-A71,-0.04003203845127178,0.04985754985754986,0
21,2,"entropy,homoplasy",SARS-CoV-2,0.0010801761971333413,0.028419332730392658,0
21,2,"entropy,homoplasy",H3N2,0.07187513251627016,0.13012617274960553,0
21,2,"entropy,homoplasy",Norovirus,0.4317723171749656,0.28144431327384084,1
21,2,"entropy,homoplasy",HIV-1,0.09081647771175144,0.057180745225917574,1
21,2,"entropy,homoplasy",Dengue,0.14498998260717816,0.081950859734492,1
21,2,"entropy,homoplasy",RSV,-0.06475239082381762,-0.06475239082381762,1
21,2,"entropy,homoplasy",Influenza_B,0.21857219780854706,0.21857219780854706,1
21,2,"entropy,homoplasy",MERS,-0.027513674254937545,0.003057074917215283,0
21,2,"entropy,homoplasy",HCV,0.20385080982489076,0.12338338489401283,1
21,2,"entropy,homoplasy",Zika,-0.03583413464357459,-0.02308864363138913,0
21,2,"entropy,homoplasy",Rabies,-0.04909864869034983,-0.04909864869034983,1
21,2,"entropy,homoplasy",EV-A71,0.04985754985754986,0.04985754985754986,1
22,2,"entropy,esm2_llr",SARS-CoV-2,-0.009523339493959788,0.028419332730392658,0
22,2,"entropy,esm2_llr",H3N2,0.07187513251627016,0.13012617274960553,0
22,2,"entropy,esm2_llr",Norovirus,0.20628031132327845,0.28144431327384084,0
22,2,"entropy,esm2_llr",HIV-1,-0.07736218471741789,0.057180745225917574,0
22,2,"entropy,esm2_llr",Dengue,0.018911736861805844,0.081950859734492,0
22,2,"entropy,esm2_llr",RSV,-0.06475239082381762,-0.06475239082381762,1
22,2,"entropy,esm2_llr",Influenza_B,0.1491841985042464,0.21857219780854706,0
22,2,"entropy,esm2_llr",MERS,0.003057074917215283,0.003057074917215283,1
22,2,"entropy,esm2_llr",HCV,0.311140709732728,0.12338338489401283,1
22,2,"entropy,esm2_llr",Zika,-0.02308864363138913,-0.02308864363138913,1
22,2,"entropy,esm2_llr",Rabies,-0.04909864869034983,-0.04909864869034983,1
22,2,"entropy,esm2_llr",EV-A71,-0.03276353276353276,0.04985754985754986,0
23,2,"entropy,plddt",SARS-CoV-2,-0.04767504059741656,0.028419332730392658,0
23,2,"entropy,plddt",H3N2,0.042749612399602475,0.13012617274960553,0
23,2,"entropy,plddt",Norovirus,0.28144431327384084,0.28144431327384084,1
23,2,"entropy,plddt",HIV-1,-0.010090719745750161,0.057180745225917574,0
23,2,"entropy,plddt",Dengue,0.018911736861805844,0.081950859734492,0
23,2,"entropy,plddt",RSV,-0.03237619541190881,-0.06475239082381762,1
23,2,"entropy,plddt",Influenza_B,0.07979619919994575,0.21857219780854706,0
23,2,"entropy,plddt",MERS,0.03362782408936811,0.003057074917215283,1
23,2,"entropy,plddt",HCV,0.12338338489401283,0.12338338489401283,1
23,2,"entropy,plddt",Zika,0.06953916928033768,-0.02308864363138913,1
23,2,"entropy,plddt",Rabies,-0.024194272133571143,-0.04909864869034983,1
23,2,"entropy,plddt",EV-A71,-0.07407407407407407,0.04985754985754986,0
24,2,"entropy,sasa",SARS-CoV-2,0.028419332730392658,0.028419332730392658,1
24,2,"entropy,sasa",H3N2,0.10100065263293784,0.13012617274960553,0
24,2,"entropy,sasa",Norovirus,0.28144431327384084,0.28144431327384084,1
24,2,"entropy,sasa",HIV-1,0.023545012740083707,0.057180745225917574,0
24,2,"entropy,sasa",Dengue,-0.01260782457453723,0.081950859734492,0
24,2,"entropy,sasa",RSV,-0.03237619541190881,-0.06475239082381762,1
24,2,"entropy,sasa",Influenza_B,0.11449019885209608,0.21857219780854706,0
24,2,"entropy,sasa",MERS,0.03362782408936811,0.003057074917215283,1
24,2,"entropy,sasa",HCV,0.20385080982489076,0.12338338489401283,1
24,2,"entropy,sasa",Zika,-0.02308864363138913,-0.02308864363138913,1
24,2,"entropy,sasa",Rabies,-0.07400302524712851,-0.04909864869034983,0
24,2,"entropy,sasa",EV-A71,0.04985754985754986,0.04985754985754986,1
25,2,"entropy,grantham",SARS-CoV-2,-0.03696821974903342,0.028419332730392658,0
25,2,"entropy,grantham",H3N2,0.10100065263293784,0.13012617274960553,0
25,2,"entropy,grantham",Norovirus,0.20628031132327845,0.28144431327384084,0
25,2,"entropy,grantham",HIV-1,0.057180745225917574,0.057180745225917574,1
25,2,"entropy,grantham",Dengue,0.081950859734492,0.081950859734492,1
25,2,"entropy,grantham",RSV,-0.06475239082381762,-0.06475239082381762,1
25,2,"entropy,grantham",Influenza_B,0.11449019885209608,0.21857219780854706,0
25,2,"entropy,grantham",MERS,0.003057074917215283,0.003057074917215283,1
25,2,"entropy,grantham",HCV,0.17702833484793146,0.12338338489401283,1
25,2,"entropy,grantham",Zika,0.007787294005853139,-0.02308864363138913,1
25,2,"entropy,grantham",Rabies,-0.024194272133571143,-0.04909864869034983,1
25,2,"entropy,grantham",EV-A71,0.08551170335669765,0.04985754985754986,1
26,2,"entropy,dnds_proxy",SARS-CoV-2,0.0,0.028419332730392658,0
26,2,"entropy,dnds_proxy",H3N2,0.10100065263293784,0.13012617274960553,0
26,2,"entropy,dnds_proxy",Norovirus,0.24386231229855965,0.28144431327384084,0
26,2,"entropy,dnds_proxy",HIV-1,-0.010090719745750161,0.057180745225917574,0
26,2,"entropy,dnds_proxy",Dengue,-0.01260782457453723,0.081950859734492,0
26,2,"entropy,dnds_proxy",RSV,-0.06475239082381762,-0.06475239082381762,1
26,2,"entropy,dnds_proxy",Influenza_B,0.1491841985042464,0.21857219780854706,0
26,2,"entropy,dnds_proxy",MERS,0.003057074917215283,0.003057074917215283,1
26,2,"entropy,dnds_proxy",HCV,0.33796318470968734,0.12338338489401283,1
26,2,"entropy,dnds_proxy",Zika,-0.05252280485170052,-0.02308864363138913,0
26,2,"entropy,dnds_proxy",Rabies,-0.04909864869034983,-0.04909864869034983,1
26,2,"entropy,dnds_proxy",EV-A71,-0.03276353276353276,0.04985754985754986,0
27,2,"entropy,semantic_change",SARS-CoV-2,-0.03393188074466204,0.028419332730392658,0
27,2,"entropy,semantic_change",H3N2,0.10100065263293784,0.13012617274960553,0
27,2,"entropy,semantic_change",Norovirus,0.24386231229855965,0.28144431327384084,0
27,2,"entropy,semantic_change",HIV-1,0.1244522101975853,0.057180745225917574,1
27,2,"entropy,semantic_change",Dengue,0.05043129829814892,0.081950859734492,0
27,2,"entropy,semantic_change",RSV,-0.06475239082381762,-0.06475239082381762,1
27,2,"entropy,semantic_change",Influenza_B,0.1491841985042464,0.21857219780854706,0
27,2,"entropy,semantic_change",MERS,0.003057074917215283,0.003057074917215283,1
27,2,"entropy,semantic_change",HCV,0.20385080982489076,0.12338338489401283,1
27,2,"entropy,semantic_change",Zika,-0.02308864363138913,-0.02308864363138913,1
27,2,"entropy,semantic_change",Rabies,-0.04909864869034983,-0.04909864869034983,1
27,2,"entropy,semantic_change",EV-A71,0.04985754985754986,0.04985754985754986,1
28,2,"rare_freq,homoplasy",SARS-CoV-2,0.007999819040049845,0.028419332730392658,0
28,2,"rare_freq,homoplasy",H3N2,0.07187513251627016,0.13012617274960553,0
28,2,"rare_freq,homoplasy",Norovirus,0.28144431327384084,0.28144431327384084,1
28,2,"rare_freq,homoplasy",HIV-1,-0.010090719745750161,0.057180745225917574,0
28,2,"rare_freq,homoplasy",Dengue,0.11347042117083507,0.081950859734492,1
28,2,"rare_freq,homoplasy",RSV,-0.06475239082381762,-0.06475239082381762,1
28,2,"rare_freq,homoplasy",Influenza_B,0.11449019885209608,0.21857219780854706,0
28,2,"rare_freq,homoplasy",MERS,0.0028407370309013026,0.003057074917215283,0
28,2,"rare_freq,homoplasy",HCV,-0.03755146496774304,0.12338338489401283,0
28,2,"rare_freq,homoplasy",Zika,0.01855554683011329,-0.02308864363138913,1
28,2,"rare_freq,homoplasy",Rabies,-0.0989074018039072,-0.04909864869034983,0
28,2,"rare_freq,homoplasy",EV-A71,0.04985754985754986,0.04985754985754986,1
29,2,"rare_freq,esm2_llr",SARS-CoV-2,-0.009523339493959788,0.028419332730392658,0
29,2,"rare_freq,esm2_llr",H3N2,0.07187513251627016,0.13012617274960553,0
29,2,"rare_freq,esm2_llr",Norovirus,0.01837030644687252,0.28144431327384084,0
29,2,"rare_freq,esm2_llr",HIV-1,-0.010090719745750161,0.057180745225917574,0
29,2,"rare_freq,esm2_llr",Dengue,0.05043129829814892,0.081950859734492,0
29,2,"rare_freq,esm2_llr",RSV,-0.06475239082381762,-0.06475239082381762,1
29,2,"rare_freq,esm2_llr",Influenza_B,0.04510219954779542,0.21857219780854706,0
29,2,"rare_freq,esm2_llr",MERS,0.003057074917215283,0.003057074917215283,1
29,2,"rare_freq,esm2_llr",HCV,-0.06437393994470235,0.12338338489401283,0
29,2,"rare_freq,esm2_llr",Zika,0.007787294005853139,-0.02308864363138913,1
29,2,"rare_freq,esm2_llr",Rabies,-0.024194272133571143,-0.04909864869034983,1
29,2,"rare_freq,esm2_llr",EV-A71,0.008547008547008548,0.04985754985754986,0
30,2,"rare_freq,plddt",SARS-CoV-2,-0.009523339493959788,0.028419332730392658,0
30,2,"rare_freq,plddt",H3N2,0.13012617274960553,0.13012617274960553,1
30,2,"rare_freq,plddt",Norovirus,0.05595230742215371,0.28144431327384084,0
30,2,"rare_freq,plddt",HIV-1,0.023545012740083707,0.057180745225917574,0
30,2,"rare_freq,plddt",Dengue,0.07968931494481578,0.081950859734492,0
30,2,"rare_freq,plddt",RSV,-0.03237619541190881,-0.06475239082381762,1
30,2,"rare_freq,plddt",Influenza_B,-0.02428579975650523,0.21857219780854706,0
30,2,"rare_freq,plddt",MERS,0.03330993260427818,0.003057074917215283,1
30,2,"rare_freq,plddt",HCV,-0.11801888989862097,0.12338338489401283,0
30,2,"rare_freq,plddt",Zika,-0.016069742623468712,-0.02308864363138913,1
30,2,"rare_freq,plddt",Rabies,-0.07400302524712851,-0.04909864869034983,0
30,2,"rare_freq,plddt",EV-A71,-0.07407407407407407,0.04985754985754986,0
31,2,"rare_freq,sasa",SARS-CoV-2,0.009447996618216435,0.028419332730392658,0
