combo_id,k,features,mean_mcc,mean_mcc_top20,mean_mcc_window10,mean_precision20,mean_enrichment,wins_vs_full10,delta_mcc_vs_full10,is_core_4
32,2,"rare_freq,grantham",0.003406926387650059,0.012987574952760915,0.43794766553322745,0.054166666666666675,1.1188011895997512,4,-0.0663474026161847,False
33,2,"rare_freq,dnds_proxy",0.040074907843935186,0.03260388001509126,0.43619683379699586,0.10833333333333335,1.6460362257907144,4,-0.02967942115989957,False
34,2,"rare_freq,semantic_change",0.012184347187039578,0.014007786993556487,0.4057248811232714,0.07500000000000001,1.2506636476413402,6,-0.05756998181679518,False
35,2,"homoplasy,esm2_llr",0.05644608374968033,0.05032553728012265,0.44544116066667966,0.09999999999999999,1.8782509968902408,6,-0.013308245254154423,False
36,2,"homoplasy,plddt",0.06394108303927747,0.059631298374685955,0.42341609279080705,0.10416666666666664,2.114255109678999,7,-0.00581324596455729,False
37,2,"homoplasy,sasa",0.06557805633686789,0.05119022949343371,0.4499613460935002,0.09166666666666667,2.198005867686459,8,-0.004176272666966865,False
38,2,"homoplasy,grantham",0.04604810837925378,0.02761160089848358,0.4354289091060255,0.10416666666666667,1.842408315107228,6,-0.023706220624580977,False
39,2,"homoplasy,dnds_proxy",0.08682354922231113,0.06847955186570125,0.4687466444972257,0.13333333333333333,2.191059125536913,7,0.017069220218476372,False
40,2,"homoplasy,semantic_change",0.0632057786093272,0.05670406151833693,0.43919386747801764,0.10416666666666667,2.064096479518683,8,-0.006548550394507552,False
41,2,"esm2_llr,plddt",-0.024558480273390148,-0.020077481162289485,0.34259770672876777,0.012500000000000002,0.7347722730838672,5,-0.09431280927722491,False
42,2,"esm2_llr,sasa",-0.008740224568050363,-0.019143500849756412,0.34206929916484624,0.041666666666666664,0.7997497424428369,5,-0.07849455357188512,False
43,2,"esm2_llr,grantham",-0.024961738225800483,-0.01832526640972783,0.30495476481350053,0.041666666666666664,0.5895284707819518,4,-0.09471606722963524,False
44,2,"esm2_llr,dnds_proxy",0.031563398647644174,0.007368535799220764,0.43547057315575816,0.11666666666666668,1.3576466140397656,4,-0.03819093035619058,False
45,2,"esm2_llr,semantic_change",-0.014953023518673557,-0.01101457612334595,0.2870710983458954,0.04583333333333334,0.7327279005029785,5,-0.08470735252250831,False
46,2,"plddt,sasa",0.0013863610479949277,-0.01124342819470645,0.42837028865437876,0.03333333333333333,1.3120391535148568,3,-0.06836796795583983,False
47,2,"plddt,grantham",0.001886398187734028,-0.00322168111693159,0.4480952413186596,0.029166666666666664,1.1506554008401169,5,-0.06786793081610072,False
48,2,"plddt,dnds_proxy",0.04074103246138492,0.03035726481022459,0.4669123351178324,0.10833333333333335,1.6531376053631428,6,-0.029013296542449836,False
49,2,"plddt,semantic_change",0.019774054067953354,0.020643908155736912,0.4491674689761913,0.05833333333333334,1.4174193569538884,4,-0.049980274935881405,False
50,2,"sasa,grantham",-0.010720800716526273,-0.01699465980129024,0.41405220746113547,0.03333333333333333,0.9285936001733103,5,-0.08047512972036103,False
51,2,"sasa,dnds_proxy",0.051710229063175746,0.05078822865428242,0.47669210577146237,0.09166666666666667,1.7625411070621355,5,-0.01804409994065901,False
52,2,"sasa,semantic_change",0.007268988413151688,0.010761336587732798,0.4002155800596779,0.049999999999999996,1.3078126402398922,5,-0.062485340590683065,False
53,2,"grantham,dnds_proxy",0.0428290320762325,0.03460051121392458,0.47462562617387966,0.10416666666666667,1.4991747548004533,6,-0.026925296927602253,False
54,2,"grantham,semantic_change",0.001986573332114353,-0.003951983267716387,0.3975362047793607,0.05833333333333333,1.110186483356703,6,-0.0677677556717204,False
55,2,"dnds_proxy,semantic_change",0.052978878851343975,0.03753673662325618,0.4104816178978494,0.11666666666666668,1.7548223490592976,6,-0.01677545015249078,False
56,3,"freq,entropy,rare_freq",0.06913417387551776,0.05821891971851701,0.45483057048973513,0.12083333333333335,1.9865477140032226,6,-0.0006201551283169932,False
57,3,"freq,entropy,homoplasy",0.08664214399962672,0.09882045073095863,0.5129436900406971,0.13333333333333333,2.156864165359717,9,0.016887814995791964,False
58,3,"freq,entropy,esm2_llr",0.04786954444975761,0.04323133900992354,0.4754296098183353,0.1166666666666667,1.6196626021931506,5,-0.021884784554077143,False
59,3,"freq,entropy,plddt",0.0657214689886455,0.05947128817121251,0.5134305062492133,0.10000000000000002,1.9330930918472877,8,-0.004032860015189252,False
60,3,"freq,entropy,sasa",0.07011986066556167,0.07578463050894468,0.5046237916278483,0.12083333333333333,1.9392926981977843,9,0.00036553166172691165,False
61,3,"freq,entropy,grantham",0.06716408018831775,0.07145245595005216,0.49079317222075675,0.10833333333333335,1.881819097962632,7,-0.0025902488155170045,False
62,3,"freq,entropy,dnds_proxy",0.0615166996839325,0.06461930147800116,0.465204710492336,0.11666666666666668,1.8027004117680605,4,-0.008237629319902254,False
63,3,"freq,entropy,semantic_change",0.07124595251160713,0.06470350615055433,0.45671439158703464,0.12083333333333335,2.0079814615517435,9,0.0014916235077723772,False
64,3,"freq,rare_freq,homoplasy",0.07978542270643597,0.07169313110987123,0.4770326879510536,0.11666666666666668,2.1729739850336096,9,0.010031093702601218,False
65,3,"freq,rare_freq,esm2_llr",0.038444911182942035,0.029634940027703255,0.4622596976085886,0.10416666666666669,1.5603202258941105,5,-0.03130941782089272,False
66,3,"freq,rare_freq,plddt",0.050656295415821555,0.033197815153135544,0.48895215915253165,0.09583333333333334,1.776731889291432,7,-0.0190980335880132,False
67,3,"freq,rare_freq,sasa",0.035163876152684126,0.04588971163949049,0.4779560339656775,0.10416666666666669,1.552330530614702,6,-0.03459045285115063,False
68,3,"freq,rare_freq,grantham",0.03161746661673746,0.04637048904320395,0.4607130745334859,0.1125,1.4639824481298849,3,-0.0381368623870973,False
69,3,"freq,rare_freq,dnds_proxy",0.05088812665754396,0.04712918860267204,0.4624266178866168,0.12083333333333335,1.7825243880494341,4,-0.018866202346290793,False
70,3,"freq,rare_freq,semantic_change",0.049468373845873465,0.047028892854069436,0.4602952044935636,0.10416666666666669,1.7531521183475027,7,-0.02028595515796129,False
71,3,"freq,homoplasy,esm2_llr",0.06873139626471311,0.07534488570299343,0.4944388213492243,0.13333333333333333,1.9416430095695512,6,-0.001022932739121643,False
72,3,"freq,homoplasy,plddt",0.07910984369130751,0.07498571158082681,0.460503894826926,0.10833333333333334,2.180624611882071,5,0.009355514687472755,False
73,3,"freq,homoplasy,sasa",0.07858026243373996,0.08865832984580506,0.49236587839559287,0.1375,2.1561427608207944,8,0.008825933429905203,False
74,3,"freq,homoplasy,grantham",0.0851484071191504,0.06641352376404784,0.4883764066195162,0.11666666666666668,2.2536029321606468,8,0.015394078115315638,False
75,3,"freq,homoplasy,dnds_proxy",0.08058948906672443,0.08591231272922077,0.5015508984554459,0.1375,2.0968793285223275,7,0.010835160062889676,False
76,3,"freq,homoplasy,semantic_change",0.08508258700618422,0.07207847722673291,0.4753905401271783,0.13333333333333333,2.180900739438988,9,0.015328258002349465,False
77,3,"freq,esm2_llr,plddt",0.009806960389442862,0.015006933129470726,0.43917567217778086,0.08750000000000001,1.198232226226827,4,-0.05994736861439189,False
78,3,"freq,esm2_llr,sasa",0.04309450956267314,0.03014678335987736,0.46307629681399537,0.09166666666666667,1.497359973680661,7,-0.026659819441161615,False
79,3,"freq,esm2_llr,grantham",0.041422393219258585,0.022265263096243697,0.45382660046466844,0.10416666666666669,1.4305410097359514,4,-0.02833193578457617,False
80,3,"freq,esm2_llr,dnds_proxy",0.03662793870158971,0.027960491380207356,0.4564288811310851,0.1166666666666667,1.4580237101946396,4,-0.03312639030224505,False
81,3,"freq,esm2_llr,semantic_change",0.038478223368398505,0.030096681616547105,0.42080648916366,0.09583333333333334,1.408058686338027,5,-0.03127610563543625,False
82,3,"freq,plddt,sasa",0.0411564390501138,0.043245260584415975,0.5082416436379614,0.09166666666666667,1.723087234789565,5,-0.028597889953720958,False
83,3,"freq,plddt,grantham",0.04712534457540227,0.03409825874100906,0.49647819911538166,0.10000000000000002,1.807794355927619,6,-0.02262898442843249,False
84,3,"freq,plddt,dnds_proxy",0.048810389362131425,0.04186260622451308,0.4821267920355902,0.10416666666666669,1.691490180245305,6,-0.02094393964170333,False
85,3,"freq,plddt,semantic_change",0.06237131231040663,0.05479945956336104,0.4904434387321195,0.10000000000000002,2.005885896695062,5,-0.007383016693428127,False
86,3,"freq,sasa,grantham",0.048168549050506444,0.04072617585889301,0.47824003697511613,0.09583333333333333,1.6918636318266893,7,-0.02158577995332831,False
87,3,"freq,sasa,dnds_proxy",0.06775514156264668,0.06730271475820855,0.5018439732613206,0.10833333333333334,1.9416212482485566,9,-0.0019991874411880717,False
88,3,"freq,sasa,semantic_change",0.0673550313452972,0.042906138702383606,0.4628961754002005,0.09166666666666667,2.021899521652292,7,-0.0023992976585375525,False
89,3,"freq,grantham,dnds_proxy",0.059839189991608095,0.058555164243612845,0.5021440147308933,0.10833333333333335,1.769423980438643,6,-0.00991513901222666,False
90,3,"freq,grantham,semantic_change",0.041079836681500524,0.04431537772472257,0.4319984627971238,0.10833333333333334,1.6526362786437587,6,-0.02867449232233423,False
91,3,"freq,dnds_proxy,semantic_change",0.07461536845880586,0.045652541727702556,0.4704344782381667,0.1125,1.9775542262356192,8,0.0048610394549711,False
92,3,"entropy,rare_freq,homoplasy",0.06830355132695733,0.07020875531459453,0.4614757428371797,0.10416666666666667,2.0746037892064293,6,-0.0014507776768774294,False
93,3,"entropy,rare_freq,esm2_llr",0.04773396541848481,0.034647981108809345,0.4378641880709715,0.10416666666666669,1.7016673431711797,6,-0.022020363585349943,False
94,3,"entropy,rare_freq,plddt",0.05773172196335392,0.029389711108409638,0.48123002542046517,0.10000000000000002,1.9018118665694772,6,-0.012022607040480839,False
95,3,"entropy,rare_freq,sasa",0.04022332800749199,0.04452566485517067,0.5019060864029575,0.10000000000000002,1.6600801280382125,5,-0.029531000996342767,False
96,3,"entropy,rare_freq,grantham",0.0378273902513044,0.04378100945336944,0.44260092526100575,0.1125,1.5811934076061132,5,-0.03192693875253035,False
97,3,"entropy,rare_freq,dnds_proxy",0.051822798176501594,0.052503945724423545,0.4508482050265518,0.12916666666666668,1.81855942579772,4,-0.01793153082733316,False
98,3,"entropy,rare_freq,semantic_change",0.05618498004417519,0.05069333000715486,0.45861587827877526,0.10833333333333335,1.8912795769154256,7,-0.013569348959659569,False
99,3,"entropy,homoplasy,esm2_llr",0.08470272965518079,0.06755166544479292,0.485366946911604,0.125,2.170391935540699,8,0.014948400651346033,False
100,3,"entropy,homoplasy,plddt",0.07270426952978824,0.07879239021495349,0.45428494280791076,0.10833333333333334,2.1324123519329543,6,0.002949940525953487,False
101,3,"entropy,homoplasy,sasa",0.08450758220792004,0.08162078602602293,0.48073176978625964,0.13333333333333333,2.4093486500553847,7,0.014753253204085284,False
102,3,"entropy,homoplasy,grantham",0.07653305771523232,0.06580898065359465,0.4845025001250753,0.125,2.122663303849122,7,0.006778728711397564,False
103,3,"entropy,homoplasy,dnds_proxy",0.08088605508066156,0.07976295165046031,0.49611531579268625,0.12916666666666668,2.0740305977118623,7,0.011131726076826803,False
104,3,"entropy,homoplasy,semantic_change",0.08291999684777918,0.08325844617178517,0.47038278873741196,0.125,2.1622890341508127,9,0.01316566784394442,False
105,3,"entropy,esm2_llr,plddt",0.019156184198310028,0.014396669215213986,0.4337591497799062,0.08333333333333333,1.3478975533849076,4,-0.05059814480552473,False
106,3,"entropy,esm2_llr,sasa",0.033546234589443856,0.038781516861824246,0.45271682039399347,0.09583333333333333,1.4832797173830137,6,-0.0362080944143909,False
107,3,"entropy,esm2_llr,grantham",0.03434190499382579,0.023335438815557427,0.44790504464234965,0.09166666666666667,1.3634977566926985,4,-0.035412424010008964,False
108,3,"entropy,esm2_llr,dnds_proxy",0.04311497871516589,0.030368530075967234,0.4731117620416428,0.12500000000000003,1.5782978678936337,4,-0.026639350288668866,False
109,3,"entropy,esm2_llr,semantic_change",0.04090699453311526,0.03378965804867912,0.43974569915803247,0.09166666666666667,1.5434369130495869,6,-0.028847334470719493,False
110,3,"entropy,plddt,sasa",0.0389631617415981,0.037723275517298274,0.4967379195782448,0.09166666666666667,1.7723355796635136,4,-0.030791167262236657,False
111,3,"entropy,plddt,grantham",0.0551755321651796,0.04058467062599893,0.5080172160681352,0.10416666666666669,1.8968829224620638,5,-0.014578796838655157,False
112,3,"entropy,plddt,dnds_proxy",0.05973710637865229,0.03928744597088835,0.47774651956068587,0.09166666666666667,1.8542695598595047,7,-0.010017222625182468,False
113,3,"entropy,plddt,semantic_change",0.05944073989233614,0.05755516144613205,0.4983269240670709,0.09999999999999999,2.0221005977529,6,-0.010313589111498614,False
114,3,"entropy,sasa,grantham",0.050617763773159345,0.038907510201839156,0.48369781209769586,0.09583333333333333,1.8048750092171515,6,-0.01913656523067541,False
115,3,"entropy,sasa,dnds_proxy",0.0669089595622724,0.06673951733804784,0.4980479562861128,0.10833333333333334,1.9420190356463445,9,-0.0028453694415623565,False
116,3,"entropy,sasa,semantic_change",0.0632363808124614,0.039561113902300736,0.47127519866601336,0.09166666666666667,2.002961509047613,5,-0.006517948191373357,False
117,3,"entropy,grantham,dnds_proxy",0.05818737560778641,0.0632634258584222,0.4794327941891941,0.10833333333333335,1.75232366049618,6,-0.011566953396048345,False
118,3,"entropy,grantham,semantic_change",0.04385097528521356,0.04352319202479101,0.43856726312365235,0.10833333333333334,1.6998709453905028,6,-0.025903353718621194,False
119,3,"entropy,dnds_proxy,semantic_change",0.06568699242061139,0.04869137108167551,0.4683639297720769,0.10416666666666667,1.919928337720842,7,-0.004067336583223363,False
120,3,"rare_freq,homoplasy,esm2_llr",0.04829653871085137,0.03990665469427274,0.4492610629860214,0.07083333333333335,1.7159770851116403,5,-0.021457790292983385,False
121,3,"rare_freq,homoplasy,plddt",0.03857021494343669,0.060442930080221065,0.4412707321897822,0.07083333333333335,1.7272517909333898,6,-0.031184114060398067,False
122,3,"rare_freq,homoplasy,sasa",0.04551938413432474,0.05173037199607436,0.4422223736279709,0.08749999999999998,1.8328779068384067,7,-0.024234944869510014,False
123,3,"rare_freq,homoplasy,grantham",0.03325259930130069,0.04635662975700456,0.4277167398144028,0.08333333333333333,1.6562836334851736,6,-0.03650172970253406,False
124,3,"rare_freq,homoplasy,dnds_proxy",0.06441419418561763,0.06126403249297574,0.4545093008535203,0.12083333333333333,1.9879658227375447,7,-0.005340134818217129,False
125,3,"rare_freq,homoplasy,semantic_change",0.04580528630633082,0.061765570595383824,0.4562971793568778,0.07500000000000001,1.7655546027208258,6,-0.023949042697503933,False
126,3,"rare_freq,esm2_llr,plddt",-0.007013834773154623,-0.006003669621698008,0.46718958874255617,0.041666666666666664,1.0053982383692528,4,-0.07676816377698938,False
127,3,"rare_freq,esm2_llr,sasa",-0.00045559487797668715,-0.0011965906772126711,0.4050951328715194,0.041666666666666664,1.0209802570157784,4,-0.07020992388181144,False
128,3,"rare_freq,esm2_llr,grantham",-0.0053791679085091575,0.005415895172070628,0.41858192947301925,0.06666666666666668,0.938773934326648,3,-0.07513349691234392,False
129,3,"rare_freq,esm2_llr,dnds_proxy",0.03771569875630314,0.019650172504677144,0.4600580688440185,0.10000000000000002,1.526134772324599,4,-0.03203863024753162,False
130,3,"rare_freq,esm2_llr,semantic_change",0.004682929355270482,0.007735655280773648,0.41761449456143773,0.05000000000000001,1.0462017865781719,4,-0.06507139964856427,False
131,3,"rare_freq,plddt,sasa",0.0018739056523563423,0.007523906344014039,0.4557822057201522,0.05416666666666669,1.297225439732402,4,-0.06788042335147841,False
132,3,"rare_freq,plddt,grantham",0.01052076942889723,0.008774230979025978,0.48655354875160906,0.041666666666666664,1.233308562192336,5,-0.059233559574937526,False
133,3,"rare_freq,plddt,dnds_proxy",0.041300797403498686,0.02834805368059182,0.49523320593243186,0.09999999999999999,1.652124706350916,6,-0.02845353160033607,False
134,3,"rare_freq,plddt,semantic_change",0.025580335157676135,0.02070322462972077,0.5049460617404504,0.05000000000000001,1.4884626064231827,6,-0.044173993846158624,False
135,3,"rare_freq,sasa,grantham",-0.002305272564810582,-0.004173319655016233,0.43804429179084803,0.04583333333333334,1.1325836940784368,5,-0.07205960156864534,False
136,3,"rare_freq,sasa,dnds_proxy",0.023265395353953947,0.03994953962618941,0.4757510927868567,0.09166666666666667,1.4013040505062386,3,-0.04648893364988081,False
137,3,"rare_freq,sasa,semantic_change",0.0010176026072600565,0.028100896947679366,0.44134525063948926,0.05000000000000001,1.177759102406019,5,-0.0687367263965747,False
138,3,"rare_freq,grantham,dnds_proxy",0.03877361877757252,0.03816072749872588,0.45876664790084337,0.10833333333333335,1.6118391240296075,5,-0.030980710226262233,False
139,3,"rare_freq,grantham,semantic_change",0.011262036040347194,0.009105785953369314,0.4163582829979228,0.07083333333333335,1.2492259991088057,5,-0.05849229296348756,False
140,3,"rare_freq,dnds_proxy,semantic_change",0.05701605775637869,0.04019413188765014,0.447465501092192,0.1125,1.90898123072734,8,-0.012738271247456065,False
141,3,"homoplasy,esm2_llr,plddt",0.04315355483753805,0.037091287211396436,0.42866277584690277,0.09999999999999999,1.7853277062838018,7,-0.026600774166296706,False
142,3,"homoplasy,esm2_llr,sasa",0.053191950901777814,0.041849936744222466,0.4251883510662291,0.07916666666666666,1.8625455211802187,7,-0.016562378102056942,False
143,3,"homoplasy,esm2_llr,grantham",0.038194215492285015,0.020884831000372903,0.4268805733488151,0.09166666666666667,1.5831355861834693,4,-0.03156011351154974,False
144,3,"homoplasy,esm2_llr,dnds_proxy",0.07581286603971679,0.06090455797718353,0.48288442527669667,0.12916666666666668,1.9912620990147276,6,0.006058537035882036,False
145,3,"homoplasy,esm2_llr,semantic_change",0.05486868576375372,0.04419487179670592,0.43312590939754414,0.09166666666666667,1.843299624980074,7,-0.014885643240081035,False
146,3,"homoplasy,plddt,sasa",0.055372919531967435,0.04309686411242899,0.47008733909617345,0.08333333333333333,2.1968493729019447,6,-0.01438140947186732,False
147,3,"homoplasy,plddt,grantham",0.06570272968291352,0.04290391150685993,0.4441195007621959,0.08333333333333333,2.1638928528924266,7,-0.004051599320921237,False
148,3,"homoplasy,plddt,dnds_proxy",0.07173761405912939,0.06713562415655681,0.48295076632497375,0.11666666666666665,2.048321622243333,6,0.0019832850552946313,False
149,3,"homoplasy,plddt,semantic_change",0.06230804537497697,0.05293053141264758,0.4716185644508184,0.10833333333333334,2.1116379104513516,6,-0.007446283628857783,False
150,3,"homoplasy,sasa,grantham",0.046169779481769924,0.044922987168910404,0.4221000710242407,0.07916666666666666,1.8982964320472133,8,-0.023584549522064832,False
151,3,"homoplasy,sasa,dnds_proxy",0.06646499285339884,0.07121859599783081,0.5060080657111244,0.13333333333333333,2.0013228767327944,7,-0.0032893361504359175,False
152,3,"homoplasy,sasa,semantic_change",0.056596989916639896,0.048504089209310326,0.4382997674761582,0.08333333333333333,2.1158510505944434,7,-0.01315733908719486,False
153,3,"homoplasy,grantham,dnds_proxy",0.076833448306266,0.05396233585514548,0.4632999992252442,0.1125,2.0751609031751395,7,0.0070791193024312415,False
154,3,"homoplasy,grantham,semantic_change",0.04640785605671243,0.040650564172659345,0.43771552205386427,0.09166666666666667,1.8797911596512715,6,-0.023346472947122325,False
155,3,"homoplasy,dnds_proxy,semantic_change",0.07722585250294715,0.07660282058464113,0.4587681934435166,0.15,2.077037542249704,9,0.007471523499112398,False
156,3,"esm2_llr,plddt,sasa",-0.017387645093674887,0.0019352323987710813,0.35761948206292343,0.020833333333333332,0.9322873037679801,3,-0.08714197409750965,False
157,3,"esm2_llr,plddt,grantham",-0.018630052741512776,-0.03374385412615282,0.3805775111018504,0.029166666666666664,0.7643827604673015,5,-0.08838438174534753,False
158,3,"esm2_llr,plddt,dnds_proxy",0.0159024144159441,0.009572563663161731,0.4354887898246946,0.10000000000000002,1.2295414944322307,5,-0.053851914587890654,False
159,3,"esm2_llr,plddt,semantic_change",-0.003873359135490836,-0.007352538558300229,0.3921239571624115,0.05416666666666667,1.0565627122869234,4,-0.07362768813932559,False
160,3,"esm2_llr,sasa,grantham",-0.01701117009167659,-0.015055248879298535,0.3703421978996882,0.0375,0.8196465584555952,5,-0.08676549909551134,False
161,3,"esm2_llr,sasa,dnds_proxy",0.03164936182350977,0.024425363941502857,0.4391340127891763,0.08750000000000001,1.3662430475758125,7,-0.03810496718032499,False
162,3,"esm2_llr,sasa,semantic_change",-0.008840332575148227,-0.022086762276649,0.38077531966680533,0.0625,0.9504712460820729,5,-0.07859466157898298,False
163,3,"esm2_llr,grantham,dnds_proxy",0.030839222581330584,0.029640111572483932,0.44544406782637563,0.09583333333333334,1.2878547578951103,4,-0.038915106422504175,False
164,3,"esm2_llr,grantham,semantic_change",-0.005900576213605592,-0.017573756569267195,0.3490916806161147,0.04583333333333334,0.9510677832897212,5,-0.07565490521744035,False
165,3,"esm2_llr,dnds_proxy,semantic_change",0.0337739520193963,0.027360290856932645,0.4199464655093745,0.10833333333333335,1.4149221913247203,5,-0.035980376984438456,False
166,3,"plddt,sasa,grantham",-0.024021740951078365,-0.013975324025490262,0.43381253234285105,0.0375,0.8726225320573145,3,-0.09377606995491312,False
167,3,"plddt,sasa,dnds_proxy",0.02503879767156543,0.03975629171147355,0.4969785861084761,0.08750000000000002,1.4657307052929387,3,-0.044715531332269326,False
168,3,"plddt,sasa,semantic_change",0.01368794313500532,0.018970693134828905,0.45814027865868195,0.06250000000000001,1.487884384263185,3,-0.056066385868829435,False
169,3,"plddt,grantham,dnds_proxy",0.041710511526581284,0.03717507795091423,0.5125787707108754,0.09583333333333334,1.6793552629039847,7,-0.02804381747725347,False
170,3,"plddt,grantham,semantic_change",0.005584146999128879,0.014042064545627569,0.46696214493559424,0.04583333333333333,1.206204570372236,4,-0.06417018200470588,False
171,3,"plddt,dnds_proxy,semantic_change",0.0567368784565338,0.05305394163454038,0.488706556162674,0.09166666666666667,1.8406251264537572,8,-0.013017450547300954,False
172,3,"sasa,grantham,dnds_proxy",0.032658341039322185,0.032736412576639236,0.475845210854885,0.075,1.4626708261532073,5,-0.03709598796451257,False
173,3,"sasa,grantham,semantic_change",-0.006866849351698629,-0.003771373958707572,0.374473946296431,0.05416666666666667,1.0301373189607061,5,-0.07662117835553338,False
174,3,"sasa,dnds_proxy,semantic_change",0.03804915216034469,0.04302114992049589,0.44828427024464296,0.08750000000000001,1.6338103260920818,4,-0.031705176843490064,False
175,3,"grantham,dnds_proxy,semantic_change",0.034441245505192834,0.03620091706714262,0.4192485600925815,0.08750000000000001,1.464809744380026,5,-0.03531308349864192,False
176,4,"freq,entropy,rare_freq,homoplasy",0.08559537987992773,0.07006149105401181,0.5068398499889709,0.12916666666666668,2.2046740201583024,9,0.01584105087609297,False
177,4,"freq,entropy,rare_freq,esm2_llr",0.04654478718374733,0.04384880364862401,0.48344812265652676,0.10833333333333335,1.655672979242033,5,-0.02320954182008743,False
178,4,"freq,entropy,rare_freq,plddt",0.06475495879594957,0.03639723680356546,0.5060349895244419,0.11666666666666668,1.9378577912725399,8,-0.004999370207885184,False
179,4,"freq,entropy,rare_freq,sasa",0.05299499809391269,0.06094025144958487,0.48036754422681005,0.125,1.759069213742274,6,-0.016759330909922064,False
