decile,n,prevalence,prev_lo,prev_hi,window_prev,enrichment,method,pathogen,base_rate
1,34,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.17647058823529413,0.925925925925926,4-core,HCV,0.1588235294117647
2,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.7407407407407408,4-core,HCV,0.1588235294117647
3,34,0.029411764705882353,0.0,0.08823529411764706,0.17647058823529413,0.1851851851851852,4-core,HCV,0.1588235294117647
4,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.7407407407407408,4-core,HCV,0.1588235294117647
5,34,0.08823529411764706,0.0,0.17720588235294052,0.11764705882352941,0.5555555555555556,4-core,HCV,0.1588235294117647
6,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.7407407407407408,4-core,HCV,0.1588235294117647
7,34,0.17647058823529413,0.058823529411764705,0.3235294117647059,0.4411764705882353,1.1111111111111112,4-core,HCV,0.1588235294117647
8,34,0.2647058823529412,0.11764705882352941,0.4117647058823529,0.29411764705882354,1.6666666666666667,4-core,HCV,0.1588235294117647
9,35,0.34285714285714286,0.2,0.5142857142857142,0.5142857142857142,2.158730158730159,4-core,HCV,0.1588235294117647
0,46,0.043478260869565216,0.0,0.10869565217391304,0.2608695652173913,0.7278582930756843,4-core,Zika,0.059734513274336286
1,44,0.022727272727272728,0.0,0.06818181818181818,0.45454545454545453,0.38047138047138046,4-core,Zika,0.059734513274336286
2,46,0.06521739130434782,0.0,0.13043478260869565,0.391304347826087,1.0917874396135265,4-core,Zika,0.059734513274336286
3,44,0.18181818181818182,0.09034090909090912,0.29545454545454547,0.38636363636363635,3.0437710437710437,4-core,Zika,0.059734513274336286
4,47,0.02127659574468085,0.0,0.06382978723404255,0.2978723404255319,0.35618597320724976,4-core,Zika,0.059734513274336286
5,42,0.047619047619047616,0.0,0.11904761904761904,0.42857142857142855,0.7971781305114638,4-core,Zika,0.059734513274336286
6,48,0.0625,0.0,0.14583333333333334,0.4375,1.0462962962962963,4-core,Zika,0.059734513274336286
7,47,0.0425531914893617,0.0,0.10638297872340426,0.3404255319148936,0.7123719464144995,4-core,Zika,0.059734513274336286
8,42,0.07142857142857142,0.0,0.16666666666666666,0.42857142857142855,1.1957671957671956,4-core,Zika,0.059734513274336286
9,46,0.043478260869565216,0.0,0.10869565217391304,0.32608695652173914,0.7278582930756843,4-core,Zika,0.059734513274336286
0,49,0.16326530612244897,0.08112244897959187,0.2653061224489796,0.24489795918367346,2.055468341182627,4-core,Rabies,0.07942973523421588
1,49,0.20408163265306123,0.10204081632653061,0.32653061224489793,0.5510204081632653,2.569335426478284,4-core,Rabies,0.07942973523421588
2,49,0.14285714285714285,0.061224489795918366,0.24489795918367346,0.5102040816326531,1.7985347985347986,4-core,Rabies,0.07942973523421588
3,49,0.061224489795918366,0.0,0.12244897959183673,0.42857142857142855,0.7708006279434851,4-core,Rabies,0.07942973523421588
4,49,0.02040816326530612,0.0,0.061224489795918366,0.30612244897959184,0.25693354264782836,4-core,Rabies,0.07942973523421588
5,49,0.10204081632653061,0.02040816326530612,0.1836734693877551,0.2653061224489796,1.284667713239142,4-core,Rabies,0.07942973523421588
6,49,0.02040816326530612,0.0,0.061224489795918366,0.30612244897959184,0.25693354264782836,4-core,Rabies,0.07942973523421588
7,49,0.02040816326530612,0.0,0.061224489795918366,0.3673469387755102,0.25693354264782836,4-core,Rabies,0.07942973523421588
8,49,0.02040816326530612,0.0,0.061224489795918366,0.24489795918367346,0.25693354264782836,4-core,Rabies,0.07942973523421588
9,50,0.04,0.0,0.1,0.18,0.5035897435897436,4-core,Rabies,0.07942973523421588
0,26,0.11538461538461539,0.0,0.2692307692307692,0.2692307692307692,1.1153846153846154,4-core,EV-A71,0.10344827586206896
1,26,0.19230769230769232,0.07692307692307693,0.34615384615384615,0.38461538461538464,1.858974358974359,4-core,EV-A71,0.10344827586206896
2,26,0.19230769230769232,0.07692307692307693,0.3471153846153837,0.5384615384615384,1.858974358974359,4-core,EV-A71,0.10344827586206896
3,26,0.11538461538461539,0.0,0.2692307692307692,0.34615384615384615,1.1153846153846154,4-core,EV-A71,0.10344827586206896
4,26,0.15384615384615385,0.038461538461538464,0.3076923076923077,0.5,1.4871794871794872,4-core,EV-A71,0.10344827586206896
5,26,0.0,0.0,0.0,0.6153846153846154,0.0,4-core,EV-A71,0.10344827586206896
6,26,0.0,0.0,0.0,0.46153846153846156,0.0,4-core,EV-A71,0.10344827586206896
7,26,0.0,0.0,0.0,0.8076923076923077,0.0,4-core,EV-A71,0.10344827586206896
8,26,0.11538461538461539,0.0,0.2692307692307692,0.6923076923076923,1.1153846153846154,4-core,EV-A71,0.10344827586206896
9,27,0.14814814814814814,0.037037037037037035,0.2962962962962963,0.4074074074074074,1.4320987654320987,4-core,EV-A71,0.10344827586206896
0,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
1,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
2,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
3,985,0.019289340101522844,0.01116751269035533,0.028426395939086295,0.1949238578680203,0.9714111675126904,3-core,SARS-CoV-2,0.019857029388403495
4,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
5,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
6,0,,,,,,3-core,SARS-CoV-2,0.019857029388403495
7,22,0.045454545454545456,0.0,0.13636363636363635,0.22727272727272727,2.289090909090909,3-core,SARS-CoV-2,0.019857029388403495
8,160,0.00625,0.0,0.01875,0.25,0.31475000000000003,3-core,SARS-CoV-2,0.019857029388403495
9,92,0.043478260869565216,0.010869565217391304,0.08695652173913043,0.34782608695652173,2.189565217391304,3-core,SARS-CoV-2,0.019857029388403495
0,54,0.05555555555555555,0.0,0.12962962962962962,0.2037037037037037,1.2066666666666666,3-core,H3N2,0.04604051565377532
1,54,0.0,0.0,0.0,0.1111111111111111,0.0,3-core,H3N2,0.04604051565377532
2,52,0.038461538461538464,0.0,0.09615384615384616,0.09615384615384616,0.8353846153846154,3-core,H3N2,0.04604051565377532
3,57,0.017543859649122806,0.0,0.05263157894736842,0.08771929824561403,0.38105263157894737,3-core,H3N2,0.04604051565377532
4,54,0.05555555555555555,0.0,0.12962962962962962,0.16666666666666666,1.2066666666666666,3-core,H3N2,0.04604051565377532
5,54,0.018518518518518517,0.0,0.05555555555555555,0.1111111111111111,0.4022222222222222,3-core,H3N2,0.04604051565377532
6,55,0.01818181818181818,0.0,0.05454545454545454,0.09090909090909091,0.3949090909090909,3-core,H3N2,0.04604051565377532
7,54,0.05555555555555555,0.0,0.12962962962962962,0.1111111111111111,1.2066666666666666,3-core,H3N2,0.04604051565377532
8,54,0.1111111111111111,0.037037037037037035,0.2037037037037037,0.25925925925925924,2.413333333333333,3-core,H3N2,0.04604051565377532
9,55,0.09090909090909091,0.01818181818181818,0.16363636363636364,0.34545454545454546,1.9745454545454546,3-core,H3N2,0.04604051565377532
0,44,0.0,0.0,0.0,0.0,0.0,3-core,Norovirus,0.027985074626865673
1,78,0.0,0.0,0.0,0.01282051282051282,0.0,3-core,Norovirus,0.027985074626865673
2,38,0.0,0.0,0.0,0.02631578947368421,0.0,3-core,Norovirus,0.027985074626865673
3,52,0.0,0.0,0.0,0.23076923076923078,0.0,3-core,Norovirus,0.027985074626865673
4,69,0.0,0.0,0.0,0.10144927536231885,0.0,3-core,Norovirus,0.027985074626865673
5,50,0.02,0.0,0.06,0.22,0.7146666666666667,3-core,Norovirus,0.027985074626865673
6,44,0.0,0.0,0.0,0.20454545454545456,0.0,3-core,Norovirus,0.027985074626865673
7,53,0.0,0.0,0.0,0.41509433962264153,0.0,3-core,Norovirus,0.027985074626865673
8,54,0.037037037037037035,0.0,0.09259259259259259,0.35185185185185186,1.3234567901234566,3-core,Norovirus,0.027985074626865673
9,54,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6851851851851852,7.94074074074074,3-core,Norovirus,0.027985074626865673
0,46,0.0,0.0,0.0,0.043478260869565216,0.0,3-core,HIV-1,0.051111111111111114
1,43,0.0,0.0,0.0,0.023255813953488372,0.0,3-core,HIV-1,0.051111111111111114
2,45,0.06666666666666667,0.0,0.15555555555555556,0.2,1.3043478260869563,3-core,HIV-1,0.051111111111111114
3,45,0.022222222222222223,0.0,0.06666666666666667,0.06666666666666667,0.43478260869565216,3-core,HIV-1,0.051111111111111114
4,45,0.0,0.0,0.0,0.26666666666666666,0.0,3-core,HIV-1,0.051111111111111114
5,45,0.1111111111111111,0.022222222222222223,0.2,0.4666666666666667,2.1739130434782608,3-core,HIV-1,0.051111111111111114
6,45,0.0,0.0,0.0,0.35555555555555557,0.0,3-core,HIV-1,0.051111111111111114
7,45,0.044444444444444446,0.0,0.1111111111111111,0.2222222222222222,0.8695652173913043,3-core,HIV-1,0.051111111111111114
8,45,0.15555555555555556,0.06666666666666667,0.26666666666666666,0.5111111111111111,3.043478260869565,3-core,HIV-1,0.051111111111111114
9,46,0.10869565217391304,0.021739130434782608,0.1956521739130435,0.8695652173913043,2.1266540642722114,3-core,HIV-1,0.051111111111111114
0,52,0.019230769230769232,0.0,0.057692307692307696,0.17307692307692307,0.3926282051282052,3-core,Dengue,0.04897959183673469
1,54,0.0,0.0,0.0,0.3888888888888889,0.0,3-core,Dengue,0.04897959183673469
2,45,0.0,0.0,0.0,0.3333333333333333,0.0,3-core,Dengue,0.04897959183673469
3,46,0.021739130434782608,0.0,0.06521739130434782,0.32608695652173914,0.44384057971014496,3-core,Dengue,0.04897959183673469
4,47,0.06382978723404255,0.0,0.14893617021276595,0.3191489361702128,1.303191489361702,3-core,Dengue,0.04897959183673469
5,51,0.058823529411764705,0.0,0.13725490196078433,0.49019607843137253,1.2009803921568627,3-core,Dengue,0.04897959183673469
6,47,0.0851063829787234,0.02127659574468085,0.1702127659574468,0.5319148936170213,1.7375886524822695,3-core,Dengue,0.04897959183673469
7,49,0.061224489795918366,0.0,0.14285714285714285,0.4489795918367347,1.25,3-core,Dengue,0.04897959183673469
8,49,0.061224489795918366,0.0,0.14285714285714285,0.46938775510204084,1.25,3-core,Dengue,0.04897959183673469
9,50,0.12,0.04,0.22,0.6,2.45,3-core,Dengue,0.04897959183673469
0,54,0.018518518518518517,0.0,0.05555555555555555,0.3333333333333333,0.5092592592592593,3-core,RSV,0.03636363636363636
1,55,0.03636363636363636,0.0,0.09090909090909091,0.36363636363636365,1.0,3-core,RSV,0.03636363636363636
2,55,0.09090909090909091,0.01818181818181818,0.16409090909090868,0.2545454545454545,2.5,3-core,RSV,0.03636363636363636
3,55,0.01818181818181818,0.0,0.05454545454545454,0.3090909090909091,0.5,3-core,RSV,0.03636363636363636
4,55,0.01818181818181818,0.0,0.05454545454545454,0.2909090909090909,0.5,3-core,RSV,0.03636363636363636
5,55,0.05454545454545454,0.0,0.10909090909090909,0.2,1.5,3-core,RSV,0.03636363636363636
6,55,0.03636363636363636,0.0,0.09090909090909091,0.16363636363636364,1.0,3-core,RSV,0.03636363636363636
7,55,0.03636363636363636,0.0,0.09090909090909091,0.07272727272727272,1.0,3-core,RSV,0.03636363636363636
8,55,0.05454545454545454,0.0,0.12727272727272726,0.09090909090909091,1.5,3-core,RSV,0.03636363636363636
9,56,0.0,0.0,0.0,0.05357142857142857,0.0,3-core,RSV,0.03636363636363636
0,54,0.0,0.0,0.0,0.0,0.0,3-core,Influenza_B,0.030357142857142857
1,55,0.0,0.0,0.0,0.0,0.0,3-core,Influenza_B,0.030357142857142857
2,62,0.0,0.0,0.0,0.0,0.0,3-core,Influenza_B,0.030357142857142857
3,52,0.0,0.0,0.0,0.038461538461538464,0.0,3-core,Influenza_B,0.030357142857142857
4,56,0.0,0.0,0.0,0.07142857142857142,0.0,3-core,Influenza_B,0.030357142857142857
5,56,0.03571428571428571,0.0,0.08928571428571429,0.21428571428571427,1.1764705882352942,3-core,Influenza_B,0.030357142857142857
6,56,0.03571428571428571,0.0,0.08928571428571429,0.2857142857142857,1.1764705882352942,3-core,Influenza_B,0.030357142857142857
7,56,0.017857142857142856,0.0,0.05357142857142857,0.26785714285714285,0.5882352941176471,3-core,Influenza_B,0.030357142857142857
8,56,0.07142857142857142,0.017857142857142856,0.14285714285714285,0.39285714285714285,2.3529411764705883,3-core,Influenza_B,0.030357142857142857
9,57,0.14035087719298245,0.07017543859649122,0.22807017543859648,0.43859649122807015,4.6233230134158925,3-core,Influenza_B,0.030357142857142857
0,133,0.007518796992481203,0.0,0.022556390977443608,0.05263157894736842,1.1111111111111112,3-core,MERS,0.006766917293233083
1,124,0.0,0.0,0.0,0.024193548387096774,0.0,3-core,MERS,0.006766917293233083
2,139,0.0,0.0,0.0,0.007194244604316547,0.0,3-core,MERS,0.006766917293233083
3,136,0.007352941176470588,0.0,0.022058823529411766,0.04411764705882353,1.0866013071895424,3-core,MERS,0.006766917293233083
4,132,0.0,0.0,0.0,0.03787878787878788,0.0,3-core,MERS,0.006766917293233083
5,131,0.007633587786259542,0.0,0.022900763358778626,0.08396946564885496,1.1280746395250212,3-core,MERS,0.006766917293233083
6,135,0.0,0.0,0.0,0.08148148148148149,0.0,3-core,MERS,0.006766917293233083
7,133,0.03007518796992481,0.007518796992481203,0.06015037593984962,0.06766917293233082,4.444444444444445,3-core,MERS,0.006766917293233083
8,133,0.015037593984962405,0.0,0.03759398496240601,0.09774436090225563,2.2222222222222223,3-core,MERS,0.006766917293233083
9,134,0.0,0.0,0.0,0.08955223880597014,0.0,3-core,MERS,0.006766917293233083
0,33,0.21212121212121213,0.09090909090909091,0.36363636363636365,0.3333333333333333,1.335578002244669,3-core,HCV,0.1588235294117647
1,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.29411764705882354,0.7407407407407408,3-core,HCV,0.1588235294117647
2,35,0.11428571428571428,0.02857142857142857,0.22857142857142856,0.11428571428571428,0.7195767195767196,3-core,HCV,0.1588235294117647
3,32,0.09375,0.0,0.1875,0.3125,0.5902777777777778,3-core,HCV,0.1588235294117647
4,35,0.05714285714285714,0.0,0.14285714285714285,0.11428571428571428,0.3597883597883598,3-core,HCV,0.1588235294117647
5,34,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.20588235294117646,0.925925925925926,3-core,HCV,0.1588235294117647
6,34,0.058823529411764705,0.0,0.14705882352941177,0.08823529411764706,0.3703703703703704,3-core,HCV,0.1588235294117647
7,34,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.17647058823529413,0.7407407407407408,3-core,HCV,0.1588235294117647
8,34,0.20588235294117646,0.08823529411764706,0.35294117647058826,0.29411764705882354,1.2962962962962963,3-core,HCV,0.1588235294117647
9,35,0.45714285714285713,0.3135714285714286,0.6285714285714286,0.5714285714285714,2.8783068783068786,3-core,HCV,0.1588235294117647
0,52,0.038461538461538464,0.0,0.09615384615384616,0.38461538461538464,0.6438746438746439,3-core,Zika,0.059734513274336286
1,0,,,,,,3-core,Zika,0.059734513274336286
2,87,0.034482758620689655,0.0,0.06896551724137931,0.3103448275862069,0.5772669220945083,3-core,Zika,0.059734513274336286
3,0,,,,,,3-core,Zika,0.059734513274336286
4,126,0.06349206349206349,0.023809523809523808,0.1111111111111111,0.3888888888888889,1.062904174015285,3-core,Zika,0.059734513274336286
5,0,,,,,,3-core,Zika,0.059734513274336286
6,0,,,,,,3-core,Zika,0.059734513274336286
7,109,0.09174311926605505,0.03669724770642202,0.14701834862385302,0.42201834862385323,1.5358477743798844,3-core,Zika,0.059734513274336286
8,38,0.05263157894736842,0.0,0.13157894736842105,0.3684210526315789,0.8810916179337231,3-core,Zika,0.059734513274336286
9,40,0.05,0.0,0.125,0.325,0.837037037037037,3-core,Zika,0.059734513274336286
0,48,0.10416666666666667,0.020833333333333332,0.1875,0.375,1.311431623931624,3-core,Rabies,0.07942973523421588
1,50,0.12,0.04,0.2,0.38,1.5107692307692306,3-core,Rabies,0.07942973523421588
2,49,0.14285714285714285,0.04081632653061224,0.24489795918367346,0.42857142857142855,1.7985347985347986,3-core,Rabies,0.07942973523421588
3,52,0.11538461538461539,0.038461538461538464,0.21153846153846154,0.34615384615384615,1.4526627218934913,3-core,Rabies,0.07942973523421588
4,47,0.06382978723404255,0.0,0.1276595744680851,0.3191489361702128,0.8036006546644844,3-core,Rabies,0.07942973523421588
5,48,0.10416666666666667,0.020833333333333332,0.20833333333333334,0.4166666666666667,1.311431623931624,3-core,Rabies,0.07942973523421588
6,49,0.061224489795918366,0.0,0.14285714285714285,0.40816326530612246,0.7708006279434851,3-core,Rabies,0.07942973523421588
7,49,0.02040816326530612,0.0,0.061224489795918366,0.3469387755102041,0.25693354264782836,3-core,Rabies,0.07942973523421588
8,49,0.02040816326530612,0.0,0.08163265306122448,0.2653061224489796,0.25693354264782836,3-core,Rabies,0.07942973523421588
9,50,0.04,0.0,0.1,0.12,0.5035897435897436,3-core,Rabies,0.07942973523421588
0,19,0.0,0.0,0.0,0.3684210526315789,0.0,3-core,EV-A71,0.10344827586206896
1,25,0.04,0.0,0.12,0.48,0.38666666666666666,3-core,EV-A71,0.10344827586206896
2,35,0.08571428571428572,0.0,0.2,0.6,0.8285714285714286,3-core,EV-A71,0.10344827586206896
3,21,0.23809523809523808,0.09523809523809523,0.42857142857142855,0.7142857142857143,2.3015873015873014,3-core,EV-A71,0.10344827586206896
4,29,0.034482758620689655,0.0,0.10344827586206896,0.5862068965517241,0.3333333333333333,3-core,EV-A71,0.10344827586206896
5,28,0.17857142857142858,0.07142857142857142,0.32142857142857145,0.5,1.7261904761904763,3-core,EV-A71,0.10344827586206896
6,26,0.07692307692307693,0.0,0.19230769230769232,0.46153846153846156,0.7435897435897436,3-core,EV-A71,0.10344827586206896
7,25,0.12,0.0,0.28,0.52,1.16,3-core,EV-A71,0.10344827586206896
8,26,0.11538461538461539,0.0,0.23076923076923078,0.38461538461538464,1.1153846153846154,3-core,EV-A71,0.10344827586206896
9,27,0.14814814814814814,0.037037037037037035,0.2962962962962963,0.37037037037037035,1.4320987654320987,3-core,EV-A71,0.10344827586206896
0,125,0.008,0.0,0.024,0.096,0.40288,full-10,SARS-CoV-2,0.019857029388403495
1,126,0.031746031746031744,0.007936507936507936,0.06349206349206349,0.15873015873015872,1.5987301587301586,full-10,SARS-CoV-2,0.019857029388403495
2,126,0.031746031746031744,0.007936507936507936,0.06349206349206349,0.16666666666666666,1.5987301587301586,full-10,SARS-CoV-2,0.019857029388403495
3,126,0.03968253968253968,0.007936507936507936,0.07142857142857142,0.25396825396825395,1.9984126984126982,full-10,SARS-CoV-2,0.019857029388403495
