pathogen,null_type,method,metric,observed,null_mean,null_sd,observed_percentile,p_one_sided_primary,p_two_sided_sensitivity,n_perm,n_valid,degenerate_null,skip_reason
H3N2,sasa_strat,3-core,enrichment,1.9745454545454546,0.8403823418181816,0.5336047173387235,98.68900000000001,0.04984950150498495,0.04984950150498495,100000,1,False,
H3N2,plddt_strat,3-core,mcc,0.07187513251627016,-0.005047404898257359,0.040661972208509194,98.039,0.07142928570714292,0.07142928570714292,100000,1,False,
H3N2,plddt_strat,3-core,window_mcc,0.5672045724996745,0.655607444297045,0.0711504768848931,11.103,0.8889711102888971,0.21454785452145478,100000,1,False,
H3N2,plddt_strat,3-core,p20,0.2,0.044793,0.04478434046628352,99.914,0.007829921700782993,0.007829921700782993,100000,1,False,
H3N2,plddt_strat,3-core,enrichment,1.9745454545454546,0.9315629018181816,0.5513303252649446,98.039,0.07142928570714292,0.07142928570714292,100000,1,False,
H3N2,sasa_freq_joint,3-core,mcc,0.07187513251627016,0.029686525372075858,0.04481137827418499,89.588,0.2585074149258507,0.5131148688513115,100000,1,False,
H3N2,sasa_freq_joint,3-core,window_mcc,0.5672045724996745,0.7424045511802708,0.07506181648758999,1.7999999999999998,0.9820001799982,0.019259807401925982,100000,1,False,
H3N2,sasa_freq_joint,3-core,p20,0.2,0.0692555,0.053080605872107375,99.47500000000001,0.03339966600333997,0.03339966600333997,100000,1,False,
H3N2,sasa_freq_joint,3-core,enrichment,1.9745454545454546,1.4025156872727274,0.607591575558324,89.588,0.2585074149258507,0.5131148688513115,100000,1,False,
H3N2,plddt_ent_joint,3-core,mcc,0.07187513251627016,0.01792797039057478,0.04311318853678455,93.839,0.17647823521764783,0.3043369566304337,100000,1,False,
H3N2,plddt_ent_joint,3-core,window_mcc,0.5672045724996745,0.7007831333477359,0.0596519917618277,2.306,0.976940230597694,0.026229737702622973,100000,1,False,
H3N2,plddt_ent_joint,3-core,p20,0.2,0.067414,0.05215699956861016,99.58500000000001,0.029249707502924972,0.029249707502924972,100000,1,False,
H3N2,plddt_ent_joint,3-core,enrichment,1.9745454545454546,1.2430829890909092,0.5845660445909243,93.839,0.17647823521764783,0.3043369566304337,100000,1,False,
Norovirus,sasa_strat,4-core,mcc,0.4317723171749656,0.02872677845563076,0.050778988104816555,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_strat,4-core,window_mcc,0.8484295704192353,0.6687034154653662,0.11479995566760393,96.475,0.03541964580354196,0.10501894981050189,100000,1,False,
Norovirus,sasa_strat,4-core,p20,0.25,0.044510999999999995,0.044739477857927666,99.995,0.000949990500094999,0.000949990500094999,100000,1,False,
Norovirus,sasa_strat,4-core,enrichment,8.602469135802469,1.5058092839506172,0.8940955092721067,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_strat,4-core,mcc,0.4317723171749656,0.016293900892988235,0.04717487970255792,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_strat,4-core,window_mcc,0.8484295704192353,0.623312364266428,0.12371643176457028,98.48,0.015269847301526985,0.06359936400635993,100000,1,False,
Norovirus,plddt_strat,4-core,p20,0.25,0.037881000000000005,0.041247179770258234,100.0,0.0003599964000359996,0.0003599964000359996,100000,1,False,
Norovirus,plddt_strat,4-core,enrichment,8.602469135802469,1.286896296296296,0.8306358528737223,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_freq_joint,4-core,mcc,0.4317723171749656,0.08273549623719763,0.05667804009528111,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_freq_joint,4-core,window_mcc,0.8484295704192353,0.7220255090797651,0.09653566379116654,92.372,0.07670923290767093,0.17855821441785583,100000,1,False,
Norovirus,sasa_freq_joint,4-core,p20,0.25,0.076115,0.05499642511109245,99.92,0.007649923500764992,0.007649923500764992,100000,1,False,
Norovirus,sasa_freq_joint,4-core,enrichment,8.602469135802469,2.456772543209876,0.9979635872013075,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_ent_joint,4-core,mcc,0.4317723171749656,0.07564865831328883,0.05594595155765428,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_ent_joint,4-core,window_mcc,0.8484295704192353,0.6873349529284566,0.10329326017895879,95.944,0.04073959260407396,0.11068889311106889,100000,1,False,
Norovirus,plddt_ent_joint,4-core,p20,0.25,0.0729515,0.05363351235701425,99.938,0.006199938000619994,0.006199938000619994,100000,1,False,
Norovirus,plddt_ent_joint,4-core,enrichment,8.602469135802469,2.3319904197530863,0.9850732737407356,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_strat,3-core,mcc,0.3941903161996844,0.02512529530216957,0.049380139814736095,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_strat,3-core,window_mcc,0.8135368479204659,0.6805764651179513,0.10485719105461466,91.705,0.08382916170838292,0.19699803001969982,100000,1,False,
Norovirus,sasa_strat,3-core,p20,0.25,0.044553,0.044587332180788745,99.994,0.0007299927000729993,0.0007299927000729993,100000,1,False,
Norovirus,sasa_strat,3-core,enrichment,7.94074074074074,1.4423958518518516,0.8694651646946956,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_strat,3-core,mcc,0.3941903161996844,0.010205992555002433,0.04606159543642727,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_strat,3-core,window_mcc,0.8135368479204659,0.614187860158606,0.11977250619746302,97.424,0.025899741002589974,0.08818911810881891,100000,1,False,
Norovirus,plddt_strat,3-core,p20,0.25,0.038095500000000004,0.04144403310188331,99.998,0.00047999520004799953,0.00047999520004799953,100000,1,False,
Norovirus,plddt_strat,3-core,enrichment,7.94074074074074,1.179702913580247,0.81103360202075,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_freq_joint,3-core,mcc,0.3941903161996844,0.07697605458773576,0.056199487063481914,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,sasa_freq_joint,3-core,window_mcc,0.8135368479204659,0.7345993328228474,0.08594541844796577,82.52199999999999,0.17696823031769682,0.3478665213347866,100000,1,False,
Norovirus,sasa_freq_joint,3-core,p20,0.25,0.07571000000000001,0.0545150979087445,99.922,0.007329926700732993,0.007329926700732993,100000,1,False,
Norovirus,sasa_freq_joint,3-core,enrichment,7.94074074074074,2.3553626666666663,0.989537422508994,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_ent_joint,3-core,mcc,0.3941903161996844,0.06757040720365215,0.05556842257577643,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
Norovirus,plddt_ent_joint,3-core,window_mcc,0.8135368479204659,0.6802000471253622,0.09877491663506269,93.183,0.06872931270687294,0.16912830871691284,100000,1,False,
Norovirus,plddt_ent_joint,3-core,p20,0.25,0.07303950000000002,0.05369596297441736,99.934,0.006389936100638993,0.006389936100638993,100000,1,False,
Norovirus,plddt_ent_joint,3-core,enrichment,7.94074074074074,2.189751901234568,0.9784258989127793,100.0,9.99990000099999e-06,9.99990000099999e-06,100000,1,False,
HIV-1,sasa_strat,4-core,mcc,-0.010090719745750161,-0.01205269202164885,0.04242461499457764,69.562,0.6042239577604224,1.0,100000,1,False,
HIV-1,sasa_strat,4-core,window_mcc,0.49428518245286146,0.5745519515517546,0.15443877283012547,27.18,0.7282827171728282,0.6006239937600624,100000,1,False,
HIV-1,sasa_strat,4-core,p20,0.05,0.04340000000000001,0.04410997619586753,78.872,0.6007939920600794,1.0,100000,1,False,
HIV-1,sasa_strat,4-core,enrichment,0.8695652173913043,0.844204347826087,0.5483895671967218,69.562,0.6042239577604224,1.0,100000,1,False,
HIV-1,plddt_strat,4-core,mcc,-0.010090719745750161,-0.025780107163767364,0.03604511556895312,82.304,0.4770452295477045,1.0,100000,1,False,
HIV-1,plddt_strat,4-core,window_mcc,0.49428518245286146,0.4882673895117807,0.15530163257734375,47.408,0.5259247407525924,0.972110278897211,100000,1,False,
HIV-1,plddt_strat,4-core,p20,0.05,0.0390305,0.04058565103272337,82.523,0.5728542714572854,1.0,100000,1,False,
HIV-1,plddt_strat,4-core,enrichment,0.8695652173913043,0.6667608695652174,0.4659268052035462,82.304,0.4770452295477045,1.0,100000,1,False,
HIV-1,sasa_freq_joint,4-core,mcc,-0.010090719745750161,0.020696402555858435,0.04936709941436376,41.134,0.8325016749832501,0.7390226097739022,100000,1,False,
HIV-1,sasa_freq_joint,4-core,window_mcc,0.49428518245286146,0.6983365446857926,0.1253184707449738,6.837999999999999,0.932610673893261,0.07847921520784792,100000,1,False,
HIV-1,sasa_freq_joint,4-core,p20,0.05,0.055408,0.04809057637417128,69.60300000000001,0.7042229577704223,1.0,100000,1,False,
HIV-1,sasa_freq_joint,4-core,enrichment,0.8695652173913043,1.267526086956522,0.6381295925740433,41.134,0.8325016749832501,0.7390226097739022,100000,1,False,
HIV-1,plddt_ent_joint,4-core,mcc,-0.010090719745750161,-0.009642355431713994,0.03952495281934687,68.066,0.6479735202647974,1.0,100000,1,False,
HIV-1,plddt_ent_joint,4-core,window_mcc,0.49428518245286146,0.5935881634582215,0.1339903041359448,21.254,0.7878621213787862,0.45575544244557553,100000,1,False,
HIV-1,plddt_ent_joint,4-core,p20,0.05,0.0410425,0.040557221228161085,81.446,0.6017439825601744,1.0,100000,1,False,
HIV-1,plddt_ent_joint,4-core,enrichment,0.8695652173913043,0.8753608695652176,0.5109079192078183,68.066,0.6479735202647974,1.0,100000,1,False,
HIV-1,sasa_strat,3-core,mcc,0.09081647771175144,0.002328601759994279,0.04773927471074309,97.771,0.07440925590744092,0.07440925590744092,100000,1,False,
HIV-1,sasa_strat,3-core,window_mcc,0.8411386506895506,0.6326855850568075,0.14807928457683897,95.622,0.04390956090439096,0.13783862161378385,100000,1,False,
HIV-1,sasa_strat,3-core,p20,0.05,0.046556000000000014,0.04607698844325658,76.084,0.6215237847621524,1.0,100000,1,False,
HIV-1,sasa_strat,3-core,enrichment,2.1739130434782608,1.0301000000000002,0.6170879853654742,97.771,0.07440925590744092,0.07440925590744092,100000,1,False,
HIV-1,plddt_strat,3-core,mcc,0.09081647771175144,0.021586404037433598,0.051438254460991255,94.407,0.15244847551524485,0.1891281087189128,100000,1,False,
HIV-1,plddt_strat,3-core,window_mcc,0.8411386506895506,0.6917691438748768,0.12858942332545814,91.659,0.08353916460835392,0.2152878471215288,100000,1,False,
HIV-1,plddt_strat,3-core,p20,0.05,0.051735,0.04805923194350905,72.47,0.6664433355666444,1.0,100000,1,False,
HIV-1,plddt_strat,3-core,enrichment,2.1739130434782608,1.2790304347826087,0.6649017817798271,94.407,0.15244847551524485,0.1891281087189128,100000,1,False,
HIV-1,sasa_freq_joint,3-core,mcc,0.09081647771175144,0.057631800398552605,0.054560954649218715,82.342,0.3698063019369806,0.7584324156758433,100000,1,False,
HIV-1,sasa_freq_joint,3-core,window_mcc,0.8411386506895506,0.7954636453157927,0.08852432955040287,62.917,0.3741762582374176,0.6311136888631114,100000,1,False,
HIV-1,sasa_freq_joint,3-core,p20,0.05,0.077684,0.05556119278777229,51.903999999999996,0.8246417535824642,0.7079129208707913,100000,1,False,
HIV-1,sasa_freq_joint,3-core,enrichment,2.1739130434782608,1.7449608695652177,0.7052664664075142,82.342,0.3698063019369806,0.7584324156758433,100000,1,False,
HIV-1,plddt_ent_joint,3-core,mcc,0.09081647771175144,0.0751297811523331,0.05670618425485023,72.375,0.4947550524494755,1.0,100000,1,False,
HIV-1,plddt_ent_joint,3-core,window_mcc,0.8411386506895506,0.8050864498343547,0.08985725552353395,55.879,0.4454855451445486,0.7112928870711293,100000,1,False,
HIV-1,plddt_ent_joint,3-core,p20,0.05,0.081692,0.05710006248683095,49.169000000000004,0.8389916100838991,0.7042429575704243,100000,1,False,
HIV-1,plddt_ent_joint,3-core,enrichment,2.1739130434782608,1.9711434782608697,0.7329961590663686,72.375,0.4947550524494755,1.0,100000,1,False,
Dengue,sasa_strat,4-core,mcc,0.14498998260717816,0.0028550418749039544,0.04560643389380422,99.863,0.006939930600693993,0.006939930600693993,100000,1,False,
Dengue,sasa_strat,4-core,window_mcc,0.8191780219091253,0.6962145822342269,0.09898110730096073,90.794,0.09206907930920691,0.2088279117208828,100000,1,False,
Dengue,sasa_strat,4-core,p20,0.15,0.048998999999999994,0.047039323964104755,98.76,0.06670933290667093,0.06670933290667093,100000,1,False,
Dengue,sasa_strat,4-core,enrichment,2.9166666666666665,1.0377416666666666,0.6028853170264732,99.863,0.006939930600693993,0.006939930600693993,100000,1,False,
Dengue,plddt_strat,4-core,mcc,0.14498998260717816,0.03529528970080262,0.05192878458652545,98.753,0.04194958050419496,0.05988940110598894,100000,1,False,
Dengue,plddt_strat,4-core,window_mcc,0.8191780219091253,0.7960278226116645,0.07846719656612408,56.254000000000005,0.43799562004379955,0.7900520994790052,100000,1,False,
Dengue,plddt_strat,4-core,p20,0.15,0.065625,0.053182792094812026,96.765,0.13231867681323187,0.13231867681323187,100000,1,False,
Dengue,plddt_strat,4-core,enrichment,2.9166666666666665,1.4665791666666665,0.6864623932479842,98.753,0.04194958050419496,0.05988940110598894,100000,1,False,
Dengue,sasa_freq_joint,4-core,mcc,0.14498998260717816,0.019555051110721606,0.04542419844863706,99.816,0.010779892201077989,0.010779892201077989,100000,1,False,
Dengue,sasa_freq_joint,4-core,window_mcc,0.8191780219091253,0.7162865669545204,0.09405117728374876,87.229,0.12771872281277188,0.26882731172688273,100000,1,False,
Dengue,sasa_freq_joint,4-core,p20,0.15,0.05609900000000002,0.04842677151122094,98.516,0.08683913160868391,0.08683913160868391,100000,1,False,
Dengue,sasa_freq_joint,4-core,enrichment,2.9166666666666665,1.2585041666666668,0.6004762912651321,99.816,0.010779892201077989,0.010779892201077989,100000,1,False,
Dengue,plddt_ent_joint,4-core,mcc,0.14498998260717816,0.045059104246938604,0.045505669773787095,99.411,0.033649663503364964,0.03883961160388396,100000,1,False,
Dengue,plddt_ent_joint,4-core,window_mcc,0.8191780219091253,0.8041971526967213,0.07491791173741734,52.071,0.4795452045479545,0.8539314606853932,100000,1,False,
Dengue,plddt_ent_joint,4-core,p20,0.15,0.083191,0.05650670331031532,93.967,0.21664783352166478,0.36610633893661065,100000,1,False,
Dengue,plddt_ent_joint,4-core,enrichment,2.9166666666666665,1.59565,0.6015532854849832,99.411,0.033649663503364964,0.03883961160388396,100000,1,False,
Dengue,sasa_strat,3-core,mcc,0.11347042117083507,-0.0004904443759494992,0.044886620958350776,99.47,0.022829771702282977,0.022829771702282977,100000,1,False,
Dengue,sasa_strat,3-core,window_mcc,0.7524363897416015,0.7018348230638022,0.09360145832636682,68.618,0.3138368616313837,0.5861141388586114,100000,1,False,
Dengue,sasa_strat,3-core,p20,0.1,0.05326000000000001,0.04895428888258924,91.791,0.2882771172288277,0.6129638703612964,100000,1,False,
Dengue,sasa_strat,3-core,enrichment,2.5,0.9935166666666666,0.5933698909617845,99.47,0.022829771702282977,0.022829771702282977,100000,1,False,
Dengue,plddt_strat,3-core,mcc,0.11347042117083507,0.021377827348585326,0.04953265235840134,97.857,0.06951930480695193,0.1016989830101699,100000,1,False,
Dengue,plddt_strat,3-core,window_mcc,0.7524363897416015,0.742121506994747,0.07597880549271678,50.327999999999996,0.4974350256497435,0.9133708662913371,100000,1,False,
Dengue,plddt_strat,3-core,p20,0.1,0.0537055,0.048706203606419585,91.737,0.2920270797292027,0.6106438935610644,100000,1,False,
Dengue,plddt_strat,3-core,enrichment,2.5,1.2826000000000002,0.6547871927411055,97.857,0.06951930480695193,0.1016989830101699,100000,1,False,
Dengue,sasa_freq_joint,3-core,mcc,0.11347042117083507,0.017899013352856142,0.044712002335139465,99.101,0.041929580704192955,0.041929580704192955,100000,1,False,
Dengue,sasa_freq_joint,3-core,window_mcc,0.7524363897416015,0.7292977853103239,0.08675004613757449,57.594,0.4240657593424066,0.7885721142788572,100000,1,False,
Dengue,sasa_freq_joint,3-core,p20,0.1,0.06183450000000001,0.05096292387363582,88.69500000000001,0.35727642723572767,0.6171538284617154,100000,1,False,
Dengue,sasa_freq_joint,3-core,enrichment,2.5,1.2366125,0.5910615542858977,99.101,0.041929580704192955,0.041929580704192955,100000,1,False,
Dengue,plddt_ent_joint,3-core,mcc,0.11347042117083507,0.03767627737170397,0.0474013984583022,96.994,0.10386896131038689,0.17773822261777383,100000,1,False,
Dengue,plddt_ent_joint,3-core,window_mcc,0.7524363897416015,0.7616580225506681,0.07317872550211975,40.193,0.5985540144598555,0.8736212637873622,100000,1,False,
Dengue,plddt_ent_joint,3-core,p20,0.1,0.06399750000000001,0.05091949522285153,88.14999999999999,0.3751062489375106,0.6160838391616084,100000,1,False,
Dengue,plddt_ent_joint,3-core,enrichment,2.5,1.498054166666667,0.6266134993929894,96.994,0.10386896131038689,0.17773822261777383,100000,1,False,
RSV,sasa_strat,4-core,mcc,-0.06475239082381762,0.0012704419079633017,0.04243258585260113,10.904,1.0,0.14945850541494585,100000,1,False,
RSV,sasa_strat,4-core,window_mcc,0.01442474408026385,0.6431837040645398,0.11100904759818053,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,sasa_strat,4-core,p20,0.0,0.0342015,0.03937743513422377,48.738,1.0,0.6311836881631183,100000,1,False,
RSV,sasa_strat,4-core,enrichment,0.0,1.01962,0.655305314796088,10.904,1.0,0.14945850541494585,100000,1,False,
RSV,plddt_strat,4-core,mcc,-0.06475239082381762,0.005153642785667644,0.04359646437590628,9.515,1.0,0.14636853631463687,100000,1,False,
RSV,plddt_strat,4-core,window_mcc,0.01442474408026385,0.6239751714024757,0.11442226623643034,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,plddt_strat,4-core,p20,0.0,0.038075500000000005,0.04139904950297772,44.783,1.0,0.6197438025619744,100000,1,False,
RSV,plddt_strat,4-core,enrichment,0.0,1.07959,0.67327960900357,9.515,1.0,0.14636853631463687,100000,1,False,
RSV,sasa_freq_joint,4-core,mcc,-0.06475239082381762,-0.05372570619042974,0.01590014910996364,66.77199999999999,1.0,1.0,100000,1,False,
RSV,sasa_freq_joint,4-core,window_mcc,0.01442474408026385,0.4824620960393707,0.10790287929154245,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,sasa_freq_joint,4-core,p20,0.0,0.00837,0.018666630654727165,83.26,1.0,1.0,100000,1,False,
RSV,sasa_freq_joint,4-core,enrichment,0.0,0.17029,0.24555308163409392,66.77199999999999,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,4-core,mcc,-0.06475239082381762,-0.055585718616843895,0.015277564808502285,72.672,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,4-core,window_mcc,0.01442474408026385,0.43888310449846024,0.09075701980502984,0.0,1.0,9.99990000099999e-06,100000,1,False,
RSV,plddt_ent_joint,4-core,p20,0.0,0.0047085,0.01460325401237683,90.583,1.0,1.0,100000,1,False,
RSV,plddt_ent_joint,4-core,enrichment,0.0,0.141565,0.23593823508494766,72.672,1.0,1.0,100000,1,False,
RSV,sasa_strat,3-core,mcc,-0.06475239082381762,0.0012976379121093049,0.042396174741412725,10.901,1.0,0.14901850981490186,100000,1,False,
