pathogen,split_year,n_train,n_test,n_emergent,n_positions,score,top_k,mcc,f1,auroc,topk_enrichment_fold,topk_fisher_p_one_sided
Dengue,1999,33,252,226,795,freq+entropy,30,0.0,0.4427,0.4992,26.5,1.0
Dengue,2000,40,245,63,795,freq,30,-0.1255,0.0,0.3817,0.0,1.0
Dengue,2000,40,245,63,795,entropy,30,-0.0776,0.0,0.3817,0.0,1.0
Dengue,2000,40,245,63,795,freq+entropy,30,-0.0792,0.0,0.3817,0.0,1.0
Dengue,2001,49,236,64,795,freq,30,-0.1229,0.0,0.3939,0.0,1.0
Dengue,2001,49,236,64,795,entropy,30,-0.0725,0.0,0.3939,0.0,1.0
Dengue,2001,49,236,64,795,freq+entropy,30,-0.075,0.0,0.3939,0.0,1.0
Dengue,2002,75,210,65,795,freq,30,-0.0659,0.0,0.4038,0.0,1.0
Dengue,2002,75,210,65,795,entropy,30,-0.0696,0.0,0.4038,0.0,1.0
Dengue,2002,75,210,65,795,freq+entropy,30,-0.0687,0.0,0.4038,0.0,1.0
Dengue,2003,84,201,67,795,freq,30,-0.067,0.0,0.409,0.0,1.0
Dengue,2003,84,201,67,795,entropy,30,-0.0707,0.0,0.409,0.0,1.0
Dengue,2003,84,201,67,795,freq+entropy,30,-0.0698,0.0,0.409,0.0,1.0
Dengue,2004,89,196,67,795,freq,30,-0.0661,0.0,0.409,0.0,1.0
Dengue,2004,89,196,67,795,entropy,30,-0.0707,0.0,0.409,0.0,1.0
Dengue,2004,89,196,67,795,freq+entropy,30,-0.0698,0.0,0.409,0.0,1.0
Dengue,2005,93,192,67,795,freq,30,-0.0661,0.0,0.409,0.0,1.0
Dengue,2005,93,192,67,795,entropy,30,-0.0707,0.0,0.409,0.0,1.0
Dengue,2005,93,192,67,795,freq+entropy,30,-0.0698,0.0,0.409,0.0,1.0
Dengue,2006,99,186,67,795,freq,30,-0.0661,0.0,0.4077,0.0,1.0
Dengue,2006,99,186,67,795,entropy,30,-0.0698,0.0,0.4077,0.0,1.0
Dengue,2006,99,186,67,795,freq+entropy,30,-0.0689,0.0,0.4077,0.0,1.0
Dengue,2007,106,179,68,795,freq,30,-0.0685,0.0,0.4069,0.0,1.0
Dengue,2007,106,179,68,795,entropy,30,-0.0704,0.0,0.4069,0.0,1.0
Dengue,2007,106,179,68,795,freq+entropy,30,-0.0704,0.0,0.4069,0.0,1.0
Dengue,2008,121,164,69,795,freq,30,-0.0671,0.0,0.4229,0.0,1.0
Dengue,2008,121,164,69,795,entropy,30,-0.0719,0.0,0.4229,0.0,1.0
Dengue,2008,121,164,69,795,freq+entropy,30,-0.0719,0.0,0.4229,0.0,1.0
Dengue,2009,127,158,69,795,freq,30,-0.0662,0.0,0.4229,0.0,1.0
Dengue,2009,127,158,69,795,entropy,30,-0.0737,0.0,0.4229,0.0,1.0
Dengue,2009,127,158,69,795,freq+entropy,30,-0.0719,0.0,0.4229,0.0,1.0
Dengue,2010,133,152,68,795,freq,30,-0.0646,0.0,0.4174,0.0,1.0
Dengue,2010,133,152,68,795,entropy,30,-0.0731,0.0,0.4174,0.0,1.0
Dengue,2010,133,152,68,795,freq+entropy,30,-0.0713,0.0,0.4174,0.0,1.0
Dengue,2011,140,145,68,795,freq,30,-0.0636,0.0,0.4174,0.0,1.0
Dengue,2011,140,145,68,795,entropy,30,-0.0731,0.0,0.4174,0.0,1.0
Dengue,2011,140,145,68,795,freq+entropy,30,-0.0704,0.0,0.4174,0.0,1.0
Dengue,2012,141,144,68,795,freq,30,-0.0636,0.0,0.4174,0.0,1.0
Dengue,2012,141,144,68,795,entropy,30,-0.0731,0.0,0.4174,0.0,1.0
Dengue,2012,141,144,68,795,freq+entropy,30,-0.0704,0.0,0.4174,0.0,1.0
Dengue,2016,179,106,62,795,freq,30,-0.0576,0.0,0.6671,0.0,1.0
Dengue,2016,179,106,62,795,entropy,30,-0.0624,0.0,0.6671,0.0,1.0
Dengue,2016,179,106,62,795,freq+entropy,30,-0.0605,0.0,0.6671,0.0,1.0
Dengue,2017,192,93,61,795,freq,30,-0.0581,0.0,0.6636,0.0,1.0
Dengue,2017,192,93,61,795,entropy,30,-0.0571,0.0,0.6636,0.0,1.0
Dengue,2017,192,93,61,795,freq+entropy,30,-0.06,0.0,0.6636,0.0,1.0
Dengue,2018,199,86,61,795,freq,30,-0.059,0.0,0.6636,0.0,1.0
Dengue,2018,199,86,61,795,entropy,30,-0.0571,0.0,0.6636,0.0,1.0
Dengue,2018,199,86,61,795,freq+entropy,30,-0.0609,0.0,0.6636,0.0,1.0
Dengue,2019,203,82,61,795,freq,30,-0.06,0.0,0.6636,0.0,1.0
Dengue,2019,203,82,61,795,entropy,30,-0.0571,0.0,0.6636,0.0,1.0
Dengue,2019,203,82,61,795,freq+entropy,30,-0.0609,0.0,0.6636,0.0,1.0
Dengue,2020,204,81,61,795,freq,30,-0.06,0.0,0.6636,0.0,1.0
Dengue,2020,204,81,61,795,entropy,30,-0.0571,0.0,0.6636,0.0,1.0
Dengue,2020,204,81,61,795,freq+entropy,30,-0.0609,0.0,0.6636,0.0,1.0
Dengue,2021,212,73,57,795,freq,30,-0.0569,0.0,0.6562,0.0,1.0
Dengue,2021,212,73,57,795,entropy,30,-0.0578,0.0,0.6563,0.0,1.0
Dengue,2021,212,73,57,795,freq+entropy,30,-0.0578,0.0,0.6562,0.0,1.0
Dengue,2022,241,44,13,795,freq,30,-0.0316,0.0,0.3427,0.0,1.0
Dengue,2022,241,44,13,795,entropy,30,-0.0264,0.0,0.3427,0.0,1.0
Dengue,2022,241,44,13,795,freq+entropy,30,-0.0255,0.0,0.3427,0.0,1.0
Dengue,2023,249,36,13,795,freq,30,-0.0323,0.0,0.3427,0.0,1.0
Dengue,2023,249,36,13,795,entropy,30,-0.0264,0.0,0.3427,0.0,1.0
Dengue,2023,249,36,13,795,freq+entropy,30,-0.026,0.0,0.3427,0.0,1.0
RSV,2019,54,131,2,575,freq,30,-0.0162,0.0,0.6854,0.0,1.0
RSV,2019,54,131,2,575,entropy,30,-0.0162,0.0,0.6854,0.0,1.0
RSV,2019,54,131,2,575,freq+entropy,30,-0.0162,0.0,0.6854,0.0,1.0
RSV,2021,111,74,1,575,freq,30,-0.0114,0.0,0.4338,0.0,1.0
RSV,2021,111,74,1,575,entropy,30,-0.0114,0.0,0.4338,0.0,1.0
RSV,2021,111,74,1,575,freq+entropy,30,-0.0114,0.0,0.4338,0.0,1.0
HCV,2001,31,374,2,869,freq,30,-0.0091,0.0,0.3131,0.0,1.0
HCV,2001,31,374,2,869,entropy,30,-0.0091,0.0,0.3131,0.0,1.0
HCV,2001,31,374,2,869,freq+entropy,30,-0.0091,0.0,0.3131,0.0,1.0
HCV,2002,50,355,1,869,freq,30,-0.0064,0.0,0.3116,0.0,1.0
HCV,2002,50,355,1,869,entropy,30,-0.0064,0.0,0.3116,0.0,1.0
HCV,2002,50,355,1,869,freq+entropy,30,-0.0064,0.0,0.3116,0.0,1.0
HCV,2003,63,342,1,869,freq,30,-0.0064,0.0,0.3111,0.0,1.0
HCV,2003,63,342,1,869,entropy,30,-0.0064,0.0,0.3111,0.0,1.0
HCV,2003,63,342,1,869,freq+entropy,30,-0.0064,0.0,0.3111,0.0,1.0
HCV,2004,76,329,1,869,freq,30,-0.0065,0.0,0.3111,0.0,1.0
HCV,2004,76,329,1,869,entropy,30,-0.0064,0.0,0.3111,0.0,1.0
HCV,2004,76,329,1,869,freq+entropy,30,-0.0064,0.0,0.3111,0.0,1.0
Norovirus,2018,34,253,93,910,freq,30,-0.0675,0.0,0.2588,0.0,1.0
Norovirus,2018,34,253,93,910,entropy,30,-0.0623,0.0,0.2588,0.0,1.0
Norovirus,2018,34,253,93,910,freq+entropy,30,-0.0654,0.0,0.2588,0.0,1.0
Norovirus,2019,81,206,152,910,freq,30,-0.0882,0.0,0.3538,0.0,1.0
Norovirus,2019,81,206,152,910,entropy,30,-0.0827,0.0,0.354,0.0,1.0
Norovirus,2019,81,206,152,910,freq+entropy,30,-0.0827,0.0,0.3539,0.0,1.0
Norovirus,2020,134,153,81,910,freq,30,-0.0587,0.0,0.3073,0.0,1.0
Norovirus,2020,134,153,81,910,entropy,30,-0.0577,0.0,0.3075,0.0,1.0
Norovirus,2020,134,153,81,910,freq+entropy,30,-0.0577,0.0,0.3074,0.0,1.0
Norovirus,2021,173,114,63,910,freq,30,-0.0504,0.0,0.311,0.0,1.0
Norovirus,2021,173,114,63,910,entropy,30,-0.0504,0.0,0.3112,0.0,1.0
Norovirus,2021,173,114,63,910,freq+entropy,30,-0.0504,0.0,0.3111,0.0,1.0
Norovirus,2022,184,103,39,910,freq,30,-0.0391,0.0,0.3374,0.0,1.0
Norovirus,2022,184,103,39,910,entropy,30,-0.0391,0.0,0.3383,0.0,1.0
Norovirus,2022,184,103,39,910,freq+entropy,30,-0.0391,0.0,0.3378,0.0,1.0
Norovirus,2023,190,97,37,910,freq,30,-0.038,0.0,0.3307,0.0,1.0
Norovirus,2023,190,97,37,910,entropy,30,-0.038,0.0,0.3312,0.0,1.0
Norovirus,2023,190,97,37,910,freq+entropy,30,-0.038,0.0,0.331,0.0,1.0
EV-A71,2014,30,410,7,429,freq,30,0.0,0.0321,0.6229,14.3,1.0
EV-A71,2014,30,410,7,429,entropy,30,0.0,0.0321,0.6229,14.3,1.0
EV-A71,2014,30,410,7,429,freq+entropy,30,0.0,0.0321,0.6229,14.3,1.0
EV-A71,2015,83,357,8,429,freq,30,0.0,0.0366,0.6611,14.3,1.0
EV-A71,2015,83,357,8,429,entropy,30,0.0,0.0366,0.6609,14.3,1.0
EV-A71,2015,83,357,8,429,freq+entropy,30,0.0,0.0366,0.6609,14.3,1.0
EV-A71,2016,106,334,8,429,freq,30,0.1612,0.1538,0.6591,5.363,0.015
EV-A71,2016,106,334,8,429,entropy,30,0.1612,0.1538,0.659,5.363,0.015
EV-A71,2016,106,334,8,429,freq+entropy,30,0.1612,0.1538,0.659,5.363,0.015
EV-A71,2017,184,256,5,429,freq,30,-0.0298,0.0,0.454,0.0,1.0
EV-A71,2017,184,256,5,429,entropy,30,-0.0298,0.0,0.454,0.0,1.0
EV-A71,2017,184,256,5,429,freq+entropy,30,-0.0298,0.0,0.454,0.0,1.0
EV-A71,2018,248,192,6,429,freq,30,0.0452,0.0556,0.5323,2.383,0.3544
EV-A71,2018,248,192,6,429,entropy,30,0.0452,0.0556,0.5327,2.383,0.3544
EV-A71,2018,248,192,6,429,freq+entropy,30,0.0452,0.0556,0.5323,2.383,0.3544
EV-A71,2019,328,112,2,429,freq,30,0.2496,0.125,0.9561,14.3,0.0047
EV-A71,2019,328,112,2,429,entropy,30,0.2496,0.125,0.9555,14.3,0.0047
EV-A71,2019,328,112,2,429,freq+entropy,30,0.2496,0.125,0.9555,14.3,0.0047
EV-A71,2020,378,62,3,429,freq,30,0.306,0.1818,0.9601,14.3,0.0003
EV-A71,2020,378,62,3,429,entropy,30,0.306,0.1818,0.9601,14.3,0.0003
EV-A71,2020,378,62,3,429,freq+entropy,30,0.306,0.1818,0.9601,14.3,0.0003
EV-A71,2021,382,58,3,429,freq,30,0.306,0.1818,0.9601,14.3,0.0003
EV-A71,2021,382,58,3,429,entropy,30,0.306,0.1818,0.9617,14.3,0.0003
EV-A71,2021,382,58,3,429,freq+entropy,30,0.306,0.1818,0.9601,14.3,0.0003
EV-A71,2022,397,43,2,429,freq,30,0.2496,0.125,0.959,14.3,0.0047
EV-A71,2022,397,43,2,429,entropy,30,0.2496,0.125,0.9614,14.3,0.0047
EV-A71,2022,397,43,2,429,freq+entropy,30,0.2496,0.125,0.9614,14.3,0.0047
EV-A71,2023,409,31,1,429,freq,30,0.1763,0.0645,0.9556,14.3,0.0699
EV-A71,2023,409,31,1,429,entropy,30,0.1763,0.0645,0.9603,14.3,0.0699
EV-A71,2023,409,31,1,429,freq+entropy,30,0.1763,0.0645,0.9603,14.3,0.0699
Rabies,2008,33,194,8,525,freq,30,-0.0399,0.0,0.5435,0.0,1.0
Rabies,2008,33,194,8,525,entropy,30,-0.0399,0.0,0.5435,0.0,1.0
Rabies,2008,33,194,8,525,freq+entropy,30,-0.0399,0.0,0.5435,0.0,1.0
Rabies,2009,86,141,11,525,freq,30,0.1932,0.1951,0.7489,6.364,0.0022
Rabies,2009,86,141,11,525,entropy,30,0.1932,0.1951,0.7494,6.364,0.0022
Rabies,2009,86,141,11,525,freq+entropy,30,0.1932,0.1951,0.7494,6.364,0.0022
Rabies,2010,182,45,15,525,freq,30,0.2801,0.2857,0.7952,8.167,0.0
Rabies,2010,182,45,15,525,entropy,30,0.2533,0.2667,0.7952,7.0,0.0001
Rabies,2010,182,45,15,525,freq+entropy,30,0.2533,0.2667,0.7949,7.0,0.0001
Rabies,2011,186,41,12,525,freq,30,0.2146,0.2128,0.7511,7.292,0.0006
Rabies,2011,186,41,12,525,entropy,30,0.182,0.1905,0.7505,5.833,0.0031
Rabies,2011,186,41,12,525,freq+entropy,30,0.182,0.1905,0.7502,5.833,0.0031
Rabies,2018,195,32,9,525,freq,30,0.2117,0.1951,0.9332,7.778,0.0012
Rabies,2018,195,32,9,525,entropy,30,0.0914,0.1,0.9317,3.889,0.0938
Rabies,2018,195,32,9,525,freq+entropy,30,0.0939,0.1026,0.9328,3.889,0.0885
Rabies,2019,196,31,9,525,freq,30,0.2204,0.2051,0.9348,7.778,0.0009
Rabies,2019,196,31,9,525,entropy,30,0.2204,0.2051,0.9341,7.778,0.0009
Rabies,2019,196,31,9,525,freq+entropy,30,0.2204,0.2051,0.9341,7.778,0.0009
Rabies,2020,198,29,11,525,freq,30,-0.036,0.0,0.7597,0.0,1.0
Rabies,2020,198,29,11,525,entropy,30,-0.036,0.0,0.7586,0.0,1.0
Rabies,2020,198,29,11,525,freq+entropy,30,-0.036,0.0,0.7588,0.0,1.0
Rabies,2021,203,24,9,525,freq,30,0.0307,0.0513,0.8453,1.944,0.4136
Rabies,2021,203,24,9,525,entropy,30,0.0307,0.0513,0.8453,1.944,0.4136
Rabies,2021,203,24,9,525,freq+entropy,30,0.0307,0.0513,0.8446,1.944,0.4136
HIV-1,2014,38,212,69,1768,freq,30,-0.0278,0.0,0.468,0.0,1.0
HIV-1,2014,38,212,69,1768,entropy,30,-0.0265,0.0,0.468,0.0,1.0
HIV-1,2014,38,212,69,1768,freq+entropy,30,-0.0265,0.0,0.468,0.0,1.0
HIV-1,2015,100,150,43,1768,freq,30,-0.0207,0.0,0.5213,0.0,1.0
HIV-1,2015,100,150,43,1768,entropy,30,-0.0207,0.0,0.5214,0.0,1.0
HIV-1,2015,100,150,43,1768,freq+entropy,30,-0.0207,0.0,0.5214,0.0,1.0
HIV-1,2016,130,120,28,1768,freq,30,-0.0167,0.0,0.4411,0.0,1.0
HIV-1,2016,130,120,28,1768,entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2016,130,120,28,1768,freq+entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2017,134,116,28,1768,freq,30,-0.0167,0.0,0.4412,0.0,1.0
HIV-1,2017,134,116,28,1768,entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2017,134,116,28,1768,freq+entropy,30,-0.0167,0.0,0.441,0.0,1.0
HIV-1,2018,171,79,25,1768,freq,30,-0.0157,0.0,0.4426,0.0,1.0
HIV-1,2018,171,79,25,1768,entropy,30,-0.0157,0.0,0.4425,0.0,1.0
HIV-1,2018,171,79,25,1768,freq+entropy,30,-0.0157,0.0,0.4426,0.0,1.0
MERS,2016,80,51,887,1687,freq,30,-0.0973,0.013,0.4961,0.38,1.0
MERS,2016,80,51,887,1687,entropy,30,-0.0973,0.013,0.4961,0.38,1.0
MERS,2016,80,51,887,1687,freq+entropy,30,-0.0973,0.013,0.4961,0.38,1.0
MERS,2019,87,44,586,1687,freq,30,-0.1014,0.0,0.6569,0.0,1.0
MERS,2019,87,44,586,1687,entropy,30,-0.0998,0.0,0.6569,0.0,1.0
MERS,2019,87,44,586,1687,freq+entropy,30,-0.0998,0.0,0.6569,0.0,1.0
MERS,2020,88,43,582,1687,freq,30,-0.0977,0.0,0.659,0.0,1.0
MERS,2020,88,43,582,1687,entropy,30,-0.0977,0.0,0.6591,0.0,1.0
MERS,2020,88,43,582,1687,freq+entropy,30,-0.0977,0.0,0.6591,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,freq,30,-0.0126,0.0,0.5138,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,entropy,30,-0.013,0.0,0.5138,0.0,1.0
SARS-CoV-2,2025,47,216,8,1294,freq+entropy,30,-0.013,0.0,0.5138,0.0,1.0
