pathogen,strategy,threshold,n_positions,n_layer_a,n_predicted,mcc,auroc,w_freq,w_entropy,w_rare_freq,w_homoplasy,w_esm2_llr,w_plddt,w_sasa,w_grantham,w_dnds_proxy,w_semantic_change
H3N2,knn_cosine,top3,543,25,17,0.010965534113960137,0.39297297297297296,0.05017773613357569,0.060867169513257935,0.01981778976897122,0.11213220553839318,0.12766766568730215,0.12702565454441614,0.1334326338389872,0.13671957453441752,0.09374393072073867,0.13841563971994042
H3N2,knn_cosine,top5,543,25,28,0.028246834817691257,0.39297297297297296,0.05017773613357569,0.060867169513257935,0.01981778976897122,0.11213220553839318,0.12766766568730215,0.12702565454441614,0.1334326338389872,0.13671957453441752,0.09374393072073867,0.13841563971994042
H3N2,knn_cosine,top10,543,25,55,0.013624092282934791,0.39297297297297296,0.05017773613357569,0.060867169513257935,0.01981778976897122,0.11213220553839318,0.12766766568730215,0.12702565454441614,0.1334326338389872,0.13671957453441752,0.09374393072073867,0.13841563971994042
H3N2,knn_cosine,mad2,543,25,49,0.022818388309896683,0.39297297297297296,0.05017773613357569,0.060867169513257935,0.01981778976897122,0.11213220553839318,0.12766766568730215,0.12702565454441614,0.1334326338389872,0.13671957453441752,0.09374393072073867,0.13841563971994042
H3N2,top3_auc,top3,543,25,17,0.11188561926447463,0.6393822393822394,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
H3N2,top3_auc,top5,543,25,28,0.10771849961565164,0.6393822393822394,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
H3N2,top3_auc,top10,543,25,55,0.07187513251627016,0.6393822393822394,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
H3N2,top3_auc,mad2,543,25,113,0.1254949904767979,0.6393822393822394,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
H3N2,corr_ensemble,top3,543,25,17,-0.0394945084612971,0.48772200772200774,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
H3N2,corr_ensemble,top5,543,25,28,-0.011488997581288931,0.48772200772200774,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
H3N2,corr_ensemble,top10,543,25,55,0.042749612399602475,0.48772200772200774,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
H3N2,corr_ensemble,mad2,543,25,58,0.03782835423878345,0.48772200772200774,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
H3N2,oracle,top3,543,25,17,0.16234566183973187,0.8424710424710424,0.07672726710395175,0.08939113558005633,0.08105471317700086,0.05967335821809525,0.07445969677611673,0.30621271135982736,0.06969537249714311,0.06338304677834135,0.07872266323985654,0.10068003526961082
H3N2,oracle,top5,543,25,28,0.10771849961565164,0.8424710424710424,0.07672726710395175,0.08939113558005633,0.08105471317700086,0.05967335821809525,0.07445969677611673,0.30621271135982736,0.06969537249714311,0.06338304677834135,0.07872266323985654,0.10068003526961082
H3N2,oracle,top10,543,25,55,0.13012617274960553,0.8424710424710424,0.07672726710395175,0.08939113558005633,0.08105471317700086,0.05967335821809525,0.07445969677611673,0.30621271135982736,0.06969537249714311,0.06338304677834135,0.07872266323985654,0.10068003526961082
H3N2,oracle,mad2,543,25,89,0.21132400465736506,0.8424710424710424,0.07672726710395175,0.08939113558005633,0.08105471317700086,0.05967335821809525,0.07445969677611673,0.30621271135982736,0.06969537249714311,0.06338304677834135,0.07872266323985654,0.10068003526961082
H3N2,baseline_freq,top3,543,25,17,0.11188561926447463,,,,,,,,,,,
H3N2,baseline_entropy,top3,543,25,17,0.11188561926447463,,,,,,,,,,,
H3N2,baseline_equal,top3,543,25,17,0.11188561926447463,,,,,,,,,,,
H3N2,baseline_best_single,top3,543,25,19,0.00598868657729023,,,,,,,,,,,
H3N2,baseline_random,top3,543,25,-1,-0.003611458783953478,,,,,,,,,,,
H3N2,baseline_freq,top5,543,25,28,0.06798266721667144,,,,,,,,,,,
H3N2,baseline_entropy,top5,543,25,28,0.06798266721667144,,,,,,,,,,,
H3N2,baseline_equal,top5,543,25,28,0.14745433201463182,,,,,,,,,,,
H3N2,baseline_best_single,top5,543,25,33,0.05446018427983902,,,,,,,,,,,
H3N2,baseline_random,top5,543,25,-1,-0.00225240166682572,,,,,,,,,,,
H3N2,baseline_freq,top10,543,25,55,0.10100065263293784,,,,,,,,,,,
H3N2,baseline_entropy,top10,543,25,55,0.10100065263293784,,,,,,,,,,,
H3N2,baseline_equal,top10,543,25,55,0.13012617274960553,,,,,,,,,,,
H3N2,baseline_best_single,top10,543,25,57,0.1254457607674872,,,,,,,,,,,
H3N2,baseline_random,top10,543,25,-1,-0.0036362223352091705,,,,,,,,,,,
H3N2,baseline_freq,mad2,543,25,163,0.009497991908938457,,,,,,,,,,,
H3N2,baseline_entropy,mad2,543,25,143,0.04820598224097009,,,,,,,,,,,
H3N2,baseline_equal,mad2,543,25,86,0.09725107560855617,,,,,,,,,,,
H3N2,baseline_best_single,mad2,543,25,107,0.15626952407005087,,,,,,,,,,,
H3N2,baseline_random,mad2,543,25,-1,-0.00225240166682572,,,,,,,,,,,
Norovirus,knn_cosine,top3,536,15,17,0.1629390447233153,0.4327575175943698,0.07063784536499831,0.0777908567152434,0.07290684515447031,0.07327401005516368,0.16837310300614625,0.22082615679547068,0.10628675390525058,0.06236614483736343,0.06817282703323523,0.07936545713265811
Norovirus,knn_cosine,top5,536,15,27,0.11608079209497418,0.4327575175943698,0.07063784536499831,0.0777908567152434,0.07290684515447031,0.07327401005516368,0.16837310300614625,0.22082615679547068,0.10628675390525058,0.06236614483736343,0.06817282703323523,0.07936545713265811
Norovirus,knn_cosine,top10,536,15,54,0.05595230742215371,0.4327575175943698,0.07063784536499831,0.0777908567152434,0.07290684515447031,0.07327401005516368,0.16837310300614625,0.22082615679547068,0.10628675390525058,0.06236614483736343,0.06817282703323523,0.07936545713265811
Norovirus,knn_cosine,mad2,536,15,24,0.1273530917599025,0.4327575175943698,0.07063784536499831,0.0777908567152434,0.07290684515447031,0.07327401005516368,0.16837310300614625,0.22082615679547068,0.10628675390525058,0.06236614483736343,0.06817282703323523,0.07936545713265811
Norovirus,top3_auc,top3,536,15,17,0.22748843716359396,0.9170825335892515,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Norovirus,top3_auc,top5,536,15,27,0.32296127276964137,0.9170825335892515,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Norovirus,top3_auc,top10,536,15,54,0.3941903161996844,0.9170825335892515,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Norovirus,top3_auc,mad2,536,15,130,0.27346811135723187,0.9170825335892515,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Norovirus,corr_ensemble,top3,536,15,17,0.22748843716359396,0.8998080614203454,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Norovirus,corr_ensemble,top5,536,15,27,0.2712411526009746,0.8998080614203454,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Norovirus,corr_ensemble,top10,536,15,54,0.3566083152244032,0.8998080614203454,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Norovirus,corr_ensemble,mad2,536,15,71,0.30075779732742014,0.8998080614203454,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Norovirus,oracle,top3,536,15,17,0.3565872220441513,0.9547024952015355,0.0898208790811413,0.10057307135202352,0.022024734159420224,0.37377400581062714,0.12460359106464092,0.058806114529183204,0.10762046944626268,0.022700517030704095,0.06408678221437428,0.03598983531162261
Norovirus,oracle,top5,536,15,27,0.5298417534443086,0.9547024952015355,0.0898208790811413,0.10057307135202352,0.022024734159420224,0.37377400581062714,0.12460359106464092,0.058806114529183204,0.10762046944626268,0.022700517030704095,0.06408678221437428,0.03598983531162261
Norovirus,oracle,top10,536,15,54,0.4317723171749656,0.9547024952015355,0.0898208790811413,0.10057307135202352,0.022024734159420224,0.37377400581062714,0.12460359106464092,0.058806114529183204,0.10762046944626268,0.022700517030704095,0.06408678221437428,0.03598983531162261
Norovirus,oracle,mad2,536,15,89,0.34986581826531565,0.9547024952015355,0.0898208790811413,0.10057307135202352,0.022024734159420224,0.37377400581062714,0.12460359106464092,0.058806114529183204,0.10762046944626268,0.022700517030704095,0.06408678221437428,0.03598983531162261
Norovirus,baseline_freq,top3,536,15,17,0.09838965228303667,,,,,,,,,,,
Norovirus,baseline_entropy,top3,536,15,17,0.1629390447233153,,,,,,,,,,,
Norovirus,baseline_equal,top3,536,15,17,0.1629390447233153,,,,,,,,,,,
Norovirus,baseline_best_single,top3,536,15,17,0.5502353993649872,,,,,,,,,,,
Norovirus,baseline_random,top3,536,15,-1,-0.001231522980558314,,,,,,,,,,,
Norovirus,baseline_freq,top5,536,15,27,0.11608079209497418,,,,,,,,,,,
Norovirus,baseline_entropy,top5,536,15,27,0.2712411526009746,,,,,,,,,,,
Norovirus,baseline_equal,top5,536,15,27,0.2712411526009746,,,,,,,,,,,
Norovirus,baseline_best_single,top5,536,15,28,0.4685453001342329,,,,,,,,,,,
Norovirus,baseline_random,top5,536,15,-1,-0.003737109332680023,,,,,,,,,,,
Norovirus,baseline_freq,top10,536,15,54,0.28144431327384084,,,,,,,,,,,
Norovirus,baseline_entropy,top10,536,15,54,0.28144431327384084,,,,,,,,,,,
Norovirus,baseline_equal,top10,536,15,54,0.31902631424912203,,,,,,,,,,,
Norovirus,baseline_best_single,top10,536,15,58,0.41428096935954994,,,,,,,,,,,
Norovirus,baseline_random,top10,536,15,-1,-0.005176527500124214,,,,,,,,,,,
Norovirus,baseline_freq,mad2,536,15,182,0.1410941781974172,,,,,,,,,,,
Norovirus,baseline_entropy,mad2,536,15,166,0.15546235647704212,,,,,,,,,,,
Norovirus,baseline_equal,mad2,536,15,74,0.2928001908449227,,,,,,,,,,,
Norovirus,baseline_best_single,mad2,536,15,117,0.29371618261478044,,,,,,,,,,,
Norovirus,baseline_random,mad2,536,15,-1,-0.003737109332680023,,,,,,,,,,,
HIV-1,knn_cosine,top3,450,23,14,-0.04158826031465368,0.5133896751858262,0.0655930995670638,0.07745846917536563,0.05519292077397697,0.15526359068077877,0.08957720666741673,0.25925916739312355,0.07574311653868848,0.07719175212163472,0.0684570115099696,0.07626366557198179
HIV-1,knn_cosine,top5,450,23,23,-0.053864168618266976,0.5133896751858262,0.0655930995670638,0.07745846917536563,0.05519292077397697,0.15526359068077877,0.08957720666741673,0.25925916739312355,0.07574311653868848,0.07719175212163472,0.0684570115099696,0.07626366557198179
HIV-1,knn_cosine,top10,450,23,45,-0.04372645223158403,0.5133896751858262,0.0655930995670638,0.07745846917536563,0.05519292077397697,0.15526359068077877,0.08957720666741673,0.25925916739312355,0.07574311653868848,0.07719175212163472,0.0684570115099696,0.07626366557198179
HIV-1,knn_cosine,mad2,450,23,30,-0.06202774069390645,0.5133896751858262,0.0655930995670638,0.07745846917536563,0.05519292077397697,0.15526359068077877,0.08957720666741673,0.25925916739312355,0.07574311653868848,0.07719175212163472,0.0684570115099696,0.07626366557198179
HIV-1,top3_auc,top3,450,23,14,-0.04158826031465368,0.579472558802566,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
HIV-1,top3_auc,top5,450,23,23,-0.053864168618266976,0.579472558802566,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
HIV-1,top3_auc,top10,450,23,45,-0.07736218471741789,0.579472558802566,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
HIV-1,top3_auc,mad2,450,23,30,-0.06202774069390645,0.579472558802566,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
HIV-1,corr_ensemble,top3,450,23,14,-0.04158826031465368,0.5137969656857754,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0
HIV-1,corr_ensemble,top5,450,23,23,-0.053864168618266976,0.5137969656857754,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0
HIV-1,corr_ensemble,top10,450,23,45,-0.07736218471741789,0.5137969656857754,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0
HIV-1,corr_ensemble,mad2,450,23,32,-0.06421505055038033,0.5137969656857754,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0
HIV-1,oracle,top3,450,23,14,0.1327724583958509,0.7853579065268304,0.09410737194655587,0.12212805143848472,0.04006299042656002,0.13633545547459108,0.2187025746532562,0.12941058972019764,0.06975332077803223,0.0568229375673619,0.06940648789080495,0.0632702201041553
HIV-1,oracle,top5,450,23,23,0.12941655635882293,0.7853579065268304,0.09410737194655587,0.12212805143848472,0.04006299042656002,0.13633545547459108,0.2187025746532562,0.12941058972019764,0.06975332077803223,0.0568229375673619,0.06940648789080495,0.0632702201041553
HIV-1,oracle,top10,450,23,45,0.2253594076550869,0.7853579065268304,0.09410737194655587,0.12212805143848472,0.04006299042656002,0.13633545547459108,0.2187025746532562,0.12941058972019764,0.06975332077803223,0.0568229375673619,0.06940648789080495,0.0632702201041553
HIV-1,oracle,mad2,450,23,22,0.1345622362401924,0.7853579065268304,0.09410737194655587,0.12212805143848472,0.04006299042656002,0.13633545547459108,0.2187025746532562,0.12941058972019764,0.06975332077803223,0.0568229375673619,0.06940648789080495,0.0632702201041553
HIV-1,baseline_freq,top3,450,23,32,0.0535707079319749,,,,,,,,,,,
HIV-1,baseline_entropy,top3,450,23,14,0.016531979255514508,,,,,,,,,,,
HIV-1,baseline_equal,top3,450,23,14,0.016531979255514508,,,,,,,,,,,
HIV-1,baseline_best_single,top3,450,23,14,0.016531979255514508,,,,,,,,,,,
HIV-1,baseline_random,top3,450,23,-1,0.0016484023743764025,,,,,,,,,,,
HIV-1,baseline_freq,top5,450,23,32,0.0535707079319749,,,,,,,,,,,
HIV-1,baseline_entropy,top5,450,23,23,-0.008043987373994501,,,,,,,,,,,
HIV-1,baseline_equal,top5,450,23,23,0.037776193870277974,,,,,,,,,,,
HIV-1,baseline_best_single,top5,450,23,23,-0.008043987373994501,,,,,,,,,,,
HIV-1,baseline_random,top5,450,23,-1,0.00031318327820859914,,,,,,,,,,,
HIV-1,baseline_freq,top10,450,23,46,0.08823254402250541,,,,,,,,,,,
HIV-1,baseline_entropy,top10,450,23,45,0.09081647771175144,,,,,,,,,,,
HIV-1,baseline_equal,top10,450,23,45,0.057180745225917574,,,,,,,,,,,
HIV-1,baseline_best_single,top10,450,23,45,0.09081647771175144,,,,,,,,,,,
HIV-1,baseline_random,top10,450,23,-1,0.0014425811889276963,,,,,,,,,,,
HIV-1,baseline_freq,mad2,450,23,32,0.0535707079319749,,,,,,,,,,,
HIV-1,baseline_entropy,mad2,450,23,11,0.028606173472223325,,,,,,,,,,,
HIV-1,baseline_equal,mad2,450,23,30,0.018878008037275875,,,,,,,,,,,
HIV-1,baseline_best_single,mad2,450,23,11,0.028606173472223325,,,,,,,,,,,
HIV-1,baseline_random,mad2,450,23,-1,0.00031318327820859914,,,,,,,,,,,
Dengue,knn_cosine,top3,490,24,15,0.014563049938535738,0.35416666666666663,0.07986840617112656,0.09200564392572641,0.051607998809357944,0.13002100891169519,0.11560555776940373,0.10952559086561695,0.1284159950496794,0.09308163241884504,0.0997967969622349,0.1000713691163139
Dengue,knn_cosine,top5,490,24,25,-0.009647118766120785,0.35416666666666663,0.07986840617112656,0.09200564392572641,0.051607998809357944,0.13002100891169519,0.11560555776940373,0.10952559086561695,0.1284159950496794,0.09308163241884504,0.0997967969622349,0.1000713691163139
Dengue,knn_cosine,top10,490,24,49,-0.04412738601088031,0.35416666666666663,0.07986840617112656,0.09200564392572641,0.051607998809357944,0.13002100891169519,0.11560555776940373,0.10952559086561695,0.1284159950496794,0.09308163241884504,0.0997967969622349,0.1000713691163139
Dengue,knn_cosine,mad2,490,24,31,-0.020134829098622912,0.35416666666666663,0.07986840617112656,0.09200564392572641,0.051607998809357944,0.13002100891169519,0.11560555776940373,0.10952559086561695,0.1284159950496794,0.09308163241884504,0.0997967969622349,0.1000713691163139
Dengue,top3_auc,top3,490,24,15,-0.040328445983637426,0.6176233905579398,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Dengue,top3_auc,top5,490,24,25,0.07629993933204621,0.6176233905579398,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Dengue,top3_auc,top10,490,24,49,0.081950859734492,0.6176233905579398,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Dengue,top3_auc,mad2,490,24,54,0.07111596459863516,0.6176233905579398,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Dengue,corr_ensemble,top3,490,24,15,0.0694545458607089,0.6207975679542204,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Dengue,corr_ensemble,top5,490,24,25,0.03332641028296271,0.6207975679542204,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Dengue,corr_ensemble,top10,490,24,49,0.05043129829814892,0.6207975679542204,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Dengue,corr_ensemble,mad2,490,24,70,0.09650855304418321,0.6207975679542204,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Dengue,oracle,top3,490,24,15,0.12434604178288207,0.7940808297567954,0.05582219413043818,0.0669868326869838,0.032497633752795824,0.23914980120918622,0.1028437359427999,0.21805459269158842,0.08105037771821376,0.08930972624628655,0.05944828122405073,0.05483682439765667
Dengue,oracle,top5,490,24,25,0.1622469974302132,0.7940808297567954,0.05582219413043818,0.0669868326869838,0.032497633752795824,0.23914980120918622,0.1028437359427999,0.21805459269158842,0.08105037771821376,0.08930972624628655,0.05944828122405073,0.05483682439765667
Dengue,oracle,top10,490,24,49,0.2080291054798643,0.7940808297567954,0.05582219413043818,0.0669868326869838,0.032497633752795824,0.23914980120918622,0.1028437359427999,0.21805459269158842,0.08105037771821376,0.08930972624628655,0.05944828122405073,0.05483682439765667
Dengue,oracle,mad2,490,24,65,0.24577291714446733,0.7940808297567954,0.05582219413043818,0.0669868326869838,0.032497633752795824,0.23914980120918622,0.1028437359427999,0.21805459269158842,0.08105037771821376,0.08930972624628655,0.05944828122405073,0.05483682439765667
Dengue,baseline_freq,top3,490,24,15,0.0694545458607089,,,,,,,,,,,
Dengue,baseline_entropy,top3,490,24,15,0.0694545458607089,,,,,,,,,,,
Dengue,baseline_equal,top3,490,24,15,0.014563049938535738,,,,,,,,,,,
Dengue,baseline_best_single,top3,490,24,24,0.16756080114449212,,,,,,,,,,,
Dengue,baseline_random,top3,490,24,-1,-0.0065235385432731085,,,,,,,,,,,
Dengue,baseline_freq,top5,490,24,27,0.0695185749101603,,,,,,,,,,,
Dengue,baseline_entropy,top5,490,24,25,0.03332641028296271,,,,,,,,,,,
Dengue,baseline_equal,top5,490,24,25,0.11927346838112969,,,,,,,,,,,
Dengue,baseline_best_single,top5,490,24,32,0.16964986311150135,,,,,,,,,,,
Dengue,baseline_random,top5,490,24,-1,-0.00630631584929316,,,,,,,,,,,
Dengue,baseline_freq,top10,490,24,52,0.04461107487029861,,,,,,,,,,,
Dengue,baseline_entropy,top10,490,24,49,0.018911736861805844,,,,,,,,,,,
Dengue,baseline_equal,top10,490,24,49,0.14498998260717816,,,,,,,,,,,
Dengue,baseline_best_single,top10,490,24,65,0.21789589644984025,,,,,,,,,,,
Dengue,baseline_random,top10,490,24,-1,-0.0021679164132875415,,,,,,,,,,,
Dengue,baseline_freq,mad2,490,24,230,0.05181501487529877,,,,,,,,,,,
Dengue,baseline_entropy,mad2,490,24,230,0.05181501487529877,,,,,,,,,,,
Dengue,baseline_equal,mad2,490,24,56,0.12652514585660354,,,,,,,,,,,
Dengue,baseline_best_single,mad2,490,24,65,0.21789589644984025,,,,,,,,,,,
Dengue,baseline_random,mad2,490,24,-1,-0.00630631584929316,,,,,,,,,,,
RSV,knn_cosine,top3,550,20,17,-0.03469268550712896,0.3530188679245283,0.08109050863681644,0.08806529580044926,0.04390052668025767,0.24396277385077256,0.12995627280174088,0.11103357618841433,0.1260125052137176,0.04611954240601114,0.0707024496063833,0.05915654881543678
RSV,knn_cosine,top5,550,20,28,-0.04499050077654549,0.3530188679245283,0.08109050863681644,0.08806529580044926,0.04390052668025767,0.24396277385077256,0.12995627280174088,0.11103357618841433,0.1260125052137176,0.04611954240601114,0.0707024496063833,0.05915654881543678
RSV,knn_cosine,top10,550,20,55,-0.03237619541190881,0.3530188679245283,0.08109050863681644,0.08806529580044926,0.04390052668025767,0.24396277385077256,0.12995627280174088,0.11103357618841433,0.1260125052137176,0.04611954240601114,0.0707024496063833,0.05915654881543678
RSV,knn_cosine,mad2,550,20,107,-0.07093334490209523,0.3530188679245283,0.08109050863681644,0.08806529580044926,0.04390052668025767,0.24396277385077256,0.12995627280174088,0.11103357618841433,0.1260125052137176,0.04611954240601114,0.0707024496063833,0.05915654881543678
RSV,top3_auc,top3,550,20,17,-0.03469268550712896,0.42292452830188676,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
RSV,top3_auc,top5,550,20,28,-0.04499050077654549,0.42292452830188676,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
