pathogen,score,detector,family,mcc,f1,precision,recall,enrichment,n_detected,p_value,n_clusters
SARS-CoV-2,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.044916935232203054,0.05233644859813084,0.027450980392156862,0.56,1.3824313725490196,510,0.192,88
SARS-CoV-2,P*E,OCLUSTL(w=21),OncodriveCLUSTL,-0.00695418718405099,0.03577817531305904,0.018726591760299626,0.4,0.9430711610486892,534,0.29,68
SARS-CoV-2,H-score,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.066,188
SARS-CoV-2,H-score,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.086,118
SARS-CoV-2,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.04886332439190687,0.05394990366088631,0.02834008097165992,0.56,1.4272064777327935,494,0.174,88
SARS-CoV-2,H-score,OCLUSTL(w=21),OncodriveCLUSTL,0.025727645423664,0.04585537918871252,0.023985239852398525,0.52,1.2078966789667898,542,0.296,65
SARS-CoV-2,E_only,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.088,190
SARS-CoV-2,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.008493704798097095,0.040590405904059046,0.02127659574468085,0.44,1.0714893617021277,517,0.124,122
SARS-CoV-2,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.011997251650374696,0.04174573055028463,0.021912350597609563,0.44,1.1035059760956176,502,0.106,88
SARS-CoV-2,E_only,OCLUSTL(w=21),OncodriveCLUSTL,-0.003308269893614849,0.036832412523020254,0.019305019305019305,0.4,0.9722007722007722,518,0.106,64
SARS-CoV-2,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.07,188
SARS-CoV-2,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.0019904973190315776,0.038461538461538464,0.020202020202020204,0.4,1.0173737373737375,495,0.11,120
SARS-CoV-2,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,-0.03363633871247627,0.026768642447418736,0.014056224899598393,0.28,0.707871485943775,498,0.432,88
SARS-CoV-2,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,-0.0030794276053706998,0.036900369003690044,0.019342359767891684,0.4,0.9740812379110252,517,0.298,68
SARS-CoV-2,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.064,197
SARS-CoV-2,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,-0.026742250230797692,0.030201342281879196,0.01576182136602452,0.36,0.7937653239929947,571,0.128,122
SARS-CoV-2,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.03894080996884735,0.019857029388403495,1.0,1.0,1259,0.052,82
SARS-CoV-2,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,-0.07902523205874577,0.013961605584642232,0.0072992700729927005,0.16,0.3675912408759124,548,0.128,58
H3N2,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.028,73
H3N2,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,0.1003174583510348,0.12328767123287672,0.06741573033707865,0.72,1.4642696629213483,267,0.148,47
H3N2,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,0.08759260553124146,0.12075471698113208,0.06666666666666667,0.64,1.448,240,0.312,35
H3N2,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,0.08167013476505912,0.1176470588235294,0.06477732793522267,0.64,1.4069635627530364,247,0.33,30
H3N2,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,78
H3N2,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,53
H3N2,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,36
H3N2,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,27
H3N2,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,76
H3N2,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.09,53
H3N2,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.10871667783509356,0.13278008298755187,0.07407407407407407,0.64,1.6088888888888888,216,0.15,36
H3N2,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.07832387240264889,0.11594202898550723,0.06374501992031872,0.64,1.3845418326693226,251,0.262,28
H3N2,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.002,78
H3N2,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.24500823925281487,0.18726591760299627,0.10330578512396695,1.0,2.243801652892562,242,0.324,44
H3N2,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.15486082236193754,0.14869888475836432,0.08196721311475409,0.8,1.7803278688524589,244,0.624,34
H3N2,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.01681465195465796,0.09056603773584905,0.05,0.48,1.086,240,0.354,24
H3N2,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.002,73
H3N2,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.26117248746961885,0.19999999999999998,0.1111111111111111,1.0,2.413333333333333,225,0.782,43
H3N2,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.16014309208069957,0.15209125475285173,0.08403361344537816,0.8,1.8252100840336136,238,0.802,33
H3N2,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.18053316939769187,0.16597510373443983,0.09259259259259259,0.8,2.011111111111111,216,0.728,25
H3N2,P*E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,81
H3N2,P*E,OCLUSTL(w=11),OncodriveCLUSTL,0.14508896432025728,0.14615384615384616,0.08085106382978724,0.76,1.7560851063829788,235,0.124,46
H3N2,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.16372525414484412,0.15444015444015444,0.08547008547008547,0.8,1.8564102564102565,234,0.402,35
H3N2,P*E,OCLUSTL(w=21),OncodriveCLUSTL,0.031199900975860943,0.0966542750929368,0.05327868852459016,0.52,1.1572131147540983,244,0.178,25
H3N2,H-score,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,82
H3N2,H-score,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.004,48
H3N2,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.008,34
H3N2,H-score,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.002,25
H3N2,E_only,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,80
H3N2,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.014,47
H3N2,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.012,35
H3N2,E_only,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.006,26
H3N2,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,80
H3N2,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.15230486710105876,0.15079365079365079,0.08370044052863436,0.76,1.8179735682819382,227,0.444,47
H3N2,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,0.16372525414484412,0.15444015444015444,0.08547008547008547,0.8,1.8564102564102565,234,0.64,36
H3N2,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,0.011620526902185058,0.08873720136518773,0.048507462686567165,0.52,1.0535820895522388,268,0.502,27
H3N2,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.0,85
H3N2,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.008,51
H3N2,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.03,35
H3N2,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.08802816901408451,0.04604051565377532,1.0,1.0,543,0.048,27
Norovirus,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.15291172181103727,0.10788381742738588,0.05752212389380531,0.8666666666666667,2.055457227138643,226,0.458,78
Norovirus,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,0.1336352090466336,0.1016949152542373,0.05429864253393665,0.8,1.9402714932126697,221,0.494,50
Norovirus,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,0.19568821960445118,0.12962962962962965,0.06965174129353234,0.9333333333333333,2.488888888888889,201,0.52,38
Norovirus,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,0.20894800422762858,0.13157894736842107,0.07042253521126761,1.0,2.516431924882629,213,0.508,28
Norovirus,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.13217445794282634,0.10084033613445377,0.053811659192825115,0.8,1.9228699551569508,223,0.478,72
Norovirus,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.12794369394003124,0.10328638497652581,0.05555555555555555,0.7333333333333333,1.985185185185185,198,0.472,49
Norovirus,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.17481848543138923,0.12206572769953054,0.06565656565656566,0.8666666666666667,2.3461279461279463,198,0.48,39
Norovirus,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.21307476702170855,0.13452914798206278,0.07211538461538461,1.0,2.5769230769230766,208,0.498,26
Norovirus,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.17883258007078331,0.1181434599156118,0.06306306306306306,0.9333333333333333,2.2534534534534534,222,0.49,73
Norovirus,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.2262013400365351,0.14423076923076922,0.07772020725388601,1.0,2.7772020725388598,193,0.496,47
Norovirus,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.2139141652089772,0.13513513513513511,0.07246376811594203,1.0,2.5893719806763285,207,0.488,39
Norovirus,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.2065260702695966,0.12987012987012989,0.06944444444444445,1.0,2.4814814814814814,216,0.496,24
Norovirus,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.1478567028522,0.10483870967741936,0.055793991416309016,0.8666666666666667,1.9937052932761088,233,0.382,78
Norovirus,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.1957147525725401,0.12244897959183672,0.06521739130434782,1.0,2.3304347826086955,230,0.356,46
Norovirus,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.192762393687919,0.12048192771084336,0.0641025641025641,1.0,2.2905982905982905,234,0.336,33
Norovirus,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.16349521381860704,0.1145374449339207,0.06132075471698113,0.8666666666666667,2.191194968553459,212,0.306,24
Norovirus,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.1743325410734795,0.11522633744855966,0.06140350877192982,0.9333333333333333,2.1941520467836257,228,0.398,77
Norovirus,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.1750738405394568,0.11570247933884296,0.06167400881057269,0.9333333333333333,2.2038179148311308,227,0.336,48
Norovirus,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.192762393687919,0.12048192771084336,0.0641025641025641,1.0,2.2905982905982905,234,0.304,35
Norovirus,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.14714621575559028,0.10441767068273092,0.05555555555555555,0.8666666666666667,1.985185185185185,234,0.21,24
Norovirus,P*E,OCLUSTL(w=7),OncodriveCLUSTL,0.1706759348501209,0.11290322580645161,0.060085836909871244,0.9333333333333333,2.1470672389127325,233,0.382,73
Norovirus,P*E,OCLUSTL(w=11),OncodriveCLUSTL,0.1819049661088572,0.12017167381974249,0.06422018348623854,0.9333333333333333,2.29480122324159,218,0.37,47
Norovirus,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.20102334954375436,0.12605042016806722,0.06726457399103139,1.0,2.403587443946188,223,0.38,35
Norovirus,P*E,OCLUSTL(w=21),OncodriveCLUSTL,0.17149928055188704,0.11981566820276497,0.06435643564356436,0.8666666666666667,2.2996699669967,202,0.364,24
Norovirus,H-score,OCLUSTL(w=7),OncodriveCLUSTL,0.1336352090466336,0.1016949152542373,0.05429864253393665,0.8,1.9402714932126697,221,0.36,74
Norovirus,H-score,OCLUSTL(w=11),OncodriveCLUSTL,0.16427781812824802,0.11504424778761062,0.061611374407582936,0.8666666666666667,2.2015797788309635,211,0.39,47
Norovirus,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.1915037389064897,0.12669683257918551,0.06796116504854369,0.9333333333333333,2.4284789644012945,206,0.438,38
Norovirus,H-score,OCLUSTL(w=21),OncodriveCLUSTL,0.10604333573831294,0.0947867298578199,0.05102040816326531,0.6666666666666666,1.8231292517006803,196,0.496,25
Norovirus,E_only,OCLUSTL(w=7),OncodriveCLUSTL,0.14857002650454737,0.10526315789473685,0.05603448275862069,0.8666666666666667,2.0022988505747126,232,0.36,74
Norovirus,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.16585451882903782,0.11607142857142856,0.06220095693779904,0.8666666666666667,2.2226475279106856,209,0.368,50
Norovirus,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.20335692620280638,0.1276595744680851,0.06818181818181818,1.0,2.436363636363636,220,0.418,38
Norovirus,E_only,OCLUSTL(w=21),OncodriveCLUSTL,0.11233127255010882,0.09852216748768472,0.05319148936170213,0.6666666666666666,1.9007092198581559,188,0.478,25
Norovirus,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.17731845941232954,0.11715481171548117,0.0625,0.9333333333333333,2.2333333333333334,224,0.39,73
Norovirus,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.20732900054457526,0.13043478260869565,0.06976744186046512,1.0,2.4930232558139536,215,0.378,47
Norovirus,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,0.19872540704900035,0.12448132780082989,0.06637168141592921,1.0,2.3716814159292037,226,0.368,35
Norovirus,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,0.2105848970221428,0.13274336283185842,0.07109004739336493,1.0,2.5402843601895735,211,0.324,23
Norovirus,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.0544464609800363,0.027985074626865673,1.0,1.0,536,0.088,74
Norovirus,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,0.15512408847646902,0.10924369747899161,0.05829596412556054,0.8666666666666667,2.0831091180866967,223,0.258,49
Norovirus,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,0.17140074158666818,0.11336032388663969,0.0603448275862069,0.9333333333333333,2.15632183908046,232,0.332,35
Norovirus,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,0.09627610341628207,0.08928571428571427,0.04784688995215311,0.6666666666666666,1.7097288676236044,209,0.366,25
HIV-1,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.20079877138825222,0.16988416988416988,0.09322033898305085,0.9565217391304348,1.823876197494473,236,0.188,60
HIV-1,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,-0.0566627238353146,0.07086614173228346,0.03896103896103896,0.391304347826087,0.7622811970638057,231,0.28,33
HIV-1,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,0.045846590947669984,0.11158798283261803,0.06190476190476191,0.5652173913043478,1.2111801242236024,210,0.264,27
HIV-1,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,0.14376191323917348,0.15254237288135594,0.08450704225352113,0.782608695652174,1.6533986527862827,213,0.264,17
HIV-1,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.11623551944487967,0.14285714285714285,0.07960199004975124,0.6956521739130435,1.5574302401038285,201,0.322,63
HIV-1,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.1097351180706866,0.1391304347826087,0.07729468599033816,0.6956521739130435,1.5122873345935726,207,0.318,35
HIV-1,E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.18626206140811397,0.17592592592592593,0.09844559585492228,0.8260869565217391,1.9261094841180446,193,0.33,27
HIV-1,E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.12734971912562904,0.14953271028037385,0.08376963350785341,0.6956521739130435,1.6389710903710448,191,0.318,18
HIV-1,P*E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.11081069269298562,0.13973799126637554,0.07766990291262135,0.6956521739130435,1.5196285352469394,206,0.316,61
HIV-1,P*E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.08629946531326115,0.12875536480686695,0.07142857142857142,0.6521739130434783,1.3975155279503104,210,0.318,37
HIV-1,P*E*rare,OCLUSTL(w=15),OncodriveCLUSTL,0.20656487289202016,0.1794871794871795,0.0995260663507109,0.9130434782608695,1.9472491242530392,211,0.312,27
HIV-1,P*E*rare,OCLUSTL(w=21),OncodriveCLUSTL,0.11297101724621361,0.14096916299559473,0.0784313725490196,0.6956521739130435,1.5345268542199488,204,0.312,18
HIV-1,minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.0,0.09725158562367865,0.051111111111111114,1.0,1.0,450,0.084,70
HIV-1,minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.009059313424660266,0.0963855421686747,0.05309734513274336,0.5217391304347826,1.0388611004232395,226,0.178,39
HIV-1,minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.2312131085548415,0.19130434782608693,0.10628019323671498,0.9565217391304348,2.0793950850661624,207,0.202,28
HIV-1,minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.05109243085429695,0.11483253588516745,0.06451612903225806,0.5217391304347826,1.2622720897615707,186,0.22,23
HIV-1,P*minority_E,OCLUSTL(w=7),OncodriveCLUSTL,0.1343345190945833,0.15044247787610618,0.08374384236453201,0.7391304347826086,1.6384664810451914,203,0.178,73
HIV-1,P*minority_E,OCLUSTL(w=11),OncodriveCLUSTL,0.0692424545759683,0.1217391304347826,0.06763285024154589,0.6086956521739131,1.323251417769376,207,0.254,39
HIV-1,P*minority_E,OCLUSTL(w=15),OncodriveCLUSTL,0.12848283343332662,0.15023474178403753,0.08421052631578947,0.6956521739130435,1.6475972540045765,190,0.28,25
HIV-1,P*minority_E,OCLUSTL(w=21),OncodriveCLUSTL,0.14097566294848662,0.1545454545454545,0.08629441624365482,0.7391304347826086,1.6883690134628115,197,0.288,21
HIV-1,P*E,OCLUSTL(w=7),OncodriveCLUSTL,0.06396990780275259,0.11914893617021277,0.0660377358490566,0.6086956521739131,1.2920426579163247,212,0.246,63
HIV-1,P*E,OCLUSTL(w=11),OncodriveCLUSTL,0.10470727898665808,0.13888888888888887,0.07772020725388601,0.6521739130434783,1.5206127506195088,193,0.286,40
HIV-1,P*E,OCLUSTL(w=15),OncodriveCLUSTL,0.09055691051920677,0.13100436681222707,0.07281553398058252,0.6521739130434783,1.4246517517940058,206,0.294,27
HIV-1,P*E,OCLUSTL(w=21),OncodriveCLUSTL,0.05640883823349188,0.11659192825112107,0.065,0.5652173913043478,1.2717391304347825,200,0.298,18
HIV-1,H-score,OCLUSTL(w=7),OncodriveCLUSTL,0.09081647771175144,0.12903225806451613,0.07111111111111111,0.6956521739130435,1.391304347826087,225,0.246,61
HIV-1,H-score,OCLUSTL(w=11),OncodriveCLUSTL,0.05640883823349188,0.11659192825112107,0.065,0.5652173913043478,1.2717391304347825,200,0.156,42
HIV-1,H-score,OCLUSTL(w=15),OncodriveCLUSTL,0.07581123833722986,0.1234567901234568,0.06818181818181818,0.6521739130434783,1.33399209486166,220,0.228,27
HIV-1,H-score,OCLUSTL(w=21),OncodriveCLUSTL,0.127825452803027,0.14655172413793102,0.08133971291866028,0.7391304347826086,1.591429165799875,209,0.14,18
HIV-1,E_only,OCLUSTL(w=7),OncodriveCLUSTL,0.03233642834347744,0.1056910569105691,0.05829596412556054,0.5652173913043478,1.1405732111522713,223,0.134,63
HIV-1,E_only,OCLUSTL(w=11),OncodriveCLUSTL,0.1343345190945833,0.15044247787610618,0.08374384236453201,0.7391304347826086,1.6384664810451914,203,0.208,37
HIV-1,E_only,OCLUSTL(w=15),OncodriveCLUSTL,0.2008439422583447,0.18099547511312217,0.10101010101010101,0.8695652173913043,1.976284584980237,198,0.256,30
HIV-1,E_only,OCLUSTL(w=21),OncodriveCLUSTL,0.0671274713453814,0.1206896551724138,0.06698564593301436,0.6086956521739131,1.3105887247763677,209,0.234,20
HIV-1,P*E^2,OCLUSTL(w=7),OncodriveCLUSTL,0.054280908303187506,0.11555555555555556,0.06435643564356436,0.5652173913043478,1.2591476538958244,202,0.302,62
HIV-1,P*E^2,OCLUSTL(w=11),OncodriveCLUSTL,0.027396072122903396,0.10377358490566037,0.0582010582010582,0.4782608695652174,1.1387163561076603,189,0.294,41
HIV-1,P*E^2,OCLUSTL(w=15),OncodriveCLUSTL,0.08524114941835159,0.12820512820512822,0.07109004739336493,0.6521739130434783,1.3908922316093137,211,0.294,27
HIV-1,P*E^2,OCLUSTL(w=21),OncodriveCLUSTL,0.002763800959838227,0.09259259259259259,0.05181347150259067,0.43478260869565216,1.013741833746339,193,0.314,18
HIV-1,rank(P*E),OCLUSTL(w=7),OncodriveCLUSTL,0.04689481085949953,0.11206896551724138,0.06220095693779904,0.5652173913043478,1.2169752444351987,209,0.306,63
HIV-1,rank(P*E),OCLUSTL(w=11),OncodriveCLUSTL,-0.010382419104081733,0.08612440191387559,0.04838709677419355,0.391304347826087,0.9467040673211781,186,0.298,39
HIV-1,rank(P*E),OCLUSTL(w=15),OncodriveCLUSTL,-0.0237941042884297,0.08108108108108107,0.04522613065326633,0.391304347826087,0.8848590779986891,199,0.294,26
HIV-1,rank(P*E),OCLUSTL(w=21),OncodriveCLUSTL,0.05640883823349188,0.11659192825112107,0.065,0.5652173913043478,1.2717391304347825,200,0.314,18
Dengue,MutCounts,OCLUSTL(w=7),OncodriveCLUSTL,0.11735404609084077,0.13877551020408163,0.07692307692307693,0.7083333333333334,1.5705128205128207,221,0.132,71
Dengue,MutCounts,OCLUSTL(w=11),OncodriveCLUSTL,0.030997162756660944,0.10156250000000001,0.05603448275862069,0.5416666666666666,1.1440373563218391,232,0.142,43
Dengue,MutCounts,OCLUSTL(w=15),OncodriveCLUSTL,0.05380150404475751,0.11206896551724138,0.0625,0.5416666666666666,1.2760416666666667,208,0.132,30
Dengue,MutCounts,OCLUSTL(w=21),OncodriveCLUSTL,0.0,0.0933852140077821,0.04897959183673469,1.0,1.0,490,0.092,21
Dengue,E*rare,OCLUSTL(w=7),OncodriveCLUSTL,0.05089806458346208,0.11063829787234042,0.061611374407582936,0.5416666666666666,1.2578988941548184,211,0.148,70
Dengue,E*rare,OCLUSTL(w=11),OncodriveCLUSTL,0.12030124874441825,0.14049586776859505,0.0779816513761468,0.7083333333333334,1.592125382262997,218,0.158,51
