combo_a,combo_b,mean_rank_a,mean_rank_b,rank_diff_abs,p_value,sig_raw_0p05,sig_bonferroni_0p05
entropy+AdaptWin,EqualWeight+FreqThresh,9.772727272727273,11.454545454545455,1.6818181818181817,0.9999999821874348,False,False
entropy+SlidingTest,dnds_proxy+SWAN,11.090909090909092,9.409090909090908,1.6818181818181834,0.9999999821874348,False,False
entropy+KDE,dnds_proxy+SWAN,11.045454545454545,9.409090909090908,1.6363636363636367,0.9999999889826188,False,False
entropy+KDE,entropy+Wavelet,11.045454545454545,12.636363636363637,1.5909090909090917,0.9999999932917586,False,False
freq+KDE,dnds_proxy+AdaptWin,11.590909090909092,10.0,1.5909090909090917,0.9999999932917586,False,False
freq+AdaptWin,homoplasy+AdaptiveKnee,8.590909090909092,10.181818181818182,1.59090909090909,0.9999999932917586,False,False
dnds_proxy+KDE,freq+AdaptWin,10.181818181818182,8.590909090909092,1.59090909090909,0.9999999932917586,False,False
entropy+SlidingTest,entropy+Wavelet,11.090909090909092,12.636363636363637,1.545454545454545,0.9999999959825918,False,False
homoplasy+KDE,homoplasy+AdaptiveKnee,8.636363636363637,10.181818181818182,1.545454545454545,0.9999999959825918,False,False
dnds_proxy+KDE,homoplasy+KDE,10.181818181818182,8.636363636363637,1.545454545454545,0.9999999959825918,False,False
dnds_proxy+Wavelet,entropy+Wavelet,11.136363636363637,12.636363636363637,1.5,0.9999999976357916,False,False
freq+Wavelet,entropy+Wavelet,11.136363636363637,12.636363636363637,1.5,0.9999999976357916,False,False
freq+SWAN,entropy+SWAN,9.045454545454545,10.545454545454545,1.5,0.9999999976357916,False,False
entropy+KDE,fubar_pos_sel+KDE,11.045454545454545,12.545454545454545,1.5,0.9999999976357916,False,False
dnds_proxy+AdaptWin,EqualWeight+FreqThresh,10.0,11.454545454545455,1.454545454545455,0.9999999986342019,False,False
entropy+SlidingTest,fubar_pos_sel+KDE,11.090909090909092,12.545454545454545,1.4545454545454533,0.9999999986342019,False,False
dnds_proxy+SWAN,freq+FreqThresh,9.409090909090908,10.818181818181818,1.40909090909091,0.9999999992263137,False,False
freq+Wavelet,fubar_pos_sel+KDE,11.136363636363637,12.545454545454545,1.4090909090909083,0.9999999992263137,False,False
freq+SlidingTest,freq+Wavelet,9.727272727272727,11.136363636363637,1.40909090909091,0.9999999992263137,False,False
freq+SlidingTest,dnds_proxy+Wavelet,9.727272727272727,11.136363636363637,1.40909090909091,0.9999999992263137,False,False
dnds_proxy+SlidingTest,freq+SWAN,10.454545454545455,9.045454545454545,1.40909090909091,0.9999999992263137,False,False
freq+KDE,homoplasy+AdaptiveKnee,11.590909090909092,10.181818181818182,1.40909090909091,0.9999999992263137,False,False
dnds_proxy+KDE,freq+KDE,10.181818181818182,11.590909090909092,1.40909090909091,0.9999999992263137,False,False
dnds_proxy+Wavelet,fubar_pos_sel+KDE,11.136363636363637,12.545454545454545,1.4090909090909083,0.9999999992263137,False,False
freq+AdaptWin,dnds_proxy+AdaptWin,8.590909090909092,10.0,1.4090909090909083,0.9999999992263137,False,False
dnds_proxy+Wavelet,entropy+AdaptWin,11.136363636363637,9.772727272727273,1.3636363636363633,0.9999999995707699,False,False
homoplasy+KDE,dnds_proxy+AdaptWin,8.636363636363637,10.0,1.3636363636363633,0.9999999995707699,False,False
freq+SlidingTest,entropy+SlidingTest,9.727272727272727,11.090909090909092,1.363636363636365,0.9999999995707699,False,False
freq+Wavelet,entropy+AdaptWin,11.136363636363637,9.772727272727273,1.3636363636363633,0.9999999995707699,False,False
freq+SlidingTest,entropy+KDE,9.727272727272727,11.045454545454545,1.3181818181818183,0.9999999997670954,False,False
entropy+SlidingTest,entropy+AdaptWin,11.090909090909092,9.772727272727273,1.3181818181818183,0.9999999997670954,False,False
dnds_proxy+KDE,EqualWeight+FreqThresh,10.181818181818182,11.454545454545455,1.2727272727272734,0.9999999998765808,False,False
EqualWeight+FreqThresh,homoplasy+AdaptiveKnee,11.454545454545455,10.181818181818182,1.2727272727272734,0.9999999998765808,False,False
entropy+KDE,entropy+AdaptWin,11.045454545454545,9.772727272727273,1.2727272727272716,0.9999999998765808,False,False
entropy+Wavelet,EqualWeight+FreqThresh,12.636363636363637,11.454545454545455,1.1818181818181817,0.9999999999679375,False,False
freq+AdaptWin,entropy+AdaptWin,8.590909090909092,9.772727272727273,1.1818181818181817,0.9999999999679375,False,False
freq+Wavelet,dnds_proxy+AdaptWin,11.136363636363637,10.0,1.1363636363636367,0.9999999999843425,False,False
homoplasy+KDE,entropy+AdaptWin,8.636363636363637,9.772727272727273,1.1363636363636367,0.9999999999843425,False,False
freq+SWAN,homoplasy+AdaptiveKnee,9.045454545454545,10.181818181818182,1.1363636363636367,0.9999999999843425,False,False
dnds_proxy+KDE,freq+SWAN,10.181818181818182,9.045454545454545,1.1363636363636367,0.9999999999843425,False,False
dnds_proxy+Wavelet,dnds_proxy+AdaptWin,11.136363636363637,10.0,1.1363636363636367,0.9999999999843425,False,False
dnds_proxy+SlidingTest,freq+KDE,10.454545454545455,11.590909090909092,1.1363636363636367,0.9999999999843425,False,False
freq+SlidingTest,freq+AdaptWin,9.727272727272727,8.590909090909092,1.136363636363635,0.9999999999843425,False,False
dnds_proxy+SWAN,entropy+SWAN,9.409090909090908,10.545454545454545,1.1363636363636367,0.9999999999843425,False,False
freq+SlidingTest,freq+FreqThresh,9.727272727272727,10.818181818181818,1.0909090909090917,0.999999999992591,False,False
freq+SlidingTest,homoplasy+KDE,9.727272727272727,8.636363636363637,1.09090909090909,0.999999999992591,False,False
entropy+SlidingTest,dnds_proxy+AdaptWin,11.090909090909092,10.0,1.0909090909090917,0.999999999992591,False,False
fubar_pos_sel+KDE,EqualWeight+FreqThresh,12.545454545454545,11.454545454545455,1.09090909090909,0.999999999992591,False,False
freq+KDE,entropy+Wavelet,11.590909090909092,12.636363636363637,1.045454545454545,0.9999999999966117,False,False
freq+KDE,entropy+SWAN,11.590909090909092,10.545454545454545,1.0454545454545467,0.9999999999966117,False,False
entropy+KDE,dnds_proxy+AdaptWin,11.045454545454545,10.0,1.045454545454545,0.9999999999966117,False,False
dnds_proxy+SlidingTest,dnds_proxy+SWAN,10.454545454545455,9.409090909090908,1.0454545454545467,0.9999999999966117,False,False
entropy+AdaptWin,freq+FreqThresh,9.772727272727273,10.818181818181818,1.045454545454545,0.9999999999966117,False,False
dnds_proxy+SlidingTest,EqualWeight+FreqThresh,10.454545454545455,11.454545454545455,1.0,0.9999999999985068,False,False
freq+SWAN,dnds_proxy+AdaptWin,9.045454545454545,10.0,0.954545454545455,0.999999999999368,False,False
dnds_proxy+Wavelet,homoplasy+AdaptiveKnee,11.136363636363637,10.181818181818182,0.954545454545455,0.999999999999368,False,False
dnds_proxy+Wavelet,dnds_proxy+KDE,11.136363636363637,10.181818181818182,0.954545454545455,0.999999999999368,False,False
freq+Wavelet,homoplasy+AdaptiveKnee,11.136363636363637,10.181818181818182,0.954545454545455,0.999999999999368,False,False
dnds_proxy+KDE,freq+Wavelet,10.181818181818182,11.136363636363637,0.954545454545455,0.999999999999368,False,False
freq+KDE,fubar_pos_sel+KDE,11.590909090909092,12.545454545454545,0.9545454545454533,0.999999999999368,False,False
entropy+SWAN,EqualWeight+FreqThresh,10.545454545454545,11.454545454545455,0.9090909090909101,0.9999999999997441,False,False
entropy+SlidingTest,homoplasy+AdaptiveKnee,11.090909090909092,10.181818181818182,0.9090909090909101,0.9999999999997441,False,False
entropy+SlidingTest,dnds_proxy+KDE,11.090909090909092,10.181818181818182,0.9090909090909101,0.9999999999997441,False,False
entropy+KDE,homoplasy+AdaptiveKnee,11.045454545454545,10.181818181818182,0.8636363636363633,0.9999999999999013,False,False
entropy+KDE,dnds_proxy+KDE,11.045454545454545,10.181818181818182,0.8636363636363633,0.9999999999999013,False,False
freq+SlidingTest,entropy+SWAN,9.727272727272727,10.545454545454545,0.8181818181818183,0.9999999999999639,False,False
dnds_proxy+SWAN,freq+AdaptWin,9.409090909090908,8.590909090909092,0.8181818181818166,0.9999999999999639,False,False
dnds_proxy+AdaptWin,freq+FreqThresh,10.0,10.818181818181818,0.8181818181818183,0.9999999999999639,False,False
dnds_proxy+SWAN,homoplasy+KDE,9.409090909090908,8.636363636363637,0.7727272727272716,0.9999999999999876,False,False
freq+KDE,freq+FreqThresh,11.590909090909092,10.818181818181818,0.7727272727272734,0.9999999999999876,False,False
entropy+SWAN,entropy+AdaptWin,10.545454545454545,9.772727272727273,0.7727272727272716,0.9999999999999876,False,False
dnds_proxy+KDE,dnds_proxy+SWAN,10.181818181818182,9.409090909090908,0.7727272727272734,0.9999999999999876,False,False
dnds_proxy+SWAN,homoplasy+AdaptiveKnee,9.409090909090908,10.181818181818182,0.7727272727272734,0.9999999999999876,False,False
freq+SWAN,entropy+AdaptWin,9.045454545454545,9.772727272727273,0.7272727272727284,0.999999999999996,False,False
freq+SlidingTest,dnds_proxy+SlidingTest,9.727272727272727,10.454545454545455,0.7272727272727284,0.999999999999996,False,False
freq+SlidingTest,freq+SWAN,9.727272727272727,9.045454545454545,0.6818181818181817,0.9999999999999988,False,False
dnds_proxy+SlidingTest,entropy+AdaptWin,10.454545454545455,9.772727272727273,0.6818181818181817,0.9999999999999988,False,False
dnds_proxy+SlidingTest,freq+Wavelet,10.454545454545455,11.136363636363637,0.6818181818181817,0.9999999999999988,False,False
dnds_proxy+SlidingTest,dnds_proxy+Wavelet,10.454545454545455,11.136363636363637,0.6818181818181817,0.9999999999999988,False,False
dnds_proxy+SlidingTest,entropy+SlidingTest,10.454545454545455,11.090909090909092,0.6363636363636367,0.9999999999999997,False,False
homoplasy+AdaptiveKnee,freq+FreqThresh,10.181818181818182,10.818181818181818,0.6363636363636367,0.9999999999999997,False,False
EqualWeight+FreqThresh,freq+FreqThresh,11.454545454545455,10.818181818181818,0.6363636363636367,0.9999999999999997,False,False
dnds_proxy+KDE,freq+FreqThresh,10.181818181818182,10.818181818181818,0.6363636363636367,0.9999999999999997,False,False
dnds_proxy+SWAN,dnds_proxy+AdaptWin,9.409090909090908,10.0,0.5909090909090917,0.9999999999999999,False,False
dnds_proxy+SlidingTest,entropy+KDE,10.454545454545455,11.045454545454545,0.5909090909090899,0.9999999999999999,False,False
dnds_proxy+Wavelet,entropy+SWAN,11.136363636363637,10.545454545454545,0.5909090909090917,0.9999999999999999,False,False
freq+Wavelet,entropy+SWAN,11.136363636363637,10.545454545454545,0.5909090909090917,0.9999999999999999,False,False
dnds_proxy+KDE,homoplasy+AdaptiveKnee,10.181818181818182,10.181818181818182,0.0,1.0,False,False
freq+KDE,EqualWeight+FreqThresh,11.590909090909092,11.454545454545455,0.1363636363636367,1.0,False,False
freq+KDE,freq+Wavelet,11.590909090909092,11.136363636363637,0.45454545454545503,1.0,False,False
freq+SWAN,dnds_proxy+SWAN,9.045454545454545,9.409090909090908,0.3636363636363633,1.0,False,False
dnds_proxy+SlidingTest,dnds_proxy+KDE,10.454545454545455,10.181818181818182,0.2727272727272734,1.0,False,False
dnds_proxy+SlidingTest,homoplasy+AdaptiveKnee,10.454545454545455,10.181818181818182,0.2727272727272734,1.0,False,False
dnds_proxy+SlidingTest,freq+FreqThresh,10.454545454545455,10.818181818181818,0.3636363636363633,1.0,False,False
entropy+SlidingTest,dnds_proxy+Wavelet,11.090909090909092,11.136363636363637,0.04545454545454497,1.0,False,False
entropy+SlidingTest,entropy+KDE,11.090909090909092,11.045454545454545,0.045454545454546746,1.0,False,False
entropy+SlidingTest,entropy+SWAN,11.090909090909092,10.545454545454545,0.5454545454545467,1.0,False,False
entropy+SlidingTest,freq+Wavelet,11.090909090909092,11.136363636363637,0.04545454545454497,1.0,False,False
entropy+SlidingTest,freq+KDE,11.090909090909092,11.590909090909092,0.5,1.0,False,False
entropy+SlidingTest,EqualWeight+FreqThresh,11.090909090909092,11.454545454545455,0.3636363636363633,1.0,False,False
dnds_proxy+Wavelet,entropy+KDE,11.136363636363637,11.045454545454545,0.09090909090909172,1.0,False,False
entropy+SlidingTest,freq+FreqThresh,11.090909090909092,10.818181818181818,0.2727272727272734,1.0,False,False
dnds_proxy+Wavelet,freq+Wavelet,11.136363636363637,11.136363636363637,0.0,1.0,False,False
dnds_proxy+Wavelet,freq+KDE,11.136363636363637,11.590909090909092,0.45454545454545503,1.0,False,False
freq+SlidingTest,dnds_proxy+SWAN,9.727272727272727,9.409090909090908,0.31818181818181834,1.0,False,False
freq+SlidingTest,dnds_proxy+KDE,9.727272727272727,10.181818181818182,0.45454545454545503,1.0,False,False
freq+SlidingTest,dnds_proxy+AdaptWin,9.727272727272727,10.0,0.2727272727272734,1.0,False,False
freq+SlidingTest,entropy+AdaptWin,9.727272727272727,9.772727272727273,0.045454545454546746,1.0,False,False
freq+SWAN,homoplasy+KDE,9.045454545454545,8.636363636363637,0.4090909090909083,1.0,False,False
freq+SWAN,freq+AdaptWin,9.045454545454545,8.590909090909092,0.45454545454545325,1.0,False,False
dnds_proxy+Wavelet,EqualWeight+FreqThresh,11.136363636363637,11.454545454545455,0.31818181818181834,1.0,False,False
dnds_proxy+Wavelet,freq+FreqThresh,11.136363636363637,10.818181818181818,0.31818181818181834,1.0,False,False
entropy+KDE,entropy+SWAN,11.045454545454545,10.545454545454545,0.5,1.0,False,False
entropy+KDE,freq+Wavelet,11.045454545454545,11.136363636363637,0.09090909090909172,1.0,False,False
entropy+KDE,freq+KDE,11.045454545454545,11.590909090909092,0.5454545454545467,1.0,False,False
entropy+KDE,EqualWeight+FreqThresh,11.045454545454545,11.454545454545455,0.40909090909091006,1.0,False,False
entropy+KDE,freq+FreqThresh,11.045454545454545,10.818181818181818,0.22727272727272663,1.0,False,False
dnds_proxy+KDE,entropy+SWAN,10.181818181818182,10.545454545454545,0.3636363636363633,1.0,False,False
dnds_proxy+KDE,dnds_proxy+AdaptWin,10.181818181818182,10.0,0.18181818181818166,1.0,False,False
dnds_proxy+KDE,entropy+AdaptWin,10.181818181818182,9.772727272727273,0.4090909090909083,1.0,False,False
dnds_proxy+SlidingTest,dnds_proxy+AdaptWin,10.454545454545455,10.0,0.45454545454545503,1.0,False,False
dnds_proxy+SlidingTest,entropy+SWAN,10.454545454545455,10.545454545454545,0.09090909090908994,1.0,False,False
freq+SlidingTest,homoplasy+AdaptiveKnee,9.727272727272727,10.181818181818182,0.45454545454545503,1.0,False,False
freq+Wavelet,EqualWeight+FreqThresh,11.136363636363637,11.454545454545455,0.31818181818181834,1.0,False,False
freq+Wavelet,freq+FreqThresh,11.136363636363637,10.818181818181818,0.31818181818181834,1.0,False,False
freq+AdaptWin,homoplasy+KDE,8.590909090909092,8.636363636363637,0.04545454545454497,1.0,False,False
dnds_proxy+SWAN,entropy+AdaptWin,9.409090909090908,9.772727272727273,0.3636363636363651,1.0,False,False
entropy+SWAN,dnds_proxy+AdaptWin,10.545454545454545,10.0,0.545454545454545,1.0,False,False
entropy+AdaptWin,homoplasy+AdaptiveKnee,9.772727272727273,10.181818181818182,0.4090909090909083,1.0,False,False
entropy+SWAN,freq+FreqThresh,10.545454545454545,10.818181818181818,0.2727272727272734,1.0,False,False
entropy+AdaptWin,dnds_proxy+AdaptWin,9.772727272727273,10.0,0.22727272727272663,1.0,False,False
entropy+SWAN,homoplasy+AdaptiveKnee,10.545454545454545,10.181818181818182,0.3636363636363633,1.0,False,False
fubar_pos_sel+KDE,entropy+Wavelet,12.545454545454545,12.636363636363637,0.09090909090909172,1.0,False,False
dnds_proxy+AdaptWin,homoplasy+AdaptiveKnee,10.0,10.181818181818182,0.18181818181818166,1.0,False,False
