pathogen,score,detector,family,mcc,f1,precision,recall,enrichment,n_detected
SARS-CoV-2,E*rare,Spectral(z=1.5),Spectral,0.05720350542409664,0.078125,0.18518518518518517,0.04950495049504951,2.3083975064173083,27
SARS-CoV-2,E*rare,Spectral(z=2.0),Spectral,0.049878448530777816,0.06504065040650407,0.18181818181818182,0.039603960396039604,2.2664266426642667,22
SARS-CoV-2,E*rare,Bayes(prior=0.1),Bayes,0.10851226329916859,0.112,0.2916666666666667,0.06930693069306931,3.635726072607261,24
SARS-CoV-2,E*rare,Bayes(prior=0.15),Bayes,0.09109743372855633,0.10769230769230771,0.2413793103448276,0.06930693069306931,3.00887674974394,29
SARS-CoV-2,E*rare,Ensemble(v>=2),Ensemble,0.1313314288902579,0.11666666666666667,0.3684210526315789,0.06930693069306931,4.592496091714435,19
SARS-CoV-2,E*rare,Ensemble(v>=3),Ensemble,0.1654852919454987,0.05769230769230769,1.0,0.0297029702970297,12.465346534653467,3
SARS-CoV-2,E*rare,AdaptWin(s=90),AdaptWin,-0.1213221077730849,0.0730593607305936,0.04316546762589928,0.2376237623762376,0.5380725122872,556
SARS-CoV-2,E*rare,AdaptWin(s=85),AdaptWin,-0.13511052858004588,0.07588075880758809,0.04395604395604396,0.27722772277227725,0.547927320204548,637
SARS-CoV-2,E*rare,FreqThresh(p=80),FreqThresh,-0.020643188312188632,0.09972299168975068,0.06923076923076923,0.1782178217821782,0.8629855293221631,260
SARS-CoV-2,E*rare,FreqThresh(p=85),FreqThresh,-0.019758287112614993,0.08571428571428572,0.0670391061452514,0.1188118811881188,0.8356656894739753,179
SARS-CoV-2,E*rare,FreqThresh(p=90),FreqThresh,0.020697351741260004,0.10328638497652583,0.09821428571428571,0.10891089108910891,1.2242751060820367,112
SARS-CoV-2,E*rare,FreqThresh(p=95),FreqThresh,0.1313314288902579,0.11666666666666667,0.3684210526315789,0.06930693069306931,4.592496091714435,19
SARS-CoV-2,E*rare,"SWAN(w=10,k=1.0)",SWAN,0.10545811704076782,0.1388888888888889,0.23255813953488372,0.09900990099009901,2.89891779875662,43
SARS-CoV-2,E*rare,"SWAN(w=10,k=1.5)",SWAN,-0.04845271775710505,0.0,0.0,0.0,0.0,33
SARS-CoV-2,E*rare,"SWAN(w=10,k=2.0)",SWAN,-0.03655715289242891,0.0,0.0,0.0,0.0,19
SARS-CoV-2,E*rare,"SWAN(w=20,k=1.0)",SWAN,-0.046141434590513654,0.0,0.0,0.0,0.0,30
SARS-CoV-2,E*rare,"SWAN(w=20,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,E*rare,"SWAN(w=20,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,E*rare,"SWAN(w=50,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,E*rare,"SWAN(w=50,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,E*rare,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,E*rare,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,Wavelet(t=1.0),Wavelet,-0.07219836476049298,0.0,0.0,0.0,0.0,71
SARS-CoV-2,P*E*rare,Wavelet(t=1.5),Wavelet,-0.06068174038626284,0.0,0.0,0.0,0.0,51
SARS-CoV-2,P*E*rare,Wavelet(t=2.0),Wavelet,-0.05815727193259099,0.0,0.0,0.0,0.0,47
SARS-CoV-2,P*E*rare,KDE(p=75),KDE,-0.0018231511528789305,0.12019230769230768,0.07936507936507936,0.24752475247524752,0.9893132170359893,315
SARS-CoV-2,P*E*rare,KDE(p=80),KDE,-0.0673504218056973,0.06232294617563739,0.04365079365079365,0.10891089108910891,0.5441222693697941,252
SARS-CoV-2,P*E*rare,KDE(p=85),KDE,-0.03407167852985974,0.07586206896551724,0.0582010582010582,0.10891089108910891,0.7254963591597254,189
SARS-CoV-2,P*E*rare,SlidingTest(p=0.01),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,SlidingTest(p=0.05),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,GradPeak(p=0.2),GradPeak,-0.03350663650041213,0.0,0.0,0.0,0.0,16
SARS-CoV-2,P*E*rare,GradPeak(p=0.5),GradPeak,-0.028971021170200603,0.0,0.0,0.0,0.0,12
SARS-CoV-2,P*E*rare,LocalContrast(z=1.0),LocalContrast,0.08508787429238614,0.1513513513513514,0.16666666666666666,0.13861386138613863,2.0775577557755773,84
SARS-CoV-2,P*E*rare,LocalContrast(z=1.5),LocalContrast,0.10279536600681781,0.09917355371900825,0.3,0.0594059405940594,3.73960396039604,20
SARS-CoV-2,P*E*rare,LocalContrast(z=2.0),LocalContrast,0.07906566339157638,0.05454545454545454,0.3333333333333333,0.0297029702970297,4.155115511551155,9
SARS-CoV-2,P*E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,0.03425018450572516,0.11055276381909547,0.11224489795918367,0.10891089108910891,1.3991715498080421,98
SARS-CoV-2,P*E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.06548499368853926,0.0,0.0,0.0,0.0,59
SARS-CoV-2,P*E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.06431193862582302,0.0,0.0,0.0,0.0,57
SARS-CoV-2,P*E*rare,AdaptiveKnee,AdaptiveKnee,0.1654852919454987,0.05769230769230769,1.0,0.0297029702970297,12.465346534653467,3
SARS-CoV-2,P*E*rare,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,Spectral(z=1.5),Spectral,-0.018648445733990035,0.0,0.0,0.0,0.0,5
SARS-CoV-2,P*E*rare,Spectral(z=2.0),Spectral,-0.018648445733990035,0.0,0.0,0.0,0.0,5
SARS-CoV-2,P*E*rare,Bayes(prior=0.1),Bayes,0.10851226329916859,0.112,0.2916666666666667,0.06930693069306931,3.635726072607261,24
SARS-CoV-2,P*E*rare,Bayes(prior=0.15),Bayes,0.10851226329916859,0.112,0.2916666666666667,0.06930693069306931,3.635726072607261,24
SARS-CoV-2,P*E*rare,Ensemble(v>=2),Ensemble,0.1313314288902579,0.11666666666666667,0.3684210526315789,0.06930693069306931,4.592496091714435,19
SARS-CoV-2,P*E*rare,Ensemble(v>=3),Ensemble,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,AdaptWin(s=90),AdaptWin,-0.09691849771701312,0.07809847198641764,0.0471311475409836,0.22772277227722773,0.5875060866742412,488
SARS-CoV-2,P*E*rare,AdaptWin(s=85),AdaptWin,-0.11723749690455851,0.07564296520423601,0.044642857142857144,0.24752475247524752,0.556488684582744,560
SARS-CoV-2,P*E*rare,FreqThresh(p=80),FreqThresh,-0.020643188312188632,0.09972299168975068,0.06923076923076923,0.1782178217821782,0.8629855293221631,260
SARS-CoV-2,P*E*rare,FreqThresh(p=85),FreqThresh,-0.02285344401626045,0.08421052631578946,0.06521739130434782,0.1188118811881188,0.8129573826947912,184
SARS-CoV-2,P*E*rare,FreqThresh(p=90),FreqThresh,0.016254842066060537,0.10091743119266056,0.09401709401709402,0.10891089108910891,1.171955657104172,117
SARS-CoV-2,P*E*rare,FreqThresh(p=95),FreqThresh,0.1313314288902579,0.11666666666666667,0.3684210526315789,0.06930693069306931,4.592496091714435,19
SARS-CoV-2,P*E*rare,"SWAN(w=10,k=1.0)",SWAN,-0.03655715289242891,0.0,0.0,0.0,0.0,19
SARS-CoV-2,P*E*rare,"SWAN(w=10,k=1.5)",SWAN,-0.03655715289242891,0.0,0.0,0.0,0.0,19
SARS-CoV-2,P*E*rare,"SWAN(w=10,k=2.0)",SWAN,-0.03655715289242891,0.0,0.0,0.0,0.0,19
SARS-CoV-2,P*E*rare,"SWAN(w=20,k=1.0)",SWAN,-0.05280302403896863,0.0,0.0,0.0,0.0,39
SARS-CoV-2,P*E*rare,"SWAN(w=20,k=1.5)",SWAN,-0.05280302403896863,0.0,0.0,0.0,0.0,39
SARS-CoV-2,P*E*rare,"SWAN(w=20,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,"SWAN(w=50,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,"SWAN(w=50,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E*rare,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,Wavelet(t=1.0),Wavelet,0.050179463938557156,0.16155088852988692,0.09652509652509653,0.49504950495049505,1.2032187774762033,518
SARS-CoV-2,minority_E,Wavelet(t=1.5),Wavelet,-0.06434958467113384,0.053156146179402,0.04,0.07920792079207921,0.49861386138613867,200
SARS-CoV-2,minority_E,Wavelet(t=2.0),Wavelet,-0.06890661597768129,0.0,0.0,0.0,0.0,65
SARS-CoV-2,minority_E,KDE(p=75),KDE,-0.04908030147735545,0.08653846153846154,0.05714285714285714,0.1782178217821782,0.7123055162659123,315
SARS-CoV-2,minority_E,KDE(p=80),KDE,-0.01619474936119068,0.10198300283286119,0.07142857142857142,0.1782178217821782,0.8903818953323903,252
SARS-CoV-2,minority_E,KDE(p=85),KDE,0.023232463241829933,0.12413793103448276,0.09523809523809523,0.1782178217821782,1.1871758604431872,189
SARS-CoV-2,minority_E,SlidingTest(p=0.01),SlidingTest,-0.07040623145918408,0.07809110629067245,0.05,0.1782178217821782,0.6232673267326734,360
SARS-CoV-2,minority_E,SlidingTest(p=0.05),SlidingTest,-0.10171106820978844,0.06779661016949153,0.04186046511627907,0.1782178217821782,0.5218052037761916,430
SARS-CoV-2,minority_E,GradPeak(p=0.2),GradPeak,-0.07942310932646823,0.10592686002522068,0.06069364161849711,0.4158415841584158,0.7565672752246323,692
SARS-CoV-2,minority_E,GradPeak(p=0.5),GradPeak,-0.056408838945235504,0.09356725146198831,0.05825242718446602,0.2376237623762376,0.7261366913390369,412
SARS-CoV-2,minority_E,LocalContrast(z=1.0),LocalContrast,-0.011381029892491354,0.10966057441253263,0.07446808510638298,0.2079207920792079,0.9282704866231304,282
SARS-CoV-2,minority_E,LocalContrast(z=1.5),LocalContrast,0.027562539966367983,0.048780487804878044,0.13636363636363635,0.0297029702970297,1.6998199819981998,22
SARS-CoV-2,minority_E,LocalContrast(z=2.0),LocalContrast,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,0.09717841183951752,0.16329830234438159,0.08890845070422536,1.0,1.108274647887324,1136
SARS-CoV-2,minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,0.0001415597767562811,0.1303538175046555,0.08027522935779817,0.3465346534653465,1.0006585520937417,436
SARS-CoV-2,minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.07654518455976425,0.0671462829736211,0.04430379746835443,0.13861386138613863,0.5522621882441409,316
SARS-CoV-2,minority_E,AdaptiveKnee,AdaptiveKnee,0.03938518572686151,0.15097159940209265,0.08164915117219078,1.0,1.0177849636216654,1237
SARS-CoV-2,minority_E,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.0,0.14852941176470588,0.08022239872915012,1.0,1.0,1259
SARS-CoV-2,minority_E,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.0,0.14852941176470588,0.08022239872915012,1.0,1.0,1259
SARS-CoV-2,minority_E,Spectral(z=1.5),Spectral,-0.0008280665435248457,0.04316546762589928,0.07894736842105263,0.0297029702970297,0.9841063053673789,38
SARS-CoV-2,minority_E,Spectral(z=2.0),Spectral,-0.016673030320461253,0.0,0.0,0.0,0.0,4
SARS-CoV-2,minority_E,Bayes(prior=0.1),Bayes,-0.1113725160772491,0.054054054054054064,0.034210526315789476,0.12871287128712872,0.42644606565919757,380
SARS-CoV-2,minority_E,Bayes(prior=0.15),Bayes,-0.09940432076102036,0.07894736842105263,0.047337278106508875,0.2376237623762376,0.5900755756048978,507
SARS-CoV-2,minority_E,Ensemble(v>=2),Ensemble,-0.0977558855739638,0.04301075268817204,0.02952029520295203,0.07920792079207921,0.3679807095100654,271
SARS-CoV-2,minority_E,Ensemble(v>=3),Ensemble,-0.06606515235051907,0.0,0.0,0.0,0.0,60
SARS-CoV-2,minority_E,AdaptWin(s=90),AdaptWin,-0.11292153200086956,0.09966024915062287,0.056265984654731455,0.43564356435643564,0.7013749968347218,782
SARS-CoV-2,minority_E,AdaptWin(s=85),AdaptWin,-0.19559366279118562,0.08746355685131195,0.04849137931034483,0.44554455445544555,0.6044618470467736,928
SARS-CoV-2,minority_E,FreqThresh(p=80),FreqThresh,-0.11008797651569932,0.05439330543933054,0.034482758620689655,0.12871287128712872,0.4298395356777057,377
SARS-CoV-2,minority_E,FreqThresh(p=85),FreqThresh,-0.0977558855739638,0.04301075268817204,0.02952029520295203,0.07920792079207921,0.3679807095100654,271
SARS-CoV-2,minority_E,FreqThresh(p=90),FreqThresh,-0.0977558855739638,0.04301075268817204,0.02952029520295203,0.07920792079207921,0.3679807095100654,271
SARS-CoV-2,minority_E,FreqThresh(p=95),FreqThresh,-0.06606515235051907,0.0,0.0,0.0,0.0,60
SARS-CoV-2,minority_E,"SWAN(w=10,k=1.0)",SWAN,-0.027726525943769082,0.0,0.0,0.0,0.0,11
SARS-CoV-2,minority_E,"SWAN(w=10,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=10,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=20,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=20,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=20,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=50,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=50,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,minority_E,MutClust-Orig(g=10),MutClust-Orig,0.0,0.14852941176470588,0.08022239872915012,1.0,1.0,1259
SARS-CoV-2,P*minority_E,Wavelet(t=1.0),Wavelet,-0.05358197008000694,0.10946745562130178,0.06434782608695652,0.36633663366336633,0.8021179509255274,575
SARS-CoV-2,P*minority_E,Wavelet(t=1.5),Wavelet,-0.08832150635206112,0.03773584905660377,0.027649769585253458,0.0594059405940594,0.344663959483506,217
SARS-CoV-2,P*minority_E,Wavelet(t=2.0),Wavelet,-0.06606515235051907,0.0,0.0,0.0,0.0,60
SARS-CoV-2,P*minority_E,KDE(p=75),KDE,-0.17059868802600933,0.0,0.0,0.0,0.0,315
SARS-CoV-2,P*minority_E,KDE(p=80),KDE,-0.14773790707563628,0.0,0.0,0.0,0.0,252
SARS-CoV-2,P*minority_E,KDE(p=85),KDE,-0.12412104417108637,0.0,0.0,0.0,0.0,189
SARS-CoV-2,P*minority_E,SlidingTest(p=0.01),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,SlidingTest(p=0.05),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,GradPeak(p=0.2),GradPeak,0.10793672687017929,0.19678714859437754,0.12342569269521411,0.48514851485148514,1.5385440307254907,397
SARS-CoV-2,P*minority_E,GradPeak(p=0.5),GradPeak,0.11201267771718808,0.19959266802443992,0.12564102564102564,0.48514851485148514,1.5661589235846662,390
SARS-CoV-2,P*minority_E,LocalContrast(z=1.0),LocalContrast,-0.00857020480813569,0.0707070707070707,0.07216494845360824,0.06930693069306931,0.8995610901296315,97
SARS-CoV-2,P*minority_E,LocalContrast(z=1.5),LocalContrast,0.05715991065505422,0.09722222222222222,0.16279069767441862,0.06930693069306931,2.0292424591296343,43
SARS-CoV-2,P*minority_E,LocalContrast(z=2.0),LocalContrast,0.02120513269963219,0.058823529411764705,0.11428571428571428,0.039603960396039604,1.4246110325318246,35
SARS-CoV-2,P*minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.098566441569169,0.026143790849673207,0.01951219512195122,0.039603960396039604,0.2432262738468969,205
SARS-CoV-2,P*minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.05138917744737402,0.0,0.0,0.0,0.0,37
SARS-CoV-2,P*minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.043720280070490905,0.0,0.0,0.0,0.0,27
SARS-CoV-2,P*minority_E,AdaptiveKnee,AdaptiveKnee,0.04640143653118301,0.09333333333333334,0.14285714285714285,0.06930693069306931,1.7807637906647806,49
SARS-CoV-2,P*minority_E,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.014433518554831925,0.0,0.0,0.0,0.0,3
SARS-CoV-2,P*minority_E,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.014433518554831925,0.0,0.0,0.0,0.0,3
SARS-CoV-2,P*minority_E,Spectral(z=1.5),Spectral,0.03564291757217538,0.10169491525423728,0.11842105263157894,0.0891089108910891,1.4761594580510682,76
SARS-CoV-2,P*minority_E,Spectral(z=2.0),Spectral,-0.046141434590513654,0.0,0.0,0.0,0.0,30
SARS-CoV-2,P*minority_E,Bayes(prior=0.1),Bayes,0.13883616340908703,0.2079207920792079,0.2079207920792079,0.2079207920792079,2.5918047250269582,101
SARS-CoV-2,P*minority_E,Bayes(prior=0.15),Bayes,0.1344402896433514,0.2048780487804878,0.20192307692307693,0.2079207920792079,2.5170411271896422,104
SARS-CoV-2,P*minority_E,Ensemble(v>=2),Ensemble,-0.0008280665435248457,0.04316546762589928,0.07894736842105263,0.0297029702970297,0.9841063053673789,38
SARS-CoV-2,P*minority_E,Ensemble(v>=3),Ensemble,-0.028971021170200603,0.0,0.0,0.0,0.0,12
SARS-CoV-2,P*minority_E,AdaptWin(s=90),AdaptWin,0.0690258650098291,0.16763005780346818,0.11836734693877551,0.2871287128712871,1.4754899979793898,245
SARS-CoV-2,P*minority_E,AdaptWin(s=85),AdaptWin,-0.067787608949025,0.1037463976945245,0.06070826306913996,0.3564356435643564,0.7567495366737348,593
SARS-CoV-2,P*minority_E,FreqThresh(p=80),FreqThresh,0.03151362638432445,0.14320987654320988,0.09539473684210527,0.2871287128712871,1.1891284523189163,304
SARS-CoV-2,P*minority_E,FreqThresh(p=85),FreqThresh,0.07519898909070724,0.17125382262996944,0.12389380530973451,0.27722772277227725,1.5443792166827304,226
SARS-CoV-2,P*minority_E,FreqThresh(p=90),FreqThresh,0.1465186258023557,0.2131979695431472,0.21875,0.2079207920792079,2.7267945544554455,96
SARS-CoV-2,P*minority_E,FreqThresh(p=95),FreqThresh,-0.028971021170200603,0.0,0.0,0.0,0.0,12
SARS-CoV-2,P*minority_E,"SWAN(w=10,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=10,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=10,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=20,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=20,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=20,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=50,k=1.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=50,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*minority_E,MutClust-Orig(g=10),MutClust-Orig,0.04416411371015754,0.15886524822695036,0.09271523178807947,0.5544554455445545,1.1557274932791293,604
SARS-CoV-2,P*E,Wavelet(t=1.0),Wavelet,-0.046283723963722316,0.10932475884244373,0.06525911708253358,0.33663366336633666,0.8134775089793048,521
SARS-CoV-2,P*E,Wavelet(t=1.5),Wavelet,-0.11112927017420142,0.01892744479495268,0.013888888888888888,0.0297029702970297,0.17312981298129812,216
SARS-CoV-2,P*E,Wavelet(t=2.0),Wavelet,-0.06664121640612676,0.0,0.0,0.0,0.0,61
SARS-CoV-2,P*E,KDE(p=75),KDE,-0.08958643032690675,0.05769230769230769,0.0380952380952381,0.1188118811881188,0.4748703441772749,315
SARS-CoV-2,P*E,KDE(p=80),KDE,-0.14773790707563628,0.0,0.0,0.0,0.0,252
SARS-CoV-2,P*E,KDE(p=85),KDE,-0.12412104417108637,0.0,0.0,0.0,0.0,189
SARS-CoV-2,P*E,SlidingTest(p=0.01),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E,SlidingTest(p=0.05),SlidingTest,0.0,0.0,0.0,0.0,0.0,0
SARS-CoV-2,P*E,GradPeak(p=0.2),GradPeak,0.028251170825862953,0.14671814671814673,0.09112709832134293,0.37623762376237624,1.1359308592729778,417
SARS-CoV-2,P*E,GradPeak(p=0.5),GradPeak,0.030843077301253772,0.1477045908183633,0.0925,0.36633663366336633,1.1530445544554455,400
SARS-CoV-2,P*E,LocalContrast(z=1.0),LocalContrast,0.03136334485435325,0.0875,0.11864406779661017,0.06930693069306931,1.4789394193656655,59
SARS-CoV-2,P*E,LocalContrast(z=1.5),LocalContrast,0.04156250359587388,0.09150326797385622,0.1346153846153846,0.06930693069306931,1.678027418126428,52
SARS-CoV-2,P*E,LocalContrast(z=2.0),LocalContrast,-0.046141434590513654,0.0,0.0,0.0,0.0,30
SARS-CoV-2,P*E,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.11362700397173472,0.018575851393188854,0.013513513513513514,0.0297029702970297,0.16845062884666848,222
SARS-CoV-2,P*E,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.0625186747840311,0.0,0.0,0.0,0.0,54
SARS-CoV-2,P*E,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.05210031793521898,0.0,0.0,0.0,0.0,38
SARS-CoV-2,P*E,AdaptiveKnee,AdaptiveKnee,0.05339417049366911,0.09589041095890412,0.15555555555555556,0.06930693069306931,1.9390539053905391,45
SARS-CoV-2,P*E,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.028971021170200603,0.0,0.0,0.0,0.0,12
SARS-CoV-2,P*E,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.028971021170200603,0.0,0.0,0.0,0.0,12
SARS-CoV-2,P*E,Spectral(z=1.5),Spectral,0.009253495318557172,0.0718562874251497,0.09090909090909091,0.0594059405940594,1.1332133213321334,66
SARS-CoV-2,P*E,Spectral(z=2.0),Spectral,-0.03938518572686151,0.0,0.0,0.0,0.0,22
SARS-CoV-2,P*E,Bayes(prior=0.1),Bayes,0.15596497957116115,0.20930232558139533,0.2535211267605634,0.1782178217821782,3.1602286989262307,71
SARS-CoV-2,P*E,Bayes(prior=0.15),Bayes,0.14614083795803565,0.20338983050847456,0.23684210526315788,0.1782178217821782,2.9523189161021364,76
SARS-CoV-2,P*E,Ensemble(v>=2),Ensemble,-0.004762893213908225,0.04225352112676056,0.07317073170731707,0.0297029702970297,0.9120985269258634,41
SARS-CoV-2,P*E,Ensemble(v>=3),Ensemble,-0.043720280070490905,0.0,0.0,0.0,0.0,27
SARS-CoV-2,P*E,AdaptWin(s=90),AdaptWin,0.10604069668543317,0.19558359621451102,0.14351851851851852,0.3069306930693069,1.7890080674734141,216
SARS-CoV-2,P*E,AdaptWin(s=85),AdaptWin,-0.09138050491195762,0.09335219236209336,0.054455445544554455,0.32673267326732675,0.6788059994118224,606
SARS-CoV-2,P*E,FreqThresh(p=80),FreqThresh,0.045347462638329145,0.1518324607329843,0.10320284697508897,0.2871287128712871,1.2864592509072972,281
