iteration,omega2_scoring_x_pathogen
126,0.34548676408913687
127,0.2867281154440916
128,0.33439299381906457
129,0.2526660192171596
130,0.2949220773229674
131,0.3151575340578862
132,0.27965403823328844
133,0.2351737735473673
134,0.28486628023399313
135,0.2910919176966878
136,0.27442045671778403
137,0.27084001155372794
138,0.2717955359419738
139,0.21904468022166124
140,0.26605063807604373
141,0.31084603639578595
142,0.33781529050173015
143,0.3194739041572491
144,0.32301185058617504
145,0.29404199513574
146,0.21803989875051913
147,0.2494304026110277
148,0.2196868804503758
149,0.284982502246246
150,0.20086352025766396
151,0.2507060202043885
152,0.24346510706958285
153,0.2980511113006046
154,0.253173979886193
155,0.29037703857149183
156,0.24783151173759105
157,0.2466054698213612
158,0.24059755787980902
159,0.3360775589705291
160,0.28673938439663726
161,0.2736575809042782
162,0.28344051462628067
163,0.19457340369525844
164,0.22292311984939728
165,0.32090787853456637
166,0.3286966102242971
167,0.31164134840672053
168,0.2270509250844906
169,0.3288883711242512
170,0.22146327189143736
171,0.21040297622513374
172,0.2894819790245516
173,0.30728042709693615
174,0.21484300937470133
175,0.2810059443741433
176,0.19024353426881124
177,0.28862409557704866
178,0.2543259220700125
179,0.3345258435313352
180,0.24998336114099412
181,0.3169395530600475
182,0.20856406293502194
183,0.18895638409319912
184,0.2841944311632256
185,0.3849150184059509
186,0.281847166204551
187,0.2552018415228703
188,0.2280545989898629
189,0.27450723827294987
190,0.29284225814724346
191,0.27781772217786843
192,0.26155732196376064
193,0.29880351411199085
194,0.2595078735617711
195,0.3046714125769062
196,0.34788583775964166
197,0.23730361556810797
198,0.24149529657036606
199,0.3102866152683614
200,0.27684056631198745
201,0.2858810035102433
202,0.3492259867420521
203,0.22615808400955828
204,0.2772456701017381
205,0.2249052587790874
206,0.2804123869883431
207,0.3190459013041849
208,0.27461121920974624
209,0.3195727209584326
210,0.2877219251546778
211,0.31693858707561057
212,0.2548007222817303
213,0.2652697012653293
214,0.28622655225404875
215,0.2760701772480297
216,0.22358914924174692
217,0.2843465664844384
218,0.2647679430378081
219,0.2867393843966372
220,0.27636396462387275
221,0.2699206431432379
222,0.22289652803610532
223,0.2699793800198009
224,0.2477732297959271
225,0.28621141984764864
226,0.2810031430743052
227,0.23188242351924596
228,0.23277878906560445
229,0.2969644391478337
230,0.30434571043162095
231,0.3055969042853265
232,0.29267746018109925
233,0.19358353516382373
234,0.27558143237104865
235,0.30112401611122397
236,0.26963459110186105
237,0.24044261352507618
238,0.24138220759528198
239,0.30842559807543796
240,0.2883267193757994
241,0.24175985334620284
242,0.23751568144470026
243,0.20442089648141365
244,0.2602026026938809
245,0.280097821396015
246,0.2710293909726419
247,0.21927715210402
248,0.23293057245122148
249,0.2582593223299692
250,0.3048932445471715
251,0.22815842874791042
252,0.2816235574645461
253,0.2989168271880346
254,0.2362222446262531
255,0.27195058530593863
256,0.29385454438319264
257,0.3380612661340341
258,0.26278777899964445
259,0.2650424929937188
260,0.31431571231267275
261,0.24104405569419404
262,0.29039015701400117
263,0.25884903615247706
264,0.285522204082951
265,0.2991224169757089
266,0.27206304647069496
267,0.24892324147901257
268,0.22784051104083392
269,0.24098609982938218
270,0.2698850600609688
271,0.25227804942129123
272,0.30669953492522506
273,0.25428448367894885
274,0.25438343259381985
275,0.18314163394222369
276,0.29796608998515606
277,0.3018270713728187
278,0.28158480576749656
279,0.23820260245613153
280,0.26305851270364367
281,0.28348667457178567
282,0.2886297620732052
283,0.26397261873581285
284,0.31067728966887925
285,0.2274114366936205
286,0.23508582256178245
287,0.286112563055208
288,0.3549147703611009
289,0.21866426692302
290,0.21983229053321715
291,0.32081565136245277
292,0.2872831504709542
293,0.25775128496320376
294,0.30815280015798285
295,0.2773054707090669
296,0.25436474664101655
297,0.21595416376940738
298,0.21432150488297608
299,0.2462029399070893
300,0.2760173504408856
301,0.21051660260882035
302,0.2379476981752765
303,0.30158351807769057
304,0.1725167241503721
305,0.24275414658516475
306,0.24680551649581475
307,0.21616330650333898
308,0.28459356816410863
309,0.25964071642968
310,0.30344650924632266
311,0.33259876986963155
312,0.286205969153768
313,0.2687724194072844
314,0.33513001162841594
315,0.27776651883500225
316,0.298290071537909
317,0.24179539404942033
318,0.28481386719796514
319,0.2888864096169013
320,0.29571431195341913
321,0.22422397753017212
322,0.3020593121255547
323,0.2526091867732888
324,0.2914431125726174
325,0.2834434649690831
326,0.2742628000645415
327,0.3203507580221588
328,0.22512625692189836
329,0.3012049118838327
330,0.22648809340670742
331,0.25629994511636306
332,0.20566850190832217
333,0.2188834886385039
334,0.25024387944606963
335,0.2786952443577841
336,0.29706145406589946
337,0.28584891260996603
338,0.2765725898615125
339,0.2589962524816081
340,0.29935470085533966
341,0.292974840043987
342,0.2713030943127255
343,0.21848786204243473
344,0.28686454247723675
345,0.2874553646617484
346,0.21313285073095703
347,0.32691118440791667
348,0.23244678288743614
349,0.322865851282186
350,0.25642013746449294
351,0.2446052957309037
352,0.2495628011297849
353,0.21721953287511628
354,0.3024759307434756
355,0.22787253653915124
356,0.25640370208621455
357,0.23476231620392427
358,0.290370292634049
359,0.23347000822315972
360,0.25975311231236525
361,0.2251411299230242
362,0.28914806705427065
363,0.3046853331185338
364,0.27135427178480753
365,0.2476242634433552
366,0.2197682793402293
367,0.2909593108569772
368,0.30168959914790683
369,0.3205626890237555
370,0.3214261302251929
371,0.3329828640573465
372,0.29505680477367413
373,0.29164368691869685
374,0.27162590123797975
375,0.26887920242473956
376,0.28392141393491044
377,0.2881852724136084
378,0.21841565857321557
379,0.1870908326565226
380,0.2772606257038764
381,0.30192784578798865
382,0.3152216090639712
383,0.23283028357021357
384,0.2970509408365272
385,0.31088760671801685
386,0.24588920398071457
387,0.32586443508891005
388,0.3311078251406767
389,0.3088738234475413
390,0.3151575340578862
391,0.2556196188166673
392,0.305076178316356
393,0.19758399943996818
394,0.2864319196800352
395,0.3144654449096164
396,0.252211029340291
397,0.304233349785803
398,0.30342932868346834
399,0.2680901408168823
400,0.22928552034935604
401,0.2368388568773999
402,0.31743846964154604
403,0.2585450086327803
404,0.2949468070902755
405,0.2633128653163944
406,0.33688883153121235
407,0.2544661471720247
408,0.2339271124298344
409,0.29951521100905776
410,0.3116429672761371
411,0.24063508620550292
412,0.25392134419164314
413,0.2492254438820678
414,0.23891312948846774
415,0.23725431910950306
416,0.2772870011345313
417,0.3144149980774764
418,0.29127179476015236
419,0.33483931437402326
420,0.310605295323588
421,0.3491255458133783
422,0.3217468049778676
423,0.2162405304005355
424,0.3173737494275224
425,0.267856403334218
426,0.2705470950585405
427,0.30490995497243495
428,0.32521995744883514
429,0.2975355349405644
430,0.2764581079073053
431,0.2888918906645429
432,0.23368029780773242
433,0.2888428485572172
434,0.3470386291944984
435,0.2947398057728475
436,0.2553523174258347
437,0.31900183429527657
438,0.227937613889196
439,0.2871553379409864
440,0.13106699370611685
441,0.22782294609356304
442,0.28368395114997635
443,0.23831313951088975
444,0.2511480361939304
445,0.27698597593056384
446,0.3272635556127381
447,0.3195488792278814
448,0.3111846800915924
449,0.2631834932282719
450,0.2843218022706423
451,0.28776002263001904
452,0.1911238586741908
453,0.25855002520137554
454,0.23882383998963436
455,0.29621097857943
456,0.24588782463383932
457,0.29370177498934585
458,0.3375527931080925
459,0.20892436292555633
460,0.21787993079539783
461,0.31093171281905063
462,0.28340694786636705
463,0.2971046606724353
464,0.2934528519547631
465,0.2512397287791476
466,0.22711277409958464
467,0.23106345586492957
468,0.23558860816242233
469,0.2846947491946778
470,0.28081480460797836
471,0.3116916349675663
472,0.24910764769584468
473,0.21215927156756553
474,0.3176611395601608
475,0.28216476158521203
476,0.35863822308554677
477,0.3155449224846775
478,0.2508209569057384
479,0.1873028440068171
480,0.31374315511469275
481,0.31818709075460166
482,0.20785706215724456
483,0.28357130219731785
484,0.2569697363267883
485,0.31698659461015566
486,0.24795980857602312
487,0.3345340036632326
488,0.27545124686489647
489,0.2477840865052454
490,0.22383471924914583
491,0.2178766825309892
492,0.30638928001650767
493,0.2789030392106288
494,0.2496317857778602
495,0.3074249719967837
496,0.28716642413236654
497,0.2691641166990628
498,0.2978064216400499
499,0.2878249878321354
500,0.24757869675514738
501,0.2322470874757309
502,0.33580215357714394
503,0.3289479096210688
504,0.27773948919780583
505,0.2204400532599004
506,0.2312404273936362
507,0.2551349061992939
508,0.3113596291583014
509,0.32609928932315024
510,0.3066466357586099
511,0.2291673162683198
512,0.3036813121565314
513,0.26359000203910515
514,0.22438809963915576
515,0.23995935333161195
516,0.23845424492641876
517,0.22711080956294877
518,0.26015539139190963
519,0.2858324842991596
520,0.26403729091990974
521,0.30650144346222824
522,0.21596469383521852
523,0.2759403427105105
524,0.24003194037141531
525,0.22131017554488938
526,0.26199308878841815
527,0.29077582969164123
528,0.26321978063326124
529,0.23110333248578374
530,0.3033111433525071
531,0.20886191088302716
532,0.24835752322420734
533,0.29445910144833215
534,0.2142155758586626
535,0.31527932306611073
536,0.23087732476824535
537,0.2634524003893379
538,0.2237895981674045
539,0.29631952858681887
540,0.195894749475488
541,0.22935945537641694
542,0.2871292266392987
543,0.21534719474582692
544,0.30632425594817536
545,0.24931939885448398
546,0.3036083813570252
547,0.3111077631162887
548,0.30503502597843846
549,0.30641719364186204
550,0.2433157323329942
551,0.2109875136022596
552,0.29685047179894714
553,0.24285716655360068
554,0.27287715155228415
555,0.2582012581790466
556,0.1979380656403567
557,0.28620654320557826
558,0.27214084255582505
559,0.30215559588742286
560,0.24748370673561848
561,0.32324793158739334
562,0.212694381812219
563,0.25925029943867767
564,0.2337317426437098
565,0.23544025780201083
566,0.2382788529163752
567,0.30999525025467994
568,0.24767783492092693
569,0.26557785149133323
570,0.2517762211281519
571,0.2854778901494654
572,0.2984301499778483
573,0.2978670575159453
574,0.34068648847054683
575,0.19783496119507168
576,0.25754457477529413
577,0.2766675995273008
578,0.2597481657083876
579,0.2942292409937743
580,0.2526986149016005
581,0.235471723828008
582,0.32347887243013884
583,0.26467308874504913
584,0.31448017050395477
585,0.3392053042536605
586,0.2710895424570556
587,0.24919216146442522
588,0.2672030866219278
589,0.3127505789411227
590,0.31865430632541913
591,0.28225350554074297
592,0.31442688126574875
593,0.24982516720813433
594,0.358508887625549
595,0.20995475173428618
596,0.2957969478236027
597,0.20572424199029127
598,0.27987565836830053
599,0.2580728398208155
600,0.29448135484604787
601,0.2940273419613306
602,0.30965084980871055
603,0.3506853565804734
604,0.23361522032574544
605,0.2846147998347478
606,0.2999537885718736
607,0.2999168228235134
608,0.29769742791322096
609,0.2843152896106753
610,0.2910803764056387
611,0.2670642434034878
612,0.2615089882807159
613,0.23542259383722372
614,0.27062839776499337
615,0.25042328828202953
616,0.22809183019364904
617,0.22510957806700246
618,0.24028201945891345
619,0.25558851940483
620,0.24732891791273645
621,0.29613919120369186
622,0.20680556396684927
623,0.24600692277215697
624,0.3140415694155282
625,0.3106433057102921
626,0.27865207683020987
627,0.2727634001457614
628,0.31295766195447666
629,0.3262160018794671
630,0.3477754969156487
631,0.2164070793909565
632,0.3540606646489894
633,0.2406423608568217
634,0.34018877952679094
635,0.25971636837167705
636,0.3245126854231197
637,0.23754852601068593
638,0.27677256585661913
639,0.23769927025362841
640,0.26172439317712476
641,0.24163231628796045
642,0.2956180283558938
643,0.2971522521163709
644,0.25408161505207333
645,0.3061234281338111
646,0.266386056174628
647,0.2519601401078569
648,0.345318862386089
649,0.30968459603184767
650,0.20383819126209934
651,0.25355331220812466
652,0.3093625752520733
653,0.2888090880135552
654,0.2949908803708616
655,0.21732804069162756
656,0.25862640716189905
657,0.3314715628013016
658,0.31934544029214135
659,0.26523066450021676
660,0.30249902094088293
661,0.269786714604836
662,0.25418288742388134
663,0.2655568379325935
664,0.31396999808811604
665,0.24534879639933643
666,0.24212998916836836
667,0.3576766937056238
668,0.3771013598638483
669,0.2326332797133459
670,0.3230985695643539
671,0.24464387566533255
672,0.32431469023683074
673,0.2576903240973752
674,0.25073824046300064
675,0.19816687391097496
676,0.2476563522208262
677,0.26331538893896644
678,0.26012994228465486
679,0.24322209173042184
680,0.23083882380791962
681,0.27579120197043056
682,0.2855125376790465
683,0.28316376871636006
684,0.2892030597382876
685,0.258606492384729
686,0.2576196476060815
687,0.294481386111573
688,0.27936261775479126
689,0.26113360202317243
690,0.23391258129122003
691,0.28108455292171847
692,0.2611487494101132
693,0.2861813372434994
694,0.30720268693928016
695,0.26611489624881185
696,0.24492328269348698
697,0.2786399626700415
698,0.24008807694802417
699,0.2632815839680642
700,0.27689103597159154
701,0.21872606406812573
702,0.3084004869275777
703,0.2376377834331628
704,0.20544686113493552
705,0.26413949832440675
706,0.3194242858670751
707,0.21430702217027925
708,0.3440882793257603
709,0.23185733179428877
710,0.2454548085943326
711,0.3081309965338601
712,0.23921532238565518
713,0.28057894964575913
714,0.2355411002987712
715,0.23138334026246496
716,0.3000461588121204
717,0.2811820129010974
718,0.33274023723523144
719,0.21582719302602132
720,0.23700992434405824
721,0.22874611388638377
722,0.24475699520906874
723,0.20855744125364117
724,0.17984221192485209
725,0.24671924784628466
726,0.2587349529087969
727,0.27311086595167494
728,0.2714742240240326
729,0.30190168691592567
730,0.27772225636423603
731,0.27568974645691446
732,0.20580454419304403
733,0.2896883577689957
734,0.2691403046323031
735,0.23608920666746264
736,0.26194701789338587
737,0.3020502918084629
738,0.25298715523453924
739,0.2919986037376835
740,0.21457390587584174
741,0.1866454484168834
742,0.24919969571807418
743,0.23732658908209484
744,0.24707243734061643
745,0.2771619723073487
746,0.29246513426019843
747,0.31355460598729734
748,0.3047191199819253
749,0.2650341314175052
750,0.2553358942514898
751,0.3001854804009468
752,0.24090750207096956
753,0.22548431773224356
754,0.26710697277856255
755,0.2244018799654217
756,0.218668418558323
757,0.21495826158721237
758,0.2440846008001884
759,0.3052075709688189
760,0.27099094573704574
761,0.2269884965686187
762,0.3251326426950318
763,0.21543626153246015
764,0.22444466120085857
765,0.2692865195321317
766,0.25503298124155005
767,0.27726519833716134
768,0.24662228858934454
769,0.24907422187960587
770,0.24829109307422173
771,0.2325550833150275
772,0.29402231482003166
773,0.23326731840346374
774,0.33132425988261865
775,0.24363935345177679
776,0.25457594636189756
777,0.3066960619591823
778,0.3063908037329255
779,0.183492638825909
780,0.22963193845605567
781,0.27518031786438174
782,0.24717537642020385
783,0.3389619686283303
784,0.3053102183667845
785,0.21995201233425576
786,0.2988068641121569
787,0.29545027276556907
788,0.24046449366642278
789,0.2432261264025758
790,0.3468994458393362
791,0.21848486486371324
792,0.27909584536631743
793,0.2619590959510307
794,0.2866015145744944
795,0.2340395524154037
796,0.26882962263192617
797,0.2605837636217457
798,0.2236730446570235
799,0.34826047789609443
800,0.3144724506827907
801,0.24730499642819767
802,0.23724504203994085
803,0.22970862003809545
804,0.2451392948765797
805,0.3405212026340622
806,0.31606900094196055
807,0.23816368850983485
808,0.27458894030524655
809,0.29000682954283163
810,0.27110448079068145
811,0.2814271610602264
812,0.29806910172334183
813,0.23764068855934392
814,0.2642664354633932
815,0.3172103011859659
816,0.3208672900913312
817,0.2684413123327225
818,0.2535477082926617
819,0.2850217292744746
820,0.22663594010474386
821,0.32670563683734527
822,0.2676865658859153
823,0.2577813077131865
824,0.2210658658216864
825,0.21744220292823419
826,0.24039503056171052
827,0.1885703240596633
828,0.2890187171555825
829,0.2812651414197677
830,0.2641105484235659
831,0.29269808564279415
832,0.25807463174402495
833,0.2628099199822763
834,0.24268123807147263
835,0.18710668481897078
836,0.3141153758769747
837,0.27575944032084587
838,0.2795705938366564
839,0.2759613276908663
840,0.2861841204272156
841,0.29484886483796036
842,0.27180393626186256
843,0.26467308874504913
844,0.2865630358254458
845,0.29804834294848903
846,0.22631917050343184
847,0.28967835231454864
848,0.28788800476641785
849,0.27630142630521093
850,0.2117465870342074
851,0.3473629300878155
852,0.34164424707555957
853,0.21509849167356002
854,0.2513696403220155
855,0.31612666831183456
856,0.2698674952473491
857,0.3106882142494888
858,0.28858242185425215
859,0.29256812357016554
860,0.30275974265643746
861,0.2820352613237748
862,0.2727397022183794
863,0.23764808733491877
864,0.23678057440323222
865,0.300091571711173
866,0.24330770025332404
867,0.1973888984635064
868,0.3184023839436521
869,0.29351026561261034
870,0.3000335108871395
871,0.3101148432304132
872,0.25649342124870994
873,0.2931713170493209
874,0.25344641816889674
875,0.20977035769525684
876,0.257820566103121
877,0.3102351386782689
878,0.3016306228455842
879,0.2943106489980132
880,0.24840921072189362
881,0.28373964904724325
882,0.31669182131057283
883,0.2957267604430889
884,0.3225058848121078
885,0.24038075771835557
886,0.269599367148611
887,0.3578793697205458
888,0.23131311021209533
889,0.23422324385611015
890,0.24070063859685398
891,0.3114289505173288
892,0.25095355602421465
893,0.33560175143504273
894,0.2230880216909163
895,0.2552578285380135
896,0.27647713850227573
897,0.25523851940403025
898,0.2498381995873634
899,0.23361743105576457
900,0.2913105859630478
901,0.23921177222721404
902,0.24370654653136087
903,0.33579164140134055
904,0.28110870362929113
905,0.3086741617631171
906,0.28117081621408546
907,0.27561848361822594
908,0.30227084242975133
909,0.26312103697887385
910,0.21770965316381613
911,0.2602405882274826
912,0.26256674905853755
913,0.33187789370018156
914,0.31964011501942396
915,0.28162088618018305
916,0.28144534176113867
917,0.19975483147042514
918,0.25926847924095425
919,0.30717489564855915
920,0.3052014834057596
921,0.26392700157261834
922,0.2860074440195086
923,0.28172310225964453
924,0.3192447140085514
925,0.37503233745060965
926,0.23103862887186324
927,0.31287111742869866
928,0.304050793833325
929,0.35791123269275327
930,0.25327889643339313
931,0.32324290018037616
932,0.2871664727397023
933,0.25729297904953335
934,0.2930162887403517
935,0.33181563026221544
936,0.28235312075236874
937,0.2662707237249172
938,0.3169570780441575
939,0.2935576821221572
940,0.2407068943175823
941,0.22563663326113376
942,0.3046365626285393
943,0.30677713804523804
944,0.21835223610276852
945,0.280333580065224
946,0.29321243039658895
947,0.2101485636433358
948,0.2963323426196768
949,0.27556310146419183
950,0.27641113439222254
951,0.30952963111355053
952,0.27572597942658467
953,0.28556264088740724
954,0.23312789122364636
955,0.3321203093588182
956,0.29426976093025053
957,0.3075386120759508
958,0.2659705823801814
959,0.23532396974569822
960,0.3431815209119458
961,0.34827593022983766
962,0.3174053964844152
963,0.29267746018109925
964,0.30875878040983173
965,0.2983380034090484
966,0.2539944591809075
967,0.35371801703918504
968,0.2912091822340652
969,0.3051542641142942
970,0.25830516437902595
971,0.29615146737849524
972,0.24361181957016637
973,0.3012459235622413
974,0.277923016311433
975,0.23566790459909823
976,0.3261949606038355
977,0.24271646029729713
978,0.2125917579530961
979,0.2520592478389721
980,0.2424251173837753
981,0.21429934920190227
982,0.22756368862245535
983,0.2790450055800356
984,0.2571344307836254
985,0.31852984062141687
986,0.29027561185838174
987,0.31049506801513
988,0.24241622041287825
989,0.30142611144455683
990,0.2617325884456406
991,0.26504510573608064
992,0.20760006554323276
993,0.3492659687089542
994,0.23028717576870986
995,0.2157602219838788
996,0.29814398980945694
997,0.2162528564560013
998,0.2987527188823813
999,0.2908584581924336
